"N°Achat","Code Veg Achat","Qtte Achat","Qtte initiale Achat","Date livraison Achat","N°Fournisseur végétal Achat","Réf Fournisseur végétal Achat","Tarif Fournisseur végétal Achat","TVA Fournisseur végétal Achat","Commandé","Livré","Unité Achat","Unité par contenant Achat","N°Contenant Achat"
1,98,10000.00,,2014-02-01,17,"038014BE",22.56,10.00,1,1,"graines enrobées",1000.00,11
2,133,125.00,,2014-02-01,97,,51.50,10.00,1,1,"kg",25.00,13
3,136,150.00,,2014-02-01,17,"618091B",66.48,10.00,1,1,"minimotte(s)",150.00,15
4,139,150.00,,2014-02-01,17,"618081B",80.50,10.00,1,1,"minimotte(s)",150.00,15
5,144,20.00,,2014-02-01,4,,41.00,10.00,1,1,"kg",20.00,13
6,145,200000.00,,2014-02-01,17,"035558BG",1371.93,10.00,1,1,"graines",1000000,14
7,146,300.00,,2014-02-01,17,"56154BG",97.29,10.00,1,1,"graines",1000.00,14
8,147,400.00,,2014-02-01,17,"056156BG",97.29,10.00,1,1,"graines",1000.00,14
9,148,150.00,,2014-02-01,17,"618037B",76.51,10.00,1,1,"minimotte(s)",150.00,15
10,150,50000.00,,2014-02-01,7,"185751",647.30,10.00,1,1,"graines",1000000,14
11,152,250.00,,2014-02-01,17,"042129BG",244.40,10.00,1,1,"graines",1000.00,14
12,154,150000.00,,2014-02-01,17,"050050BG",317.58,10.00,1,1,"graines",100000.0,14
13,155,100000.00,,2014-02-01,17,"050051BG",315.93,10.00,1,1,"graines",100000.0,14
14,156,150000.00,,2014-02-01,17,"050030BG",315.93,10.00,1,1,"graines",100000.0,14
15,157,250.00,,2014-02-01,17,"049145BG",605.36,10.00,1,1,"graines",1000.00,14
16,159,250.00,,2014-02-01,17,"049144BG",605.36,10.00,1,1,"graines",1000.00,14
17,160,200.00,,2014-02-01,40,"651168",88.15,10.00,1,1,"graines",200.00,14
18,163,100.00,,2014-02-01,17,"044004NS",298.50,10.00,1,1,"g",1000.00,14
19,164,100.00,,2014-02-01,17,"028200BG",11.00,10.00,1,1,"g",1000.00,11
20,165,300.00,,2014-02-01,17,"028566BG",172.21,10.00,1,1,"graines",1000.00,14
21,166,5.00,,2014-02-01,15,,22.62,10.00,1,1,"g",5.00,14
22,168,30.00,,2014-02-01,17,"E76700",14.52,10.00,1,1,"g",10.00,14
23,173,5000.00,,2014-02-01,17,"019001NK",99.10,10.00,1,1,"graines de précision",10000.00,14
24,175,8000.00,,2014-02-01,4,"30046500",31.82,10.00,1,1,"graines",1000.00,11
25,176,8000.00,,2014-02-01,4,"31019500",31.82,10.00,1,1,"graines",1000.00,14
26,177,300.00,,2014-02-01,17,"028098NG",180.00,10.00,1,1,"graines",1000.00,14
27,178,1500.00,,2014-02-01,7,"201463",315.00,10.00,1,1,"graines",1000.00,14
28,180,1000.00,,2014-02-01,15,,131.98,10.00,1,1,"graines",1000.00,14
29,183,3000.00,,2014-02-01,15,,101.52,10.00,1,1,"graines",1000.00,14
30,185,100000.00,,2014-02-01,17,"030100BG",727.56,10.00,1,1,"graines",1000000,14
31,188,5000.00,,2014-02-01,4,"41037200",114.65,10.00,1,1,"graines enrobées",5000.00,11
32,189,5000.00,,2014-02-01,4,"42010200",114.65,10.00,1,1,"graines enrobées",5000.00,11
33,191,100000.00,,2014-02-01,17,"011023BK",444.43,10.00,1,1,"graines",100000.0,14
34,193,10000.00,,2014-02-01,17,"019001NK",198.20,10.00,1,1,"graines",10000.00,14
35,195,200.00,,2014-02-01,17,"028200BG",109.98,10.00,1,1,"graines",1000.00,14
36,201,7500.00,,2014-02-01,36,,54.74,10.00,1,1,"graines",1000.00,14
37,205,7500.00,,2014-02-01,4,"24003501",40.24,10.00,1,1,"graines",2500.00,14
38,206,8000.00,,2014-02-01,4,"24017500",29.18,10.00,1,1,"graines",1000.00,14
39,207,50.00,,2014-02-01,17,"043021NS",2.94,10.00,1,1,"g",10.00,14
40,211,7500.00,,2014-02-01,36,"10076888",54.74,10.00,1,1,"graines",1000.00,14
41,212,5000.00,,2014-02-01,10,"0558B",3.35,10.00,1,1,"graines",1000.00,14
42,213,50.00,,2014-02-01,17,"025500BS",8.82,10.00,1,1,"g",10.00,14
43,215,300.00,,2014-02-01,17,"056370NG",313.80,10.00,1,1,"graines",1000.00,14
44,216,250.00,,2014-02-01,7,"188773",172.95,10.00,1,1,"graines",1000.00,14
45,217,10000.00,,2014-02-01,17,"039162BE",21.77,10.00,1,1,"graines enrobées",1000.00,11
46,219,300000.00,,2014-02-01,17,"030097BG",727.56,10.00,1,1,"graines",1000000,14
47,222,2.50,,2014-02-01,36,"10078310",48.00,10.00,1,1,"graines",2500.00,11
48,224,2.00,,2014-02-01,15,,26.13,10.00,1,1,"kg",1.00,14
49,225,10000.00,,2014-02-01,40,"459129",22.74,10.00,1,1,"graines enrobées",1000.00,11
50,226,250.00,,2014-02-01,17,"052005NG",93.00,10.00,1,1,"graines",1000.00,14
51,231,5000.00,,2014-02-01,40,"468690",23.74,10.00,1,1,"graines enrobées",1000.00,11
52,232,1000.00,,2014-02-01,17,"055007BS",397.06,10.00,1,1,"g",1000.00,11
53,235,100000.00,,2014-02-01,28,"687",120.00,10.00,1,1,"graines",100000.0,14
54,236,500000.00,,2014-02-01,40,"445132",710.85,10.00,1,1,"graines de précision",1000000,11
55,237,250.00,,2014-02-01,40,"456427",267.98,10.00,1,1,"g",1000.00,14
56,242,200000.00,,2014-02-01,17,"035551NG",1268.00,10.00,1,1,"graines",1000000,14
57,244,500.00,,2014-02-01,17,"056348BG",195.90,10.00,1,1,"graines",1000.00,14
58,245,500000.00,,2014-02-01,40,"417929",643.42,10.00,1,1,"graines de précision",1000000,11
59,246,100000.00,,2014-02-01,17,"005064BK",119.38,10.00,1,1,"graines",100000.0,14
60,248,1000.00,,2014-02-01,13,"Bio-35900",39.00,10.00,1,1,"g",1000.00,14
61,251,30000.00,,2014-02-01,17,"0460031NE",439.00,10.00,1,1,"graines enrobées",100000.0,14
62,252,2.00,,2014-02-01,40,"452050",26.32,10.00,1,1,"kg",1.00,14
63,253,250.00,,2014-02-01,17,"049039NG",226.60,10.00,1,1,"graines",1000.00,14
64,254,5000.00,,2014-02-01,40,"460563",23.27,10.00,1,1,"graines enrobées",1000.00,11
65,256,300.00,,2014-02-01,17,"056152BG",97.29,10.00,1,1,"graines",1000.00,11
66,261,250.00,,2014-02-01,17,"001039NG",431.80,10.00,1,1,"graines",1000.00,11
67,263,100.00,,2014-02-01,4,,27.00,10.00,1,1,"kg",20.00,13
68,266,20.00,,2014-02-01,17,"006011BS",50.38,10.00,1,1,"g",10.00,14
69,267,250.00,,2014-02-01,10,"0627",246.00,10.00,1,1,"graines",1000.00,14
70,268,50.00,,2014-02-01,17,"043003BS",673.98,10.00,1,1,"g",1000.00,14
71,270,10000.00,,2014-02-01,17,"044092NK",620.00,10.00,1,1,"graines",250000.0,14
72,271,30000.00,,2014-02-01,17,"044052NK",405.00,10.00,1,1,"graines",250000.0,14
73,273,15000.00,,2014-02-01,17,"0460041NE",439.00,10.00,1,1,"graines enrobées",100000.0,14
74,274,2000.00,,2014-02-01,17,"026051NG",124.90,10.00,1,1,"graines",1000.00,14
75,275,75000.00,,2014-02-01,17,"005048BK",133.29,10.00,1,1,"mille graines",100000.0,14
76,277,5000.00,,2014-02-01,17,"039133BE",19.83,10.00,1,1,"graines enrobées",1000.00,11
77,278,5000.00,,2014-02-01,36,"10078172",26.57,10.00,1,1,"graines",1000.00,14
78,280,5000.00,,2014-02-01,17,"039140BE",22.21,10.00,1,1,"graines enrobées",1000.00,11
79,281,5000.00,,2014-02-01,17,"039146BE",22.21,10.00,1,1,"graines enrobées",1000.00,11
80,287,5000.00,,2014-02-01,40,"455818",22.93,10.00,1,1,"graines enrobées",1000.00,11
81,289,6.00,,2014-02-01,36,"PO17",15.00,10.00,1,1,"kg",2.00,14
82,291,1000000.00,,2014-02-01,40,"449378",820.07,10.00,1,1,"graines",1000000,11
83,293,1000.00,,2014-02-01,17,"041039BS",195.33,10.00,1,1,"g",1000.00,14
84,297,200000.00,,2014-02-01,4,"68001541",18.41,10.00,1,1,"graines",25000.00,14
85,300,600.00,,2014-02-01,17,"052002BG",93.44,10.00,1,1,"graines",1000.00,14
86,305,1000000.00,,2014-02-01,15,,0.34,10.00,1,1,"graines de précision",1000.00,11
87,306,50.00,,2014-02-01,17,"054050BS",131.60,10.00,1,1,"g",1000.00,14
88,307,100.00,,2014-02-01,17,"054101NS",344.00,10.00,1,1,"g",1000.00,14
89,308,300.00,,2014-02-01,17,"056177BG",97.29,10.00,1,1,"graines ",1000.00,14
90,310,7.00,,2014-02-01,17,"053038BS",18.01,10.00,1,1,"kg",1.00,11
91,312,200000.00,,2014-02-01,17,"039152BG",1371.93,10.00,1,1,"graines",1000000,14
92,314,5000.00,,2014-02-01,4,"67015500",38.04,10.00,1,1,"graines",2500.00,14
93,316,1000.00,,2014-02-01,7,"137027",149.55,10.00,1,1,"graines",1000.00,14
94,317,1400.00,,2014-02-01,17,"049025NG",414.90,10.00,1,1,"graines",1000.00,14
95,318,10.00,,2014-02-01,17,"058071BS",5.59,10.00,1,1,"g",10.00,14
96,319,15000.00,,2014-02-01,17,"033011BG",1052.80,10.00,1,1,"graines",100000.0,14
97,320,300.00,,2014-02-01,17,"028122NG",183.20,10.00,1,1,"graines",1000.00,14
98,322,18000.00,,2014-02-01,17,"032023BE",24.44,10.00,1,1,"graines enrobées",1000.00,14
99,326,5000.00,,2014-02-01,40,"455817",23.27,10.00,1,1,"graines enrobées",1000.00,11
100,327,60.00,,2014-02-01,97,"A0046",4.40,10.00,1,1,"kg",20.00,13
101,329,250000.00,,2014-02-01,4,"68122541",25.58,10.00,1,1,"graines",25000.00,14
102,331,500.00,,2014-02-01,17,"028119BG",141.38,10.00,1,1,"graines",1000.00,14
103,332,6.00,,2014-02-01,36,"PO13",15.00,10.00,1,1,"kg",2.00,11
104,334,20000.00,,2014-02-01,4,"555125000",22.99,10.00,1,1,"graines",10000.00,14
105,337,2.00,,2014-02-01,40,"413952",24.28,10.00,1,1,"kg",1.00,14
106,338,7500.00,,2014-02-01,4,"67014500",38.04,10.00,1,1,"graines",2500.00,14
107,339,300.00,,2014-02-01,17,"056155BG",97.29,10.00,1,1,"graines",1000.00,11
108,341,200.00,,2014-02-01,97,"A0075",51.50,10.00,1,1,"kg",25.00,13
109,342,15000.00,,2014-02-01,17,"038095BE",22.56,10.00,1,1,"graines enrobées",1000.00,11
110,344,600.00,,2014-02-01,17,"052001BG",102.84,10.00,1,1,"graines",1000.00,14
111,345,200000.00,,2014-02-01,17,"039103BG",1371.93,10.00,1,1,"graines",1000000,14
112,346,10000.00,,2014-02-01,17,"040060NG",1123.00,10.00,1,1,"graines",100000.0,14
113,349,400.00,,2014-02-01,17,"028008NG",182.20,10.00,1,1,"graines",1000.00,14
114,352,300.00,,2014-02-01,17,"028087BG",130.10,10.00,1,1,"graines",1000.00,14
115,353,250.00,,2014-02-01,17,"049005BG",750.12,10.00,1,1,"graines",1000.00,14
116,355,250.00,,2014-02-01,17,"056403NG",457.00,10.00,1,1,"graines",1000.00,14
117,356,250.00,,2014-02-01,17,"028573NG",184.40,10.00,1,1,"graines",1000.00,14
118,358,300.00,,2014-02-01,17,"052007BG",92.50,10.00,1,1,"graines",1000.00,14
119,359,500.00,,2014-02-01,17,"056351NG",285.80,10.00,1,1,"graines",1000.00,11
120,362,300.00,,2014-02-01,17,"028087BG",19.55,10.00,1,1,"g",5.00,14
121,366,1500.00,,2014-02-01,17,"056164NG",211.10,10.00,1,1,"graines",1000.00,14
122,369,100.00,,2014-02-01,40,"413771",1285.26,10.00,1,1,"g",1000.00,14
123,371,300.00,,2014-02-01,17,"001312BG",70.69,10.00,1,1,"graines",1000.00,14
124,374,7500.00,,2014-02-01,4,"67016500",38.04,10.00,1,1,"graines de précision",2500.00,11
125,375,10000.00,,2014-02-01,17,"030004NG",594.50,10.00,1,1,"graines",100000.0,14
126,376,200000.00,,2014-02-01,4,"68186540",30.69,10.00,1,1,"graines",25000.00,11
127,377,200000.00,,2014-02-01,4,"68915540",23.34,10.00,1,1,"graines",25000.00,14
128,380,2700.00,,2014-02-01,24,"112ST",391.00,10.00,1,1,"kg",1000.00,3
129,381,500.00,,2014-02-01,97,"A0064",51.50,10.00,1,1,"kg",25.00,13
130,383,400.00,,2014-02-01,97,"A0031",42.50,10.00,1,1,"kg",25.00,13
131,388,2500.00,,2014-02-01,36,"10078175",26.57,10.00,1,1,"unité",2500.00,14
132,389,1000000.00,,2014-02-01,10,"0962B",0.66,10.00,1,1,"graines",10000.00,14
133,390,1.00,,2014-02-01,10,"0380B",36.30,10.00,1,1,"kg",1.00,14
134,393,150.00,,2014-02-01,17,"618002B",64.63,10.00,1,1,"minimotte(s)",150.00,15
135,399,150.00,,2014-02-01,17,"618003B",81.17,10.00,1,1,"minimotte(s)",150.00,15
136,401,150.00,,2014-02-01,17,"618018B",69.63,10.00,1,1,"minimotte(s)",150.00,15
137,414,7.00,,2014-02-01,15,,9.21,10.00,1,1,"kg",1.00,14
138,467,5000.00,,2014-02-01,40,"454188",19.79,10.00,1,1,"graines enrobées",1000.00,14
139,219,200000.00,,2014-09-15,17,"030097BG",727.56,10.00,1,1,"graines",1000000,14
140,225,5000.00,,2014-09-15,40,"459129",22.74,10.00,1,1,"graines enrobées",1000.00,11
142,293,1000.00,,2014-09-15,17,"041039BS",156.28,10.00,1,1,"g",1000.00,14
329,486,0.50,,2014-12-09,125,,18.01,0.00,1,1,"kg",6.00,18
330,492,7.20,,2014-12-09,125,,23.13,0.00,1,1,"kg",18.50,18
331,509,2.62,,2014-12-09,125,,11.28,0.00,1,1,"kg",6.00,18
332,511,7.00,,2014-12-09,125,,31.90,0.00,1,1,"kg",10.00,18
333,575,10.20,,2014-12-09,125,,16.80,0.00,1,1,"kg",10.00,18
334,620,9.95,,2014-12-09,125,,24.00,0.00,1,1,"kg",13.00,18
335,697,5.30,,2014-12-09,125,,24.24,5.00,1,1,"kg",12.00,18
531,482,108.00,,2014-12-16,125,,35.40,0.00,1,1,"kg",12.00,18
532,492,92.50,,2014-12-16,125,,23.13,0.00,1,1,"kg",18.50,18
533,509,36.00,,2014-12-16,125,,11.28,0.00,1,1,"kg",6.00,18
534,511,60.00,,2014-12-16,125,,31.90,0.00,1,1,"kg",10.00,18
535,552,28.00,,2014-12-16,125,,19.03,0.00,1,1,"kg",5.30,18
536,611,32.00,,2014-12-16,125,,40.00,0.00,1,1,"kg",16.00,18
537,634,26.00,,2014-12-16,125,,25.87,0.00,1,1,"kg",13.00,18
539,689,15.00,,2014-12-16,125,,8.80,0.00,1,1,"pièce(s)",25.00,18
540,696,10.00,,2014-12-16,125,,19.64,5.00,1,1,"kg",2.00,18
541,707,18.72,,2014-12-16,125,,9.92,5.00,1,1,"kg",2.00,18
542,583,10.00,,2014-12-16,125,,10.90,0.00,1,1,"kg",10.00,18
543,574,18.00,,2014-12-16,125,,20.00,0.00,1,1,"kg",9.00,18
544,573,20.00,,2014-12-16,125,,18.70,0.00,1,1,"kg",10.00,18
545,515,18.00,,2014-12-16,125,,13.56,0.00,1,1,"kg",6.00,18
546,536,4.00,,2014-12-16,125,,10.69,0.00,1,1,"kg",3.60,18
547,534,3.50,,2014-12-16,125,,12.17,0.00,1,1,"kg",4.70,18
548,486,12.00,,2014-12-16,125,,18.01,0.00,1,1,"kg",6.00,18
549,689,3.00,,2014-12-16,125,,8.80,0.00,1,1,"pièce(s)",25.00,18
550,474,6.00,,2014-12-16,125,,17.16,0.00,1,1,"kg",6.00,18
551,697,12.00,,2014-12-16,125,,24.24,5.00,1,1,"kg",12.00,18
554,711,10.00,,2014-12-16,125,,19.60,5.00,1,1,"kg",10.00,18
555,624,10.00,,2014-12-16,125,,17.10,0.00,1,1,"kg",10.00,18
556,618,9.00,,2014-12-16,125,,24.00,0.00,1,1,"kg",13.00,18
558,699,26.00,,2014-12-16,125,,21.45,5.00,1,1,"kg",13.00,18
560,712,6.00,,2014-12-16,125,,22.50,5.00,1,1,"kg",6.00,18
561,666,6.00,,2014-12-16,125,,22.26,0.00,1,1,"kg",6.00,18
562,481,5.00,,2014-12-16,125,,64.35,0.00,1,1,"kg",5.00,18
563,692,20.00,,2014-12-16,125,,35.64,5.00,1,1,"pièce(s)",12.00,18
564,498,2.50,,2014-12-16,125,,10.85,0.00,1,1,"kg",2.50,18
565,474,6.00,,2014-12-11,125,,17.16,0.00,1,1,"kg",6.00,18
566,486,18.00,,2014-12-11,125,,18.01,0.00,1,1,"kg",6.00,18
567,492,74.00,,2014-12-11,125,,23.13,0.00,1,1,"kg",18.50,18
568,509,30.00,,2014-12-11,125,,11.28,0.00,1,1,"kg",6.00,18
569,511,60.00,,2014-12-11,125,,31.90,0.00,1,1,"kg",10.00,18
570,536,20.00,,2014-12-11,125,,10.69,0.00,1,1,"kg",3.60,18
571,574,27.00,,2014-12-11,125,,20.00,0.00,1,1,"kg",9.00,18
572,575,20.00,,2014-12-11,125,,16.80,0.00,1,1,"kg",10.00,18
573,620,39.00,,2014-12-11,125,,24.00,0.00,1,1,"kg",13.00,18
575,691,32.00,,2014-12-11,125,,18.96,0.00,1,1,"kg",8.00,18
576,697,24.00,,2014-12-11,125,,24.24,5.00,1,1,"kg",12.00,18
577,583,40.00,,2014-12-11,125,,10.90,0.00,1,1,"kg",10.00,18
578,508,4.00,,2014-12-11,125,,0.00,0.00,1,1,"kg",4.00,18
579,515,18.00,,2014-12-11,125,,13.56,0.00,1,1,"kg",6.00,18
580,514,28.00,,2014-12-11,125,,20.69,0.00,1,1,"kg",10.50,18
582,707,4.00,,2014-12-11,125,,9.92,5.00,1,1,"kg",2.00,18
583,482,24.00,,2014-12-11,125,,35.40,0.00,1,1,"kg",12.00,18
584,533,2.00,,2014-12-11,125,,18.94,0.00,1,1,"kg",2.00,18
585,552,4.00,,2014-12-11,125,,19.03,0.00,1,1,"kg",5.30,18
586,689,125.00,,2014-12-11,125,,8.80,0.00,1,1,"pièce(s)",25.00,18
587,711,20.00,,2014-12-11,125,,19.60,5.00,1,1,"kg",10.00,18
588,699,13.00,,2014-12-11,125,,21.45,5.00,1,1,"kg",13.00,18
589,638,13.00,,2014-12-11,125,,24.70,0.00,1,1,"kg",13.00,18
590,624,10.00,,2014-12-11,125,,17.10,0.00,1,1,"kg",10.00,18
591,618,9.00,,2014-12-11,125,,24.00,0.00,1,1,"kg",13.00,18
592,634,13.00,,2014-12-11,125,,25.87,0.00,1,1,"kg",13.00,18
593,712,6.00,,2014-12-11,125,,22.50,5.00,1,1,"kg",6.00,18
594,522,5.00,,2014-12-11,125,,28.80,0.00,1,1,,5.00,18
595,528,6.00,,2014-12-11,125,,0.00,0.00,1,1,"kg",6.00,18
596,661,2.50,,2014-12-11,125,,16.38,0.00,1,1,"kg",2.50,18
597,225,5000.00,,2014-12-02,40,"459129",22.74,10.00,1,1,"graines enrobées",1000.00,11
600,709,5000.00,,2014-12-02,40,"471331",21.92,5.00,1,1,"graines enrobées",1000.00,11
603,146,300.00,,2015-01-18,17,"56154BG",97.29,10.00,1,1,"graines",1000.00,14
604,154,150000.00,,2015-01-18,17,"050050BG",317.58,10.00,1,1,"graines",100000.0,14
605,156,100000.00,,2015-01-18,17,"050030BG",315.93,10.00,1,1,"graines",100000.0,14
606,159,250.00,,2015-01-18,17,"049144BG",605.36,10.00,1,1,"graines",1000.00,14
607,157,250.00,,2015-01-18,17,"049145BG",605.36,10.00,1,1,"graines",1000.00,14
608,165,150.00,,2015-01-18,17,"028566BG",172.21,10.00,1,1,"graines",1000.00,14
609,168,15.00,,2015-01-18,17,"E76700",14.52,10.00,1,1,"g",10.00,14
610,177,150.00,,2015-01-18,17,"028098NG",180.00,10.00,1,1,"graines",1000.00,14
611,178,1500.00,,2015-01-18,7,"201463",315.00,10.00,1,1,"graines",1000.00,14
612,183,2600.00,,2015-01-18,15,,101.52,10.00,1,1,"graines",1000.00,14
614,193,7500.00,,2015-01-18,17,"019001NK",198.20,10.00,1,1,"graines",10000.00,14
615,207,150.00,,2015-01-18,17,"043021NS",2.94,10.00,1,1,"g",10.00,14
616,201,5000.00,,2015-01-18,36,,54.74,10.00,1,1,"graines",1000.00,14
617,211,7500.00,,2015-01-18,36,"10076888",54.74,10.00,1,1,"graines",1000.00,14
618,213,80.00,,2015-01-18,17,"025500BS",8.82,10.00,1,1,"g",10.00,14
619,215,100.00,,2015-01-18,17,"056370NG",313.80,10.00,1,1,"graines",1000.00,14
622,222,5000.00,,2015-01-18,36,"10078310",48.00,10.00,1,1,"graines",2500.00,11
623,224,7.00,,2015-01-18,15,,26.13,10.00,1,1,"kg",1.00,14
624,98,10000.00,,2015-01-18,17,"038014BE",22.56,10.00,1,1,"graines enrobées",1000.00,11
626,226,200.00,,2015-01-18,17,"052005NG",93.00,10.00,1,1,"graines",1000.00,14
628,236,500000.00,,2015-01-18,40,"445132",710.85,10.00,1,1,"graines de précision",1000000,11
629,244,600.00,,2015-01-18,17,"056348BG",195.90,10.00,1,1,"graines",1000.00,14
630,252,5.00,,2015-01-18,40,"452050",26.32,10.00,1,1,"kg",1.00,14
631,253,300.00,,2015-01-18,17,"049039NG",226.60,10.00,1,1,"graines",1000.00,14
632,256,300.00,,2015-01-18,17,"056152BG",97.29,10.00,1,1,"graines",1000.00,11
634,266,20.00,,2015-01-18,17,"006011BS",50.38,10.00,1,1,"g",10.00,14
635,273,40000.00,,2015-01-18,17,"0460041NE",439.00,10.00,1,1,"graines enrobées",100000.0,14
636,274,2600.00,,2015-01-18,17,"026051NG",124.90,10.00,1,1,"graines",1000.00,14
637,289,6.00,,2015-01-18,36,"PO17",15.00,10.00,1,1,"kg",2.00,14
639,278,2500.00,,2015-01-18,36,"10078172",26.57,10.00,1,1,"graines",1000.00,14
640,280,5000.00,,2015-01-18,17,"039140BE",22.21,10.00,1,1,"graines enrobées",1000.00,11
641,281,5000.00,,2015-01-18,17,"039146BE",22.21,10.00,1,1,"graines enrobées",1000.00,11
642,206,7000.00,,2015-01-18,4,"24017500",29.18,10.00,1,1,"graines",1000.00,14
644,291,800000.00,,2015-01-18,40,"449378",820.07,10.00,1,1,"graines",1000000,11
646,191,30000.00,,2015-01-18,17,"011023BK",444.43,10.00,1,1,"graines",100000.0,14
649,308,300.00,,2015-01-18,17,"056177BG",97.29,10.00,1,1,"graines ",1000.00,14
650,342,15000.00,,2015-01-18,17,"038095BE",22.56,10.00,1,1,"graines enrobées",1000.00,11
652,316,5000.00,,2015-01-18,7,"137027",149.55,10.00,1,1,"graines",1000.00,14
653,317,1600.00,,2015-01-18,17,"049025NG",414.90,10.00,1,1,"graines",1000.00,14
655,332,5.00,,2015-01-18,36,"PO13",15.00,10.00,1,1,"kg",2.00,11
656,322,10000.00,,2015-01-18,17,"032023BE",24.44,10.00,1,1,"graines enrobées",1000.00,14
658,337,4.00,,2015-01-18,40,"413952",24.28,10.00,1,1,"kg",1.00,14
661,346,10000.00,,2015-01-18,17,"040060NG",1123.00,10.00,1,1,"graines",100000.0,14
662,349,250.00,,2015-01-18,17,"028008NG",182.20,10.00,1,1,"graines",1000.00,14
663,352,100.00,,2015-01-18,17,"028087BG",130.10,10.00,1,1,"graines",1000.00,14
664,353,300.00,,2015-01-18,17,"049005BG",750.12,10.00,1,1,"graines",1000.00,14
666,356,250.00,,2015-01-18,17,"028573NG",184.40,10.00,1,1,"graines",1000.00,14
667,155,84000.00,,2015-01-18,17,"050051BG",315.93,10.00,1,1,"graines",100000.0,14
668,271,60000.00,,2015-01-18,17,"044052NK",405.00,10.00,1,1,"graines",250000.0,14
670,366,1000.00,,2015-01-18,17,"056164NG",211.10,10.00,1,1,"graines",1000.00,14
671,358,400.00,,2015-01-18,17,"052007BG",92.50,10.00,1,1,"graines",1000.00,14
673,371,300.00,,2015-01-18,17,"001312BG",70.69,10.00,1,1,"graines",1000.00,14
756,482,24.00,,2015-01-15,125,,35.40,5.00,1,1,"kg",12.00,18
757,486,24.00,,2015-01-13,125,,12.72,5.00,1,1,"kg",6.00,18
758,493,111.00,,2015-01-15,125,,25.90,5.00,1,1,"kg",18.50,18
759,506,36.00,,2015-01-13,125,,9.06,5.00,1,1,"kg",6.00,18
760,511,60.00,,2015-01-13,125,,31.20,5.00,1,1,"kg",10.00,18
761,513,30.00,,2015-01-15,125,,9.06,5.00,1,1,"kg",6.00,18
762,514,21.00,,2015-01-15,125,,12.95,5.00,1,1,"kg",7.00,18
763,536,4.00,,2015-01-15,125,,13.88,5.00,1,1,"kg",4.00,18
764,538,18.00,,2015-01-15,125,,14.22,5.00,1,1,"kg",6.00,18
765,539,92.00,,2015-01-13,125,,8.55,5.00,1,1,"pièce(s)",23.00,18
766,544,6.00,,2015-01-15,125,,32.22,5.00,1,1,"kg",6.00,18
767,570,11.00,,2015-01-15,125,,17.82,5.00,1,1,"kg",,18
768,571,10.00,,2015-01-15,125,,12.00,5.00,1,1,"kg",10.00,18
769,574,45.00,,2015-01-15,125,,10.89,5.00,1,1,"kg",9.00,18
771,584,45.00,,2015-01-15,125,,9.90,5.00,1,1,"kg",10.00,18
773,620,22.95,,2015-01-13,125,,24.00,5.00,1,1,"kg",13.00,18
774,624,10.00,,2015-01-15,125,,17.10,5.00,1,1,"kg",10.00,18
775,688,13.00,,2015-01-15,125,,21.45,5.00,1,1,"kg",13.00,18
776,690,8.00,,2015-01-15,125,,18.96,5.00,1,1,"kg",8.00,18
777,691,40.00,,2015-01-15,125,,20.00,5.00,1,1,"kg",8.00,18
778,697,24.00,,2015-01-15,125,,24.24,5.00,1,1,"kg",12.00,18
779,698,26.00,,2015-01-15,125,,23.94,5.00,1,1,"kg",14.00,18
780,699,52.00,,2015-01-15,125,,21.45,5.00,1,1,"kg",13.00,18
781,720,8.00,,2015-01-13,125,,20.96,5.00,1,1,"kg",8.00,18
782,724,26.00,,2015-01-15,125,,22.23,5.00,1,1,"kg",13.00,18
783,742,10.00,,2015-01-15,125,,16.80,5.00,1,1,"kg",10.00,18
801,482,2.00,,2015-01-22,125,,35.40,5.00,1,1,"kg",12.00,18
802,486,2.40,,2015-01-22,125,,12.72,5.00,1,1,"kg",6.00,18
803,493,19.90,,2015-01-22,125,,27.20,5.00,1,1,"kg",18.50,18
804,511,14.40,,2015-01-22,125,,31.20,5.00,1,1,"kg",10.00,18
805,583,19.90,,2015-01-22,125,,7.83,5.00,1,1,"kg",10.00,18
806,612,18.80,,2015-01-22,125,,12.24,5.00,1,1,"kg",8.00,18
807,698,16.90,,2015-01-22,125,,23.94,5.00,1,1,"kg",14.00,18
808,720,13.95,,2015-01-22,125,,20.96,5.00,1,1,"kg",8.00,18
811,217,5000.00,,2015-02-01,17,"039162BE",21.77,10.00,1,1,"graines enrobées",1000.00,11
812,205,5000.00,,2015-02-01,4,"24003501",40.24,10.00,1,1,"graines",2500.00,14
813,175,3000.00,,2015-02-01,4,"30046500",31.82,10.00,1,1,"graines",1000.00,11
814,176,4000.00,,2015-02-01,4,"31019500",31.82,10.00,1,1,"graines",1000.00,14
818,147,300.00,,2015-02-01,17,"056156BG",97.29,10.00,1,1,"graines",1000.00,14
819,166,10.00,,2015-02-01,15,,22.62,10.00,1,1,"g",5.00,14
820,318,10.00,,2015-02-01,17,"058071BS",5.59,10.00,1,1,"g",10.00,14
821,144,20.00,,2015-02-01,4,,41.00,10.00,1,1,"kg",20.00,13
822,263,80.00,,2015-02-01,4,,27.00,10.00,1,1,"kg",20.00,13
825,310,7.00,,2015-02-01,17,"053038BS",18.01,10.00,1,1,"kg",1.00,11
925,303,50000.00,,2015-02-19,4,,41.00,10.00,1,1,"graines",25000.00,14
931,414,7.00,,2015-02-19,15,,9.21,10.00,1,1,"kg",1.00,14
