"N°Achat","Code Veg Achat","Qtte Achat","Qtte initiale Achat","Date livraison Achat","N°Fournisseur végétal Achat","Réf Fournisseur végétal Achat","Tarif Fournisseur végétal Achat","TVA Fournisseur végétal Achat","Commandé","Livré","Unité Achat","Unité par contenant Achat","N°Contenant Achat"
13056,720,26.00,27.30,2019-02-28,125,,20.96,5.00,1,1,"kg",8.00,18
13057,767,30.00,31.50,2019-02-28,125,,13.70,5.00,1,1,"kg",10.00,18
13058,771,40.00,42.00,2019-02-28,125,,18.10,5.00,1,1,"kg",10.00,18
13059,849,39.00,27.30,2019-02-28,125,,36.40,5.00,1,1,"kg",13.00,18
13061,895,99.00,96.60,2019-02-28,125,,19.60,5.00,1,1,"pièce(s)",10.00,18
13063,486,48.00,21.21,2019-03-05,125,,12.72,5.00,1,1,"kg",6.00,18
13064,491,111.00,29.40,2019-03-05,125,,26.27,5.00,1,1,"kg",18.50,18
13066,538,6.00,16.90,2019-03-05,125,,14.22,5.00,1,1,"kg",6.00,18
13067,614,40.00,60.48,2019-03-05,125,,18.20,5.00,1,1,"kg",10.00,18
13068,767,50.00,57.22,2019-03-05,125,,13.70,5.00,1,1,"kg",10.00,18
13071,991,70.00,61.50,2019-03-05,125,,24.20,5.00,1,1,"kg",10.00,18
13072,486,24.00,21.21,2019-03-05,125,,12.72,5.00,1,1,"kg",6.00,18
13073,491,37.00,29.40,2019-03-05,125,,26.27,5.00,1,1,"kg",18.50,18
13074,506,6.00,1.68,2019-03-05,125,,8.70,5.00,1,1,"kg",6.00,18
13075,538,18.00,16.90,2019-03-05,125,,14.22,5.00,1,1,"kg",6.00,18
13076,614,70.00,60.48,2019-03-05,125,,18.20,5.00,1,1,"kg",10.00,18
13077,767,60.00,57.22,2019-03-05,125,,13.70,5.00,1,1,"kg",10.00,18
13078,769,12.00,10.50,2019-03-05,125,,12.12,5.00,1,1,"unité",12.00,18
13079,970,78.00,68.35,2019-03-05,125,,24.70,5.00,1,1,"kg",13.00,18
13080,991,70.00,61.50,2019-03-05,125,,24.20,5.00,1,1,"kg",10.00,18
13081,486,48.00,42.00,2019-03-07,125,,12.72,5.00,1,1,"kg",6.00,18
13082,491,129.50,116.55,2019-03-07,125,,26.27,5.00,1,1,"kg",18.50,18
13083,504,48.00,47.25,2019-03-07,125,,12.48,5.00,1,1,"kg",8.00,18
13084,506,24.00,25.20,2019-03-07,125,,8.70,5.00,1,1,"kg",6.00,18
13085,513,42.00,42.00,2019-03-07,125,,11.28,5.00,1,1,"kg",6.00,18
13086,534,12.00,12.60,2019-03-07,125,,12.15,5.00,1,1,"kg",3.50,18
13087,538,30.00,26.25,2019-03-07,125,,14.22,5.00,1,1,"kg",6.00,18
13088,548,4.00,4.20,2019-03-07,125,,14.60,5.00,1,1,"kg",4.00,18
13089,578,48.00,42.00,2019-03-07,125,,14.88,5.00,1,1,"kg",10.00,18
13090,584,50.00,52.50,2019-03-07,125,,8.46,5.00,1,1,"kg",9.00,18
13091,614,30.00,21.00,2019-03-07,125,,18.20,5.00,1,1,"kg",10.00,18
13092,708,6.00,6.30,2019-03-07,125,,15.60,5.00,1,1,"kg",4.00,18
13093,720,32.00,27.30,2019-03-07,125,,20.96,5.00,1,1,"kg",8.00,18
13094,767,30.00,31.50,2019-03-07,125,,13.70,5.00,1,1,"kg",10.00,18
13095,771,40.00,42.00,2019-03-07,125,,18.10,5.00,1,1,"kg",10.00,18
13096,849,52.00,42.00,2019-03-07,125,,36.40,5.00,1,1,"kg",13.00,18
13098,895,20.00,25.20,2019-03-07,125,,19.60,5.00,1,1,"pièce(s)",10.00,18
13099,486,24.00,20.16,2019-03-07,125,,12.72,5.00,1,1,"kg",6.00,18
13100,491,37.00,27.09,2019-03-07,125,,26.27,5.00,1,1,"kg",18.50,18
13101,506,6.00,2.01,2019-03-07,125,,8.70,5.00,1,1,"kg",6.00,18
13102,538,18.00,16.27,2019-03-07,125,,14.22,5.00,1,1,"kg",6.00,18
13103,614,60.00,56.70,2019-03-07,125,,18.20,5.00,1,1,"kg",10.00,18
13104,767,60.00,54.07,2019-03-07,125,,13.70,5.00,1,1,"kg",10.00,18
13105,769,24.00,12.60,2019-03-07,125,,12.12,5.00,1,1,"unité",12.00,18
13106,970,65.00,64.78,2019-03-07,125,,24.70,5.00,1,1,"kg",13.00,18
13107,991,60.00,58.19,2019-03-07,125,,24.20,5.00,1,1,"kg",10.00,18
13109,491,74.00,76.44,2019-03-12,125,,26.27,5.00,1,1,"kg",18.50,18
13113,584,50.00,68.04,2019-03-12,125,,8.46,5.00,1,1,"kg",9.00,18
13117,991,30.00,30.87,2019-03-12,125,,24.20,5.00,1,1,"kg",10.00,18
13118,486,18.00,12.91,2019-03-14,125,,12.72,5.00,1,1,"kg",6.00,18
13119,491,55.50,47.88,2019-03-14,125,,26.27,5.00,1,1,"kg",18.50,18
13120,506,6.00,1.41,2019-03-14,125,,8.70,5.00,1,1,"kg",6.00,18
13121,515,6.00,5.67,2019-03-14,125,,9.42,5.00,1,1,"kg",6.00,18
13122,538,24.00,20.10,2019-03-14,125,,14.22,5.00,1,1,"kg",6.00,18
13123,584,45.00,42.84,2019-03-14,125,,8.46,5.00,1,1,"kg",9.00,18
13124,614,30.00,20.79,2019-03-14,125,,18.20,5.00,1,1,"kg",10.00,18
13125,769,12.00,9.45,2019-03-14,125,,12.12,5.00,1,1,"unité",12.00,18
13126,970,52.00,48.35,2019-03-14,125,,24.70,5.00,1,1,"kg",13.00,18
13127,991,30.00,20.16,2019-03-14,125,,24.20,5.00,1,1,"kg",10.00,18
13164,486,54.00,50.50,2019-03-14,125,,12.72,5.00,1,1,"kg",6.00,18
13165,491,166.50,163.59,2019-03-14,125,,26.27,5.00,1,1,"kg",18.50,18
13166,504,18.00,12.60,2019-03-14,125,,12.48,5.00,1,1,"kg",8.00,18
13169,538,12.00,19.74,2019-03-14,125,,14.22,5.00,1,1,"kg",6.00,18
13170,546,30.00,31.50,2019-03-14,125,,12.95,5.00,1,1,"kg",7.00,18
13171,571,30.00,31.50,2019-03-14,125,,14.30,5.00,1,1,"kg",10.00,18
13172,578,30.00,31.50,2019-03-14,125,,14.88,5.00,1,1,"kg",10.00,18
13173,584,100.00,94.60,2019-03-14,125,,8.46,5.00,1,1,"kg",9.00,18
13174,614,30.00,30.97,2019-03-14,125,,18.20,5.00,1,1,"kg",10.00,18
13175,697,12.00,12.60,2019-03-14,125,,26.52,5.00,1,1,"kg",12.00,18
13176,767,10.00,10.50,2019-03-14,125,,13.70,5.00,1,1,"kg",10.00,18
13177,769,24.00,9.45,2019-03-14,125,,12.12,5.00,1,1,"unité",12.00,18
13178,849,65.00,,2019-03-14,125,,36.40,5.00,1,1,"kg",13.00,18
13179,895,20.00,21.00,2019-03-14,125,,19.60,5.00,1,1,"pièce(s)",10.00,18
13181,991,40.00,40.53,2019-03-14,125,,24.20,5.00,1,1,"kg",10.00,18
13182,486,12.00,3.15,2019-03-19,125,,12.72,5.00,1,1,"kg",6.00,18
13183,491,111.00,61.95,2019-03-19,125,,26.27,5.00,1,1,"kg",18.50,18
13184,504,16.00,14.96,2019-03-19,125,,12.48,5.00,1,1,"kg",8.00,18
13185,538,30.00,21.73,2019-03-19,125,,14.22,5.00,1,1,"kg",6.00,18
13186,546,42.00,22.99,2019-03-19,125,,12.95,5.00,1,1,"kg",7.00,18
13187,567,10.00,2.10,2019-03-19,125,,18.85,5.00,1,1,"kg",5.00,18
13188,614,20.00,14.49,2019-03-19,125,,18.20,5.00,1,1,"kg",10.00,18
13189,771,100.00,69.82,2019-03-19,125,,18.10,5.00,1,1,"kg",10.00,18
13190,970,91.00,79.41,2019-03-19,125,,24.70,5.00,1,1,"kg",13.00,18
13191,991,80.00,60.90,2019-03-19,125,,24.20,5.00,1,1,"kg",10.00,18
13192,486,6.00,2.83,2019-03-21,125,,12.72,5.00,1,1,"kg",6.00,18
13193,491,55.50,53.55,2019-03-21,125,,26.27,5.00,1,1,"kg",18.50,18
13194,504,16.00,12.91,2019-03-21,125,,12.48,5.00,1,1,"kg",8.00,18
13195,538,24.00,18.82,2019-03-21,125,,14.22,5.00,1,1,"kg",6.00,18
13196,546,21.00,19.26,2019-03-21,125,,12.95,5.00,1,1,"kg",7.00,18
13197,567,5.00,1.89,2019-03-21,125,,18.85,5.00,1,1,"kg",5.00,18
13198,614,20.00,11.97,2019-03-21,125,,18.20,5.00,1,1,"kg",10.00,18
13199,771,70.00,60.27,2019-03-21,125,,18.10,5.00,1,1,"kg",10.00,18
13200,970,78.00,68.42,2019-03-21,125,,24.70,5.00,1,1,"kg",13.00,18
13201,991,60.00,52.60,2019-03-21,125,,24.20,5.00,1,1,"kg",10.00,18
13202,482,12.00,12.60,2019-03-21,125,,35.40,5.00,1,1,"kg",12.00,18
13203,486,42.00,40.63,2019-03-21,125,,12.72,5.00,1,1,"kg",6.00,18
13204,491,166.50,150.67,2019-03-21,125,,26.27,5.00,1,1,"kg",18.50,18
13205,504,48.00,44.41,2019-03-21,125,,12.48,5.00,1,1,"kg",8.00,18
13206,538,54.00,18.82,2019-03-21,125,,14.22,5.00,1,1,"kg",6.00,18
13207,546,54.00,50.76,2019-03-21,125,,12.95,5.00,1,1,"kg",7.00,18
13208,567,5.00,1.89,2019-03-21,125,,18.85,5.00,1,1,"kg",5.00,18
13210,578,30.00,31.50,2019-03-21,125,,14.88,5.00,1,1,"kg",10.00,18
13211,584,54.00,52.50,2019-03-21,125,,8.46,5.00,1,1,"kg",9.00,18
13212,614,20.00,22.47,2019-03-21,125,,18.20,5.00,1,1,"kg",10.00,18
13213,697,10.00,12.60,2019-03-21,125,,26.52,5.00,1,1,"kg",12.00,18
13214,767,30.00,31.50,2019-03-21,125,,13.70,5.00,1,1,"kg",10.00,18
13215,771,100.00,60.27,2019-03-21,125,,18.10,5.00,1,1,"kg",10.00,18
13217,856,2.00,2.10,2019-03-21,125,,26.30,5.00,1,1,"kg",2.00,18
13218,895,10.00,9.45,2019-03-21,125,,19.60,5.00,1,1,"pièce(s)",10.00,18
13219,970,78.00,68.42,2019-03-21,125,,24.70,5.00,1,1,"kg",13.00,18
13220,991,80.00,73.60,2019-03-21,125,,24.20,5.00,1,1,"kg",10.00,18
13221,916,400.00,,2019-04-01,15,,33.00,5.00,1,1,"graines",100.00,14
13223,486,24.00,8.82,2019-03-26,125,,12.72,5.00,1,1,"kg",6.00,18
13224,491,148.00,61.74,2019-03-26,125,,26.27,5.00,1,1,"kg",18.50,18
13225,504,16.00,13.23,2019-03-26,125,,12.48,5.00,1,1,"kg",8.00,18
13226,538,24.00,21.38,2019-03-26,125,,14.22,5.00,1,1,"kg",6.00,18
13227,550,4.00,1.89,2019-03-26,125,,42.50,5.00,1,1,"kg",4.00,18
13229,584,80.00,54.81,2019-03-26,125,,8.46,5.00,1,1,"kg",9.00,18
13230,769,12.00,9.45,2019-03-26,125,,12.12,5.00,1,1,"unité",12.00,18
13231,895,60.00,88.20,2019-03-26,125,,19.60,5.00,1,1,"pièce(s)",10.00,18
13232,970,65.00,54.81,2019-03-26,125,,24.70,5.00,1,1,"kg",13.00,18
13233,991,10.00,7.56,2019-03-26,125,,24.20,5.00,1,1,"kg",10.00,18
13234,482,12.00,12.60,2019-03-28,125,,35.40,5.00,1,1,"kg",12.00,18
13235,486,42.00,37.38,2019-03-28,125,,12.72,5.00,1,1,"kg",6.00,18
13236,491,166.50,156.24,2019-03-28,125,,26.27,5.00,1,1,"kg",18.50,18
13237,504,40.00,35.80,2019-03-28,125,,12.48,5.00,1,1,"kg",8.00,18
13239,538,48.00,45.32,2019-03-28,125,,14.22,5.00,1,1,"kg",6.00,18
13240,544,5.00,1.24,2019-03-28,125,,26.95,5.00,1,1,"kg",5.00,18
13241,546,42.00,42.00,2019-03-28,125,,12.95,5.00,1,1,"kg",7.00,18
13243,571,50.00,42.00,2019-03-28,125,,14.30,5.00,1,1,"kg",10.00,18
13244,578,60.00,52.50,2019-03-28,125,,14.88,5.00,1,1,"kg",10.00,18
13245,584,81.00,77.49,2019-03-28,125,,8.46,5.00,1,1,"kg",9.00,18
13246,609,10.00,10.50,2019-03-28,125,,22.14,5.00,1,1,"kg",9.00,18
13247,614,10.00,10.50,2019-03-28,125,,18.20,5.00,1,1,"kg",10.00,18
13248,725,4.00,4.20,2019-03-28,125,,31.96,5.00,1,1,"kg",4.00,18
13249,767,30.00,31.50,2019-03-28,125,,13.70,5.00,1,1,"kg",10.00,18
13250,769,12.00,7.35,2019-03-28,125,,12.12,5.00,1,1,"unité",12.00,18
13251,849,117.00,105.00,2019-03-28,125,,36.40,5.00,1,1,"kg",13.00,18
13252,856,4.00,2.10,2019-03-28,125,,26.30,5.00,1,1,"kg",2.00,18
13253,895,60.00,56.70,2019-03-28,125,,19.60,5.00,1,1,"pièce(s)",10.00,18
13254,970,39.00,35.49,2019-03-28,125,,24.70,5.00,1,1,"kg",13.00,18
13255,991,30.00,26.88,2019-03-28,125,,24.20,5.00,1,1,"kg",10.00,18
13256,486,30.00,25.83,2019-04-02,125,,12.72,5.00,1,1,"kg",6.00,18
13257,491,74.00,75.60,2019-04-02,125,,26.27,5.00,1,1,"kg",18.50,18
13258,504,8.00,7.24,2019-04-02,125,,12.48,5.00,1,1,"kg",8.00,18
13259,538,30.00,22.99,2019-04-02,125,,14.22,5.00,1,1,"kg",6.00,18
13260,544,5.00,1.26,2019-04-02,125,,26.95,5.00,1,1,"kg",5.00,18
13261,609,72.00,64.05,2019-04-02,125,,22.14,5.00,1,1,"kg",9.00,18
13263,546,30.00,52.50,2019-04-02,125,,12.95,5.00,1,1,"kg",8.00,18
13264,771,20.00,31.08,2019-04-02,125,,18.10,5.00,1,1,"kg",10.00,18
13265,970,78.00,75.60,2019-04-02,125,,24.70,5.00,1,1,"kg",13.00,18
13266,486,54.00,48.61,2019-04-02,125,,12.72,5.00,1,1,"kg",6.00,18
13267,491,148.00,142.17,2019-04-02,125,,26.27,5.00,1,1,"kg",18.50,18
13268,504,16.00,13.70,2019-04-02,125,,12.48,5.00,1,1,"kg",8.00,18
13269,538,48.00,43.24,2019-04-02,125,,14.22,5.00,1,1,"kg",6.00,18
13270,544,5.00,2.39,2019-04-02,125,,26.95,5.00,1,1,"kg",5.00,18
13271,578,40.00,31.08,2019-04-02,125,,14.88,5.00,1,1,"kg",10.00,18
13272,609,126.00,120.43,2019-04-02,125,,22.14,5.00,1,1,"kg",9.00,18
13273,614,20.00,11.97,2019-04-02,125,,18.20,5.00,1,1,"kg",10.00,18
13274,768,104.00,98.70,2019-04-02,125,,12.96,5.00,1,1,"kg",8.00,18
13275,771,30.00,27.72,2019-04-04,125,,18.10,5.00,1,1,"kg",10.00,18
13276,970,143.00,142.17,2019-04-02,125,,24.70,5.00,1,1,"kg",13.00,18
13277,486,60.00,54.07,2019-04-04,125,,12.72,5.00,1,1,"kg",6.00,18
13278,491,185.00,182.38,2019-04-04,125,,26.27,5.00,1,1,"kg",18.50,18
13279,504,40.00,37.95,2019-04-04,125,,12.48,5.00,1,1,"kg",8.00,18
13280,534,14.00,12.60,2019-04-04,125,,12.15,5.00,1,1,"kg",3.50,18
13281,538,50.00,51.53,2019-04-04,125,,14.22,5.00,1,1,"kg",6.00,18
13282,544,5.00,1.13,2019-04-04,125,,26.95,5.00,1,1,"kg",5.00,18
13283,546,35.00,31.50,2019-04-04,125,,12.95,5.00,1,1,"kg",7.00,18
13284,571,30.00,31.50,2019-04-04,125,,14.30,5.00,1,1,"kg",10.00,18
13285,578,30.00,31.50,2019-04-04,125,,14.88,5.00,1,1,"kg",10.00,18
13286,584,40.00,31.50,2019-04-04,125,,8.46,5.00,1,1,"kg",9.00,18
13287,609,65.00,66.25,2019-04-04,125,,22.14,5.00,1,1,"kg",9.00,18
13288,614,20.00,16.17,2019-04-04,125,,18.20,5.00,1,1,"kg",10.00,18
13289,725,8.00,4.20,2019-04-04,125,,31.96,5.00,1,1,"kg",4.00,18
13290,767,30.00,31.50,2019-04-04,125,,13.70,5.00,1,1,"kg",10.00,18
13291,768,48.00,45.67,2019-04-04,125,,12.96,5.00,1,1,"kg",8.00,18
13292,771,30.00,27.72,2019-04-04,125,,18.10,5.00,1,1,"kg",10.00,18
13293,849,143.00,134.40,2019-04-04,125,,36.40,5.00,1,1,"kg",13.00,18
13294,856,2.00,2.10,2019-04-04,125,,26.30,5.00,1,1,"kg",2.00,18
13295,895,20.00,12.60,2019-04-04,125,,19.60,5.00,1,1,"pièce(s)",10.00,18
13296,970,78.00,65.83,2019-04-04,125,,24.70,5.00,1,1,"kg",13.00,18
13297,991,10.00,21.00,2019-04-04,125,,24.20,5.00,1,1,"kg",10.00,18
13298,486,24.00,1.68,2019-04-09,125,,12.72,5.00,1,1,"kg",6.00,18
13299,491,92.50,58.80,2019-04-09,125,,26.27,5.00,1,1,"kg",18.50,18
13300,504,16.00,13.86,2019-04-09,125,,12.48,5.00,1,1,"kg",8.00,18
13301,538,30.00,25.20,2019-04-09,125,,14.22,5.00,1,1,"kg",6.00,18
13303,584,50.00,63.00,2019-04-09,125,,8.46,5.00,1,1,"kg",9.00,18
13304,637,36.00,31.08,2019-04-09,125,,28.60,5.00,1,1,"kg",9.00,18
13306,768,6.00,21.00,2019-04-09,125,,12.96,5.00,1,1,"kg",8.00,18
13309,486,6.00,3.57,2019-04-09,125,,12.72,5.00,1,1,"kg",6.00,18
13310,491,111.00,96.60,2019-04-09,125,,26.27,5.00,1,1,"kg",18.50,18
13311,504,24.00,23.46,2019-04-09,125,,12.48,5.00,1,1,"kg",8.00,18
13312,538,42.00,41.58,2019-04-09,125,,14.22,5.00,1,1,"kg",6.00,18
13313,544,15.00,10.08,2019-04-09,125,,26.95,5.00,1,1,"kg",5.00,18
13314,584,108.00,104.16,2019-04-09,125,,8.46,5.00,1,1,"kg",9.00,18
13315,609,54.00,51.87,2019-04-09,125,,22.14,5.00,1,1,"kg",9.00,18
13316,614,50.00,41.58,2019-04-09,125,,18.20,5.00,1,1,"kg",10.00,18
13317,768,40.00,33.60,2019-04-09,125,,12.96,5.00,1,1,"kg",8.00,18
13318,895,20.00,17.85,2019-04-09,125,,19.60,5.00,1,1,"pièce(s)",10.00,18
13319,1014,104.00,101.01,2019-04-09,125,,31.07,5.00,1,1,"kg",13.00,18
13320,486,42.00,39.69,2019-04-11,125,,12.72,5.00,1,1,"kg",6.00,18
13321,491,166.50,154.98,2019-04-11,125,,26.27,5.00,1,1,"kg",18.50,18
13322,504,48.00,47.56,2019-04-11,125,,12.48,5.00,1,1,"kg",8.00,18
13323,534,7.00,12.60,2019-04-11,125,,12.15,5.00,1,1,"kg",3.50,18
13324,538,50.00,48.19,2019-04-11,125,,14.22,5.00,1,1,"kg",6.00,18
13325,544,5.00,3.78,2019-04-11,125,,26.95,5.00,1,1,"kg",5.00,18
13326,546,36.00,31.50,2019-04-11,125,,12.95,5.00,1,1,"kg",7.00,18
13327,571,30.00,31.50,2019-04-11,125,,14.30,5.00,1,1,"kg",10.00,18
13328,578,60.00,31.50,2019-04-11,125,,14.88,5.00,1,1,"kg",10.00,18
13329,584,90.00,84.00,2019-04-11,125,,8.46,5.00,1,1,"kg",9.00,18
13330,609,45.00,42.10,2019-04-11,125,,22.14,5.00,1,1,"kg",9.00,18
13331,614,40.00,27.19,2019-04-11,125,,18.20,5.00,1,1,"kg",10.00,18
13332,725,8.00,4.20,2019-04-11,125,,31.96,5.00,1,1,"kg",4.00,18
13334,768,16.00,12.60,2019-04-11,125,,12.96,5.00,1,1,"kg",8.00,18
13335,849,156.00,147.00,2019-04-11,125,,36.40,5.00,1,1,"kg",13.00,18
13336,856,4.00,2.10,2019-04-11,125,,26.30,5.00,1,1,"kg",2.00,18
13337,895,40.00,34.65,2019-04-11,125,,19.60,5.00,1,1,"pièce(s)",10.00,18
13338,991,20.00,21.00,2019-04-11,125,,24.20,5.00,1,1,"kg",10.00,18
13339,1014,52.00,41.37,2019-04-11,125,,31.07,5.00,1,1,"kg",13.00,18
13340,486,18.00,17.11,2019-04-16,125,,12.72,5.00,1,1,"kg",6.00,18
13341,491,55.50,52.50,2019-04-16,125,,26.27,5.00,1,1,"kg",18.50,18
13342,504,16.00,12.60,2019-04-16,125,,12.48,5.00,1,1,"kg",8.00,18
13344,544,8.00,5.79,2019-04-16,125,,26.95,5.00,1,1,"kg",5.00,18
13345,584,40.00,21.42,2019-04-16,125,,8.46,5.00,1,1,"kg",9.00,18
13346,604,52.00,44.10,2019-04-16,125,,27.43,5.00,1,1,"kg",13.00,18
13347,614,20.00,21.42,2019-04-16,125,,18.20,5.00,1,1,"kg",10.00,18
13349,696,2.00,1.05,2019-04-16,125,,19.64,5.00,1,1,"kg",2.00,18
13362,486,54.00,52.36,2019-04-18,125,,12.72,5.00,1,1,"kg",6.00,18
13363,491,166.50,161.28,2019-04-18,125,,26.27,5.00,1,1,"kg",18.50,18
13364,504,56.00,48.51,2019-04-18,125,,12.48,5.00,1,1,"kg",8.00,18
13365,534,7.00,6.30,2019-04-18,125,,12.15,5.00,1,1,"kg",3.50,18
13366,538,40.00,46.72,2019-04-18,125,,14.22,5.00,1,1,"kg",6.00,18
13367,544,6.00,4.53,2019-04-18,125,,26.95,5.00,1,1,"kg",5.00,18
13368,546,30.00,31.50,2019-04-18,125,,12.95,5.00,1,1,"kg",7.00,18
13369,578,30.00,21.00,2019-04-18,125,,14.88,5.00,1,1,"kg",10.00,18
13370,584,90.00,83.16,2019-04-18,125,,8.46,5.00,1,1,"kg",9.00,18
13371,604,65.00,58.59,2019-04-18,125,,27.43,5.00,1,1,"kg",13.00,18
13372,614,40.00,30.66,2019-04-18,125,,18.20,5.00,1,1,"kg",10.00,18
13374,696,2.00,0.94,2019-04-18,125,,19.64,5.00,1,1,"kg",2.00,18
13375,725,8.00,4.20,2019-04-18,125,,31.96,5.00,1,1,"kg",4.00,18
13377,849,156.00,147.00,2019-04-18,125,,36.40,5.00,1,1,"kg",13.00,18
13379,895,20.00,25.20,2019-04-18,125,,19.60,5.00,1,1,"pièce(s)",10.00,18
13380,991,20.00,21.00,2019-04-18,125,,24.20,5.00,1,1,"kg",10.00,18
13381,478,18.00,14.70,2019-04-23,125,,73.20,5.00,1,1,"kg",6.00,18
13382,486,36.00,15.54,2019-04-23,125,,12.72,5.00,1,1,"kg",6.00,18
13383,491,111.00,58.80,2019-04-23,125,,26.27,5.00,1,1,"kg",18.50,18
13384,506,24.00,14.80,2019-04-23,125,,8.70,5.00,1,1,"kg",6.00,18
13385,538,40.00,18.79,2019-04-23,125,,14.22,5.00,1,1,"kg",6.00,18
13386,584,30.00,5.88,2019-04-23,125,,8.46,5.00,1,1,"kg",9.00,18
13387,614,40.00,22.68,2019-04-23,125,,18.20,5.00,1,1,"kg",10.00,18
13388,725,12.00,1.26,2019-04-23,125,,31.96,5.00,1,1,"kg",4.00,18
13389,991,30.00,3.78,2019-04-23,125,,24.20,5.00,1,1,"kg",10.00,18
13390,1014,65.00,58.80,2019-04-23,125,,31.07,5.00,1,1,"kg",13.00,18
13391,478,18.00,12.81,2019-04-25,125,,73.20,5.00,1,1,"kg",6.00,18
13392,486,42.00,38.74,2019-04-25,125,,12.72,5.00,1,1,"kg",6.00,18
13393,491,148.00,146.32,2019-04-25,125,,26.27,5.00,1,1,"kg",18.50,18
13394,504,40.00,37.80,2019-04-25,125,,12.48,5.00,1,1,"kg",8.00,18
13395,506,18.00,12.65,2019-04-25,125,,8.70,5.00,1,1,"kg",6.00,18
13396,538,50.00,47.88,2019-04-25,125,,14.22,5.00,1,1,"kg",6.00,18
13397,544,5.00,1.83,2019-04-25,125,,26.95,5.00,1,1,"kg",5.00,18
13398,546,12.00,10.50,2019-04-25,125,,12.95,5.00,1,1,"kg",7.00,18
13399,578,20.00,21.00,2019-04-25,125,,14.88,5.00,1,1,"kg",10.00,18
13400,584,63.00,57.64,2019-04-25,125,,8.46,5.00,1,1,"kg",9.00,18
13401,614,40.00,39.27,2019-04-25,125,,18.20,5.00,1,1,"kg",10.00,18
13402,725,12.00,9.50,2019-04-25,125,,31.96,5.00,1,1,"kg",4.00,18
13403,849,117.00,105.00,2019-04-25,125,,36.40,5.00,1,1,"kg",13.00,18
13404,856,4.00,2.10,2019-04-25,125,,26.30,5.00,1,1,"kg",2.00,18
13405,895,20.00,12.60,2019-04-25,125,,19.60,5.00,1,1,"pièce(s)",10.00,18
13406,1014,52.00,51.97,2019-04-25,125,,31.07,5.00,1,1,"kg",13.00,18
13407,486,42.00,19.42,2019-04-30,125,,12.72,5.00,1,1,"kg",6.00,18
13408,491,118.00,66.25,2019-04-30,125,,26.27,5.00,1,1,"kg",18.50,18
13409,504,40.00,15.43,2019-04-30,125,,12.48,5.00,1,1,"kg",8.00,18
13411,538,40.00,20.00,2019-04-30,125,,14.22,5.00,1,1,"kg",6.00,18
13415,635,78.00,74.23,2019-04-30,125,,22.23,5.00,1,1,"kg",13.00,18
13454,486,60.00,57.75,2019-05-02,125,,12.72,5.00,1,1,"kg",6.00,18
13455,491,150.00,153.51,2019-05-02,125,,26.27,5.00,1,1,"kg",18.50,18
13456,504,56.00,51.34,2019-05-02,125,,12.48,5.00,1,1,"kg",8.00,18
13457,538,30.00,51.32,2019-05-02,125,,14.22,5.00,1,1,"kg",6.00,18
13458,544,2.00,1.51,2019-05-02,125,,26.95,5.00,1,1,"kg",5.00,18
13460,550,4.00,4.20,2019-05-02,125,,42.50,5.00,1,1,"kg",4.00,18
13461,567,10.00,1.84,2019-05-02,125,,18.85,5.00,1,1,"kg",5.00,18
13462,578,40.00,42.00,2019-05-02,125,,14.88,5.00,1,1,"kg",10.00,18
13463,584,120.00,125.79,2019-05-02,125,,8.46,5.00,1,1,"kg",9.00,18
13464,614,20.00,29.19,2019-05-02,125,,18.20,5.00,1,1,"kg",10.00,18
13465,635,78.00,71.82,2019-05-02,125,,22.23,5.00,1,1,"kg",13.00,18
13466,696,6.00,4.09,2019-05-02,125,,19.64,5.00,1,1,"kg",2.00,18
13467,725,12.00,10.58,2019-05-02,125,,31.96,5.00,1,1,"kg",4.00,18
13468,849,221.00,210.00,2019-05-02,125,,36.40,5.00,1,1,"kg",13.00,18
13469,856,4.00,2.10,2019-05-02,125,,26.30,5.00,1,1,"kg",2.00,18
13470,895,24.00,25.20,2019-05-02,125,,19.60,5.00,1,1,"pièce(s)",10.00,18
13471,358,300.00,,2019-05-13,17,"052007BG",92.50,10.00,1,1,"graines",1000.00,14
13472,259,100.00,,2019-05-13,17,,9.30,10.00,1,1,"graines",100.00,14
13473,331,300.00,,2019-05-13,17,"028119BG",141.38,10.00,1,1,"graines",1000.00,14
13474,370,200.00,,2019-05-13,17,"052011BG",25.35,10.00,1,1,"graines",250.00,14
13475,421,3000.00,,2019-05-13,17,,43.95,10.00,1,1,"graines",1000.00,14
13476,239,5000.00,,2019-05-13,17,,44.00,10.00,1,1,"graines",5000.00,11
13478,491,74.00,61.53,2019-05-07,125,,26.27,5.00,1,1,"kg",18.50,18
13480,538,20.00,28.66,2019-05-07,125,,14.22,5.00,1,1,"kg",6.00,18
13481,544,4.00,1.89,2019-05-07,125,,26.95,5.00,1,1,"kg",5.00,18
13482,584,20.00,61.11,2019-05-07,125,,8.46,5.00,1,1,"kg",9.00,18
13483,614,10.00,29.61,2019-05-07,125,,18.20,5.00,1,1,"kg",10.00,18
13485,666,24.00,19.11,2019-05-07,125,,40.44,5.00,1,1,"kg",6.00,18
13486,725,8.00,19.11,2019-05-07,125,,31.96,5.00,1,1,"kg",4.00,18
13487,486,42.00,40.63,2019-05-09,125,,12.72,5.00,1,1,"kg",6.00,18
13488,491,129.50,127.15,2019-05-09,125,,26.27,5.00,1,1,"kg",18.50,18
