"N°Stock Mouvement","Date Mouvement","Nature Mouvement","Quantité Mouvement"
11451,2020-11-06,2,100.00
11456,2020-11-06,2,24.00
11465,2020-11-06,2,4.00
11455,2020-11-06,2,80.00
11454,2020-11-06,2,36.00
11453,2020-11-06,2,18.00
11452,2020-11-06,2,166.50
11459,2020-11-06,2,48.00
11473,2020-11-11,2,90.00
11478,2020-11-11,2,78.00
11477,2020-11-11,2,8.00
11476,2020-11-11,2,70.00
11474,2020-11-11,2,8.00
11472,2020-11-11,2,30.00
11471,2020-11-11,2,12.00
11475,2020-11-11,2,70.00
11488,2020-11-13,2,4.00
11482,2020-11-13,2,30.00
11494,2020-11-13,2,36.00
11493,2020-11-13,2,65.00
11492,2020-11-13,2,70.00
11491,2020-11-13,2,80.00
11495,2020-11-13,2,4.00
11490,2020-11-13,2,32.00
11489,2020-11-13,2,30.00
11486,2020-11-13,2,99.00
11485,2020-11-13,2,36.00
11483,2020-11-13,2,32.00
11481,2020-11-13,2,16.00
11480,2020-11-13,2,90.00
11479,2020-11-13,2,60.00
11487,2020-11-13,2,56.00
11484,2020-11-13,2,30.00
11517,2020-11-20,2,36.00
11509,2020-11-20,2,4.00
11510,2020-11-20,2,8.00
11511,2020-11-20,2,24.00
11512,2020-11-20,2,24.00
11513,2020-11-20,2,80.00
11514,2020-11-20,2,60.00
11516,2020-11-20,2,65.00
11508,2020-11-20,2,16.00
11515,2020-11-20,2,16.00
11506,2020-11-20,2,72.00
11505,2020-11-20,2,42.00
11504,2020-11-20,2,24.00
11503,2020-11-20,2,24.00
11502,2020-11-20,2,18.00
11501,2020-11-20,2,32.00
11500,2020-11-20,2,148.00
11499,2020-11-20,2,40.00
11498,2020-11-20,2,36.00
11497,2020-11-20,2,8.00
11507,2020-11-20,2,64.00
11518,2020-11-20,2,4.00
11520,2020-11-25,2,6.00
11524,2020-11-25,2,9.00
11523,2020-11-25,2,78.00
11521,2020-11-25,2,50.00
11519,2020-11-25,2,92.50
11522,2020-11-25,2,70.00
11568,2020-11-27,2,65.00
11550,2020-11-27,2,80.00
11551,2020-11-27,2,55.50
11552,2020-11-27,2,16.00
11553,2020-11-27,2,36.00
11554,2020-11-27,2,24.00
11555,2020-11-27,2,30.00
11556,2020-11-27,2,16.00
11549,2020-11-27,2,30.00
11558,2020-11-27,2,20.00
11560,2020-11-27,2,4.00
11561,2020-11-27,2,30.00
11562,2020-11-27,2,24.00
11563,2020-11-27,2,80.00
11564,2020-11-27,2,16.00
11565,2020-11-27,2,100.00
11548,2020-11-27,2,4.00
11567,2020-11-27,2,24.00
11557,2020-11-27,2,18.00
11569,2020-11-27,2,45.00
11570,2020-11-27,2,4.00
11566,2020-11-27,2,8.00
11529,2020-11-27,2,24.00
11559,2020-11-27,2,8.00
11547,2020-11-27,2,45.00
11525,2020-11-27,2,30.00
11526,2020-11-27,2,80.00
11528,2020-11-27,2,32.00
11530,2020-11-27,2,24.00
11531,2020-11-27,2,36.00
11532,2020-11-27,2,16.00
11533,2020-11-27,2,18.00
11534,2020-11-27,2,10.00
11535,2020-11-27,2,27.00
11537,2020-11-27,2,4.00
11538,2020-11-27,2,36.00
11539,2020-11-27,2,24.00
11540,2020-11-27,2,80.00
11541,2020-11-27,2,16.00
11546,2020-11-27,2,65.00
11542,2020-11-27,2,10.00
11545,2020-11-27,2,24.00
11543,2020-11-27,2,100.00
11544,2020-11-27,2,16.00
11536,2020-11-27,2,16.00
11527,2020-11-27,2,129.50
11571,2020-12-02,2,18.00
11575,2020-12-02,2,80.00
11574,2020-12-02,2,20.00
11572,2020-12-02,2,55.00
11573,2020-12-02,2,70.00
11610,2020-12-04,2,4.00
11609,2020-12-04,2,36.00
11603,2020-12-04,2,80.00
11608,2020-12-04,2,80.00
11594,2020-12-04,2,80.00
11607,2020-12-04,2,8.00
11606,2020-12-04,2,4.00
11605,2020-12-04,2,36.00
11604,2020-12-04,2,16.00
11601,2020-12-04,2,4.00
11600,2020-12-04,2,4.00
11599,2020-12-04,2,8.00
11598,2020-12-04,2,16.00
11597,2020-12-04,2,48.00
11595,2020-12-04,2,92.50
11593,2020-12-04,2,18.00
11596,2020-12-04,2,40.00
11602,2020-12-04,2,48.00
11613,2020-12-09,2,30.00
11614,2020-12-09,2,4.00
11612,2020-12-09,2,4.00
11611,2020-12-09,2,111.00
11615,2020-12-09,2,80.00
11632,2020-12-11,2,60.00
11636,2020-12-11,2,30.00
11635,2020-12-11,2,65.00
11627,2020-12-11,2,42.00
11633,2020-12-11,2,8.00
11637,2020-12-11,2,8.00
11631,2020-12-11,2,2.00
11630,2020-12-11,2,10.00
11629,2020-12-11,2,4.00
11628,2020-12-11,2,40.00
11616,2020-12-11,2,18.00
11634,2020-12-11,2,120.00
11626,2020-12-11,2,8.00
11617,2020-12-11,2,48.00
11618,2020-12-11,2,148.00
11619,2020-12-11,2,40.00
11621,2020-12-11,2,4.00
11622,2020-12-11,2,10.00
11623,2020-12-11,2,40.00
11624,2020-12-11,2,8.00
11625,2020-12-11,2,2.00
11620,2020-12-11,2,42.00
11658,2020-12-16,2,117.00
11650,2020-12-16,2,32.00
11652,2020-12-16,2,4.00
11653,2020-12-16,2,100.00
11655,2020-12-16,2,120.00
11659,2020-12-16,2,4.00
11657,2020-12-16,2,104.00
11649,2020-12-16,2,36.00
11646,2020-12-16,2,40.00
11656,2020-12-16,2,32.00
11640,2020-12-16,2,8.00
11648,2020-12-16,2,74.00
11639,2020-12-16,2,24.00
11641,2020-12-16,2,20.00
11642,2020-12-16,2,50.00
11644,2020-12-16,2,70.00
11645,2020-12-16,2,8.00
11647,2020-12-16,2,65.00
11643,2020-12-16,2,20.00
11638,2020-12-16,2,37.00
11697,2020-12-18,2,45.00
11688,2020-12-18,2,80.00
11689,2020-12-18,2,12.00
11690,2020-12-18,2,18.00
11692,2020-12-18,2,60.00
11694,2020-12-18,2,20.00
11696,2020-12-18,2,65.00
11691,2020-12-18,2,6.00
11687,2020-12-18,2,48.00
11698,2020-12-18,2,8.00
11695,2020-12-18,2,112.00
11680,2020-12-18,2,40.00
11686,2020-12-18,2,8.00
11654,2020-12-18,2,16.00
11677,2020-12-18,2,18.00
11679,2020-12-18,2,91.00
11693,2020-12-18,2,24.00
11681,2020-12-18,2,48.00
11651,2020-12-18,2,16.00
11682,2020-12-18,2,12.00
11683,2020-12-18,2,20.00
11684,2020-12-18,2,24.00
11685,2020-12-18,2,6.00
11678,2020-12-18,2,64.00
11716,2021-01-06,2,24.00
11717,2021-01-06,2,20.00
11721,2021-01-06,2,78.00
11720,2021-01-06,2,80.00
11719,2021-01-06,2,24.00
11711,2021-01-06,2,24.00
11715,2021-01-06,2,4.00
11713,2021-01-06,2,24.00
11712,2021-01-06,2,20.00
11718,2021-01-06,2,70.00
11750,2021-01-08,2,72.00
11751,2021-01-08,2,52.00
11752,2021-01-08,2,65.00
11756,2021-01-08,2,24.00
11757,2021-01-08,2,20.00
11758,2021-01-08,2,16.00
11764,2021-01-08,2,72.00
11760,2021-01-08,2,24.00
11738,2021-01-08,2,16.00
11761,2021-01-08,2,15.00
11762,2021-01-08,2,50.00
11763,2021-01-08,2,16.00
11749,2021-01-08,2,64.00
11759,2021-01-08,2,4.00
11739,2021-01-08,2,16.00
11765,2021-01-08,2,65.00
11734,2021-01-08,2,24.00
11735,2021-01-08,2,24.00
11740,2021-01-08,2,4.00
11737,2021-01-08,2,20.00
11748,2021-01-08,2,16.00
11741,2021-01-08,2,4.00
11742,2021-01-08,2,18.00
11743,2021-01-08,2,24.00
11744,2021-01-08,2,15.00
11745,2021-01-08,2,13.00
11746,2021-01-08,2,50.00
11747,2021-01-08,2,16.00
11736,2021-01-08,2,20.00
11771,2021-01-13,2,70.00
11774,2021-01-13,2,65.00
11773,2021-01-13,2,64.00
11772,2021-01-13,2,48.00
11769,2021-01-13,2,84.00
11768,2021-01-13,2,48.00
11767,2021-01-13,2,84.00
11766,2021-01-13,2,37.00
11770,2021-01-13,2,24.00
11818,2021-01-15,2,50.00
11821,2021-01-15,2,52.00
11819,2021-01-15,2,32.00
11817,2021-01-15,2,18.00
11816,2021-01-15,2,4.00
11814,2021-01-15,2,32.00
11813,2021-01-15,2,4.00
11812,2021-01-15,2,35.00
11811,2021-01-15,2,20.00
11810,2021-01-15,2,18.50
11815,2021-01-15,2,35.00
11820,2021-01-15,2,48.00
11845,2021-01-20,2,18.00
11837,2021-01-20,2,40.00
11838,2021-01-20,2,16.00
11839,2021-01-20,2,84.00
11840,2021-01-20,2,60.00
11841,2021-01-20,2,40.00
11842,2021-01-20,2,110.00
11844,2021-01-20,2,130.00
11836,2021-01-20,2,84.00
11829,2021-01-20,2,20.00
11843,2021-01-20,2,16.00
11825,2021-01-20,2,60.00
11822,2021-01-20,2,111.00
11834,2021-01-20,2,130.00
11835,2021-01-20,2,20.00
11824,2021-01-20,2,60.00
11826,2021-01-20,2,42.00
11827,2021-01-20,2,60.00
11828,2021-01-20,2,78.00
11833,2021-01-20,2,30.00
11823,2021-01-20,2,18.00
11886,2021-01-22,2,20.00
11880,2021-01-22,2,50.00
11878,2021-01-22,2,42.00
11887,2021-01-22,2,20.00
11879,2021-01-22,2,20.00
11877,2021-01-22,2,12.00
11881,2021-01-22,2,16.00
11882,2021-01-22,2,20.00
11883,2021-01-22,2,88.00
11885,2021-01-22,2,45.00
11870,2021-01-22,2,12.00
11876,2021-01-22,2,42.00
11884,2021-01-22,2,65.00
11866,2021-01-22,2,40.00
11875,2021-01-22,2,64.00
11872,2021-01-22,2,32.00
11865,2021-01-22,2,129.50
11863,2021-01-22,2,24.00
11867,2021-01-22,2,64.00
11868,2021-01-22,2,36.00
11869,2021-01-22,2,42.00
11871,2021-01-22,2,20.00
11873,2021-01-22,2,16.00
11874,2021-01-22,2,36.00
11864,2021-01-22,2,100.00
11904,2021-01-27,2,102.00
11901,2021-01-27,2,30.00
11902,2021-01-27,2,102.00
11903,2021-01-27,2,24.00
11905,2021-01-27,2,42.00
11906,2021-01-27,2,100.00
11907,2021-01-27,2,24.00
11900,2021-01-27,2,18.50
11909,2021-01-27,2,104.00
11895,2021-01-27,2,39.00
11908,2021-01-27,2,88.00
11889,2021-01-27,2,55.00
11897,2021-01-27,2,48.00
11888,2021-01-27,2,12.00
11899,2021-01-27,2,18.00
11890,2021-01-27,2,18.00
11891,2021-01-27,2,66.00
11892,2021-01-27,2,16.00
11893,2021-01-27,2,66.00
11894,2021-01-27,2,6.00
11896,2021-01-27,2,16.00
11898,2021-01-27,2,65.00
11924,2021-01-29,2,52.00
11923,2021-01-29,2,152.00
11920,2021-01-29,2,30.00
11921,2021-01-29,2,50.00
11925,2021-01-29,2,45.00
11919,2021-01-29,2,16.00
11918,2021-01-29,2,108.00
11917,2021-01-29,2,24.00
11922,2021-01-29,2,24.00
11910,2021-01-29,2,24.00
11911,2021-01-29,2,80.00
11912,2021-01-29,2,92.50
11913,2021-01-29,2,40.00
11914,2021-01-29,2,108.00
11915,2021-01-29,2,16.00
11916,2021-01-29,2,48.00
11935,2021-02-03,2,15.00
11936,2021-02-03,2,40.00
11943,2021-02-03,2,128.00
11942,2021-02-03,2,16.00
11941,2021-02-03,2,130.00
11940,2021-02-03,2,40.00
11939,2021-02-03,2,60.00
11938,2021-02-03,2,56.00
11944,2021-02-03,2,130.00
11927,2021-02-03,2,42.00
11937,2021-02-03,2,16.00
11926,2021-02-03,2,120.00
11928,2021-02-03,2,10.00
11929,2021-02-03,2,42.00
11930,2021-02-03,2,24.00
11931,2021-02-03,2,30.00
11932,2021-02-03,2,148.00
11933,2021-02-03,2,10.00
11934,2021-02-03,2,56.00
11962,2021-02-05,2,16.00
11955,2021-02-05,2,16.00
11963,2021-02-05,2,168.00
11961,2021-02-05,2,60.00
11960,2021-02-05,2,20.00
11959,2021-02-05,2,42.00
11958,2021-02-05,2,16.00
11957,2021-02-05,2,24.00
11956,2021-02-05,2,72.00
11965,2021-02-05,2,45.00
11947,2021-02-05,2,148.00
11954,2021-02-05,2,32.00
11964,2021-02-05,2,65.00
11945,2021-02-05,2,18.00
11948,2021-02-05,2,40.00
11949,2021-02-05,2,24.00
11950,2021-02-05,2,72.00
11951,2021-02-05,2,16.00
11952,2021-02-05,2,5.00
11953,2021-02-05,2,20.00
11946,2021-02-05,2,100.00
11996,2021-02-10,2,48.00
11989,2021-02-10,2,111.00
11984,2021-02-10,2,32.00
11985,2021-02-10,2,80.00
11986,2021-02-10,2,65.00
11987,2021-02-10,2,8.00
11988,2021-02-10,2,18.00
11990,2021-02-10,2,84.00
11991,2021-02-10,2,48.00
11992,2021-02-10,2,8.00
11993,2021-02-10,2,84.00
11995,2021-02-10,2,40.00
11981,2021-02-10,2,54.00
11997,2021-02-10,2,130.00
11998,2021-02-10,2,104.00
11994,2021-02-10,2,36.00
11969,2021-02-10,2,40.00
11966,2021-02-10,2,12.00
11983,2021-02-10,2,30.00
11968,2021-02-10,2,48.00
11982,2021-02-10,2,30.00
11970,2021-02-10,2,48.00
11971,2021-02-10,2,24.00
11972,2021-02-10,2,20.00
11974,2021-02-10,2,65.00
11975,2021-02-10,2,8.00
11976,2021-02-10,2,12.00
11977,2021-02-10,2,111.00
11978,2021-02-10,2,54.00
11979,2021-02-10,2,32.00
11980,2021-02-10,2,8.00
11973,2021-02-10,2,70.00
11967,2021-02-10,2,74.00
12012,2021-02-12,2,8.00
12013,2021-02-12,2,18.00
12014,2021-02-12,2,48.00
12015,2021-02-12,2,36.00
12016,2021-02-12,2,36.00
12017,2021-02-12,2,20.00
12022,2021-02-12,2,45.00
12019,2021-02-12,2,60.00
12021,2021-02-12,2,52.00
12018,2021-02-12,2,32.00
12004,2021-02-12,2,80.00
12011,2021-02-12,2,32.00
12020,2021-02-12,2,88.00
12003,2021-02-12,2,42.00
12005,2021-02-12,2,148.00
12006,2021-02-12,2,40.00
12007,2021-02-12,2,48.00
12008,2021-02-12,2,18.00
12009,2021-02-12,2,36.00
12010,2021-02-12,2,40.00
12002,2021-02-12,2,8.00
12026,2021-02-17,2,24.00
12029,2021-02-17,2,18.00
12032,2021-02-17,2,78.00
12031,2021-02-17,2,64.00
12030,2021-02-17,2,48.00
12027,2021-02-17,2,48.00
12025,2021-02-17,2,18.00
12024,2021-02-17,2,74.00
12023,2021-02-17,2,24.00
12028,2021-02-17,2,24.00
12062,2021-02-19,2,18.00
12070,2021-02-19,2,65.00
12071,2021-02-19,2,45.00
12069,2021-02-19,2,144.00
12068,2021-02-19,2,16.00
12067,2021-02-19,2,36.00
12066,2021-02-19,2,10.00
12065,2021-02-19,2,48.00
12064,2021-02-19,2,48.00
12063,2021-02-19,2,40.00
12052,2021-02-19,2,100.00
12060,2021-02-19,2,36.00
12059,2021-02-19,2,40.00
12058,2021-02-19,2,10.00
12057,2021-02-19,2,48.00
12056,2021-02-19,2,18.00
12055,2021-02-19,2,40.00
12054,2021-02-19,2,50.00
12053,2021-02-19,2,166.50
12051,2021-02-19,2,36.00
12061,2021-02-19,2,16.00
12118,2021-02-24,2,96.00
12110,2021-02-24,2,5.00
12119,2021-02-24,2,184.00
12076,2021-02-24,2,18.00
12120,2021-02-24,2,104.00
12107,2021-02-24,2,40.00
12106,2021-02-24,2,203.50
12103,2021-02-24,2,8.00
12081,2021-02-24,2,26.00
12104,2021-02-24,2,54.00
12112,2021-02-24,2,96.00
12113,2021-02-24,2,50.00
12082,2021-02-24,2,90.00
12080,2021-02-24,2,6.00
12079,2021-02-24,2,20.00
12078,2021-02-24,2,26.00
12077,2021-02-24,2,55.50
12117,2021-02-24,2,48.00
12114,2021-02-24,2,8.00
12083,2021-02-24,2,65.00
12126,2021-02-26,2,36.00
12138,2021-02-26,2,32.00
12121,2021-02-26,2,36.00
12125,2021-02-26,2,8.00
12134,2021-02-26,2,24.00
12086,2021-02-26,2,80.00
12141,2021-02-26,2,128.00
12140,2021-02-26,2,24.00
12139,2021-02-26,2,36.00
12142,2021-02-26,2,65.00
12136,2021-02-26,2,8.00
12135,2021-02-26,2,30.00
12127,2021-02-26,2,80.00
12133,2021-02-26,2,40.00
12132,2021-02-26,2,5.00
12131,2021-02-26,2,24.00
12130,2021-02-26,2,32.00
12129,2021-02-26,2,40.00
12128,2021-02-26,2,148.00
12137,2021-02-26,2,24.00
12097,2021-02-26,2,32.00
12143,2021-02-26,2,36.00
12084,2021-02-26,2,8.00
12085,2021-02-26,2,36.00
12087,2021-02-26,2,148.00
12089,2021-02-26,2,32.00
12090,2021-02-26,2,24.00
12091,2021-02-26,2,5.00
12092,2021-02-26,2,40.00
12093,2021-02-26,2,48.00
12094,2021-02-26,2,30.00
12088,2021-02-26,2,40.00
12096,2021-02-26,2,24.00
12116,2021-02-26,2,32.00
12098,2021-02-26,2,30.00
12099,2021-02-26,2,48.00
12100,2021-02-26,2,128.00
12101,2021-02-26,2,52.00
12102,2021-02-26,2,36.00
12105,2021-02-26,2,80.00
12108,2021-02-26,2,32.00
12109,2021-02-26,2,24.00
12111,2021-02-26,2,40.00
12115,2021-02-26,2,24.00
12095,2021-02-26,2,8.00
8262,2021-03-12,2,2.00
10387,2021-03-12,2,1.21
11450,2021-03-12,2,51000.00
11470,2021-03-12,2,25000.00
11441,2021-03-12,2,75630.00
10964,2021-03-12,2,71330.00
10292,2021-03-12,2,39000.00
11707,2021-03-12,2,75000.00
10353,2021-03-12,2,27000.00
11854,2021-03-12,2,84423.00
10308,2021-03-12,2,75000.00
11848,2021-03-12,2,2500.00
12074,2021-03-12,2,100.00
11999,2021-03-12,2,130.00
11856,2021-03-12,2,300.00
12000,2021-03-12,2,100.00
8240,2021-03-12,2,0.30
10364,2021-03-12,2,1.00
10273,2021-03-12,2,200.00
10391,2021-03-12,2,100.00
12039,2021-03-12,2,350.00
10386,2021-03-12,2,200.00
12038,2021-03-12,2,360.00
10376,2021-03-12,2,0.00
12037,2021-03-12,2,500.00
8193,2021-03-12,2,50.00
11804,2021-03-12,2,100.00
11704,2021-03-12,2,50.00
11709,2021-03-12,2,50.00
12050,2021-03-12,2,100.00
11852,2021-03-12,2,200.00
10281,2021-03-12,2,100.00
10284,2021-03-12,2,250.00
10357,2021-03-12,2,200.00
11777,2021-03-12,2,300.00
11776,2021-03-12,2,400.00
11661,2021-03-12,2,1071.00
11662,2021-03-12,2,1088.00
11260,2021-03-12,2,980.00
10471,2021-03-12,2,8.00
11861,2021-03-12,2,430.00
11080,2021-03-12,2,420.00
11862,2021-03-12,2,280.00
7007,2021-03-12,2,3.00
10358,2021-03-12,2,3.00
12168,2021-03-11,1,6.00
12169,2021-03-11,1,55.50
12170,2021-03-11,1,20.00
12171,2021-03-11,1,12.00
12172,2021-03-11,1,15.00
12173,2021-03-11,1,48.00
12174,2021-03-11,1,10.00
12175,2021-03-11,1,12.00
12176,2021-03-11,1,18.00
12177,2021-03-11,1,15.00
12178,2021-03-11,1,48.00
12179,2021-03-11,1,48.00
12180,2021-03-11,1,52.00
10290,2021-03-15,2,200.00
10792,2021-03-15,2,16.00
12181,2018-03-05,1,20.70
12182,2018-03-05,1,47.32
12183,2018-03-05,1,81.10
12184,2018-03-05,1,30.40
12185,2018-03-05,1,2.20
12186,2018-03-05,1,31.70
12187,2018-03-05,1,47.80
12188,2018-03-05,1,16.80
12189,2018-03-05,1,53.40
12190,2018-03-05,1,58.00
12191,2018-03-05,1,28.80
12192,2018-03-05,1,3.30
12193,2018-03-05,1,59.40
12194,2018-03-05,1,109.50
12195,2018-03-05,1,8.40
12196,2018-03-05,1,41.00
12197,2018-03-05,1,58.00
12198,2018-03-12,1,11.40
12199,2018-03-12,1,39.20
12200,2018-03-12,1,72.00
12201,2018-03-12,1,14.80
12202,2018-03-12,1,14.60
12203,2018-03-12,1,53.40
12204,2018-03-12,1,29.20
12205,2018-03-12,1,116.13
12206,2018-03-12,1,8.16
12207,2018-03-12,1,29.50
12208,2018-03-12,1,59.25
12209,2018-03-12,1,5.90
12210,2018-03-12,1,50.00
12211,2018-03-12,1,45.40
12212,2018-03-12,1,55.00
12213,2018-03-19,1,29.75
12214,2018-03-19,1,25.80
12215,2018-03-19,1,128.60
12216,2018-03-19,1,30.45
12217,2018-03-19,1,48.20
12218,2018-03-19,1,60.90
12219,2018-03-19,1,71.05
12220,2018-03-19,1,128.60
12221,2018-03-19,1,20.40
12222,2018-03-26,1,165.20
12223,2018-03-26,1,206.20
12224,2018-03-26,1,34.00
12225,2018-03-26,1,92.50
12226,2018-03-26,1,25.50
12227,2018-03-26,1,77.40
12228,2018-03-26,1,7.50
12229,2018-03-26,1,102.00
12230,2018-03-26,1,5.50
12231,2018-03-26,1,63.00
12232,2018-03-26,1,59.40
12233,2018-03-26,1,15.00
12234,2018-04-02,1,196.34
12235,2018-04-02,1,25.60
12236,2018-04-02,1,24.80
12237,2018-04-02,1,58.25
12238,2018-04-02,1,16.80
12239,2018-04-02,1,54.20
12240,2018-04-02,1,45.40
12241,2018-04-02,1,38.60
12242,2018-04-02,1,65.85
12243,2018-04-02,1,2.10
12244,2018-04-02,1,63.00
12245,2018-04-02,1,133.70
12246,2018-04-09,1,250.94
12247,2018-04-09,1,161.70
12248,2018-04-09,1,64.00
12249,2018-04-09,1,26.20
12250,2018-04-09,1,125.20
12251,2018-04-09,1,18.70
12252,2018-04-09,1,87.80
12253,2018-04-09,1,46.80
12254,2018-04-09,1,45.20
12255,2018-04-09,1,3.20
12256,2018-04-09,1,69.20
12257,2018-04-09,1,38.30
12258,2018-04-09,1,70.40
12259,2018-04-09,1,5.00
12260,2018-04-09,1,78.00
12261,2018-04-09,1,10.00
12262,2018-04-09,1,74.45
12263,2018-04-23,1,162.88
12264,2018-04-23,1,48.70
12265,2018-04-23,1,32.55
12266,2018-04-23,1,92.40
12267,2018-04-23,1,17.64
12268,2018-04-23,1,5.00
12269,2018-04-23,1,25.20
12270,2018-04-23,1,8.96
12271,2018-04-23,1,8.15
12272,2018-04-23,1,3.00
12273,2018-04-23,1,3.78
12274,2018-04-23,1,35.66
12275,2018-04-23,1,95.97
12276,2018-04-30,1,91.00
12277,2018-04-30,1,77.60
12278,2018-04-30,1,8.40
12279,2018-04-30,1,56.80
12280,2018-04-30,1,22.68
12281,2018-04-30,1,16.80
12282,2018-04-30,1,6.50
12283,2018-04-30,1,75.95
12284,2018-04-30,1,135.10
12285,2018-04-30,1,98.70
12286,2018-04-30,1,37.80
12287,2018-04-30,1,101.00
12288,2018-05-07,1,101.40
12289,2018-05-07,1,85.00
12290,2018-05-07,1,6.00
12291,2018-05-07,1,46.00
12292,2018-05-07,1,7.50
12293,2018-05-07,1,91.70
12294,2018-05-07,1,36.50
12295,2018-05-07,1,170.00
12296,2018-05-14,1,86.70
12297,2018-05-14,1,62.80
12298,2018-05-14,1,36.73
12299,2018-05-14,1,21.70
12300,2018-05-14,1,13.50
12301,2018-05-14,1,68.80
12302,2018-05-14,1,52.10
12303,2018-05-14,1,31.00
12304,2018-05-21,1,115.20
12305,2018-05-21,1,7.29
12306,2018-05-21,1,8.10
12307,2018-05-21,1,8.10
12308,2018-05-21,1,183.00
12309,2018-05-21,1,5.40
12310,2018-05-21,1,54.90
12311,2018-05-21,1,100.00
12312,2018-05-21,1,12.00
12313,2018-05-28,1,42.00
12314,2018-05-28,1,50.30
12315,2018-05-28,1,26.20
12316,2018-05-28,1,5.10
12317,2018-05-28,1,121.90
12318,2018-05-28,1,23.30
12319,2018-05-28,1,27.60
12320,2018-05-28,1,11.20
12321,2018-05-28,1,50.30
12322,2018-05-28,1,85.50
12324,2018-05-28,1,121.40
12325,2018-05-28,1,50.30
12326,2018-05-28,1,22.60
12327,2018-05-28,1,39.20
12328,2018-05-28,1,31.85
12329,2018-05-28,1,27.60
12330,2018-05-28,1,17.00
12331,2018-07-09,1,15.60
12332,2018-07-09,1,5.00
12333,2018-07-09,1,15.60
12334,2018-07-09,1,13.00
12335,2018-07-09,1,11.70
12336,2018-07-09,1,28.20
12337,2018-07-09,1,56.00
12338,2018-07-23,1,25.84
12339,2018-07-23,1,2.60
12340,2018-07-23,1,22.80
12341,2018-07-23,1,9.62
12342,2018-07-23,1,3.20
12343,2018-07-23,1,16.30
12344,2018-07-23,1,35.20
12345,2018-07-23,1,34.20
12346,2018-07-23,1,45.60
12347,2018-07-30,1,54.83
12348,2018-07-30,1,2.42
12349,2018-07-30,1,14.00
12350,2018-07-30,1,8.60
12351,2018-07-30,1,60.90
12352,2018-07-30,1,25.60
12353,2018-07-30,1,16.90
12354,2018-07-30,1,70.10
12355,2018-07-30,1,38.40
12356,2018-07-30,1,15.50
12357,2018-07-30,1,46.10
12358,2018-07-30,1,32.00
12359,2018-07-30,1,7.15
12360,2018-07-30,1,9.90
12361,2018-07-30,1,4.80
12362,2018-07-30,1,17.00
12363,2018-07-30,1,38.00
12364,2018-08-06,1,61.96
12365,2018-08-06,1,24.00
12366,2018-08-06,1,44.20
12367,2018-08-06,1,38.45
12368,2018-08-06,1,10.50
12369,2018-08-06,1,10.50
12370,2018-08-06,1,46.22
12371,2018-08-06,1,24.00
12372,2018-08-06,1,87.60
12373,2018-08-06,1,33.80
12374,2018-08-06,1,151.00
12375,2018-08-13,1,12.60
12376,2018-08-13,1,7.20
12377,2018-08-13,1,3.60
12378,2018-08-13,1,67.29
12379,2018-08-13,1,26.10
12380,2018-08-13,1,68.04
12381,2018-08-13,1,96.80
12382,2018-08-13,1,157.00
12383,2018-08-13,1,106.40
12384,2018-08-27,1,23.20
12385,2018-08-27,1,17.10
12386,2018-08-27,1,40.90
12387,2018-08-27,1,81.88
12388,2018-08-27,1,43.60
12389,2018-08-27,1,40.00
12390,2018-08-27,1,80.80
12391,2018-08-27,1,109.20
12392,2018-08-27,1,9.50
12393,2018-08-27,1,40.00
12394,2018-09-03,1,8.40
12395,2018-09-03,1,6.00
12396,2018-09-03,1,15.80
12397,2018-09-03,1,9.60
12398,2018-09-03,1,28.80
12399,2018-09-03,1,48.30
12400,2018-09-03,1,13.80
12401,2018-09-03,1,16.50
12402,2018-09-03,1,78.20
12403,2018-09-03,1,26.70
12404,2018-09-03,1,42.00
12405,2018-09-03,1,42.00
12406,2018-09-03,1,115.45
12407,2018-09-03,1,6.00
12408,2018-09-03,1,60.70
12409,2018-09-03,1,98.10
12410,2018-09-03,1,60.17
12411,2018-09-03,1,34.20
12412,2018-09-03,1,42.00
12413,2018-09-03,1,46.50
12414,2018-09-03,1,22.50
12415,2018-09-03,1,98.40
12416,2018-09-03,1,87.00
12417,2018-09-10,1,7.00
12418,2018-09-10,1,81.99
12419,2018-09-10,1,20.20
12420,2018-09-10,1,7.30
12421,2018-09-10,1,2.40
12422,2018-09-10,1,53.00
12423,2018-09-10,1,51.10
12424,2018-09-10,1,60.60
12425,2018-09-10,1,47.60
12426,2018-09-10,1,33.50
12427,2018-09-10,1,33.50
12428,2018-09-10,1,56.50
12429,2018-09-10,1,76.00
12430,2018-09-10,1,16.00
12431,2018-09-10,1,68.00
12432,2018-09-10,1,40.40
12433,2018-09-10,1,36.50
12434,2018-09-10,1,19.00
12435,2018-09-10,1,40.00
12436,2018-09-10,1,127.20
12437,2018-09-10,1,16.00
12438,2018-09-10,1,90.00
12439,2018-09-17,1,115.40
12440,2018-09-17,1,39.40
12441,2018-09-17,1,33.60
12442,2018-09-17,1,70.00
12443,2018-09-17,1,33.60
12444,2018-09-17,1,123.90
12445,2018-09-17,1,145.00
12446,2018-09-17,1,34.44
12447,2018-09-17,1,34.00
12448,2018-09-17,1,124.80
12449,2018-09-24,1,70.00
12450,2018-09-24,1,54.80
12451,2018-09-24,1,12.00
12452,2018-09-24,1,9.60
12453,2018-09-24,1,69.60
12454,2018-09-24,1,20.20
12455,2018-09-24,1,5.60
12456,2018-09-24,1,78.60
12457,2018-09-24,1,62.20
