"N°Stock Mouvement","Date Mouvement","Nature Mouvement","Quantité Mouvement"
4590,2017-03-30,1,100000.00
4591,2017-03-30,1,150000.00
4592,2017-05-11,1,25.00
4593,2017-05-11,1,90.00
4594,2017-05-11,1,90.00
4595,2017-05-11,1,185.00
4596,2017-05-11,1,30.00
4597,2017-05-11,1,70.00
4598,2017-05-11,1,70.00
4599,2017-05-11,1,170.00
4600,2017-05-11,1,4.00
4601,2017-05-11,1,20.00
4602,2017-05-11,1,27.00
4603,2017-05-11,1,27.00
4604,2017-05-11,1,50.00
4605,2017-05-11,1,39.00
4606,2017-05-11,1,39.00
4607,2017-05-11,1,6.00
4608,2017-05-11,1,6.00
4609,2017-05-11,1,26.00
4610,2017-05-11,1,39.00
4611,2017-05-11,1,10.00
4612,2017-05-11,1,143.00
4613,2017-05-11,1,40.00
4614,2017-05-11,1,40.00
4615,2017-05-18,1,10.00
4616,2017-05-18,1,12.00
4617,2017-05-18,1,12.00
4618,2017-05-18,1,60.00
4619,2017-05-18,1,60.00
4620,2017-05-18,1,148.00
4621,2017-05-18,1,54.00
4622,2017-05-18,1,4.00
4623,2017-05-18,1,6.00
4624,2017-05-18,1,6.00
4625,2017-05-18,1,25.00
4626,2017-05-18,1,117.00
4627,2017-05-18,1,117.00
4628,2017-05-18,1,24.00
4629,2017-05-18,1,90.00
4630,2017-05-18,1,42.00
4631,2017-05-18,1,42.00
4632,2017-05-18,1,16.00
4633,2017-05-18,1,10.00
4634,2017-05-18,1,10.00
4635,2017-05-18,1,60.00
4636,2017-05-18,1,60.00
4637,2017-05-18,1,39.00
4638,2017-05-23,1,10.00
4639,2017-05-23,1,10.00
4640,2017-05-26,1,26.00
4641,2017-05-25,1,60.00
4642,2017-05-25,1,66.00
4643,2017-05-25,1,66.00
4644,2017-05-25,1,166.50
4645,2017-05-25,1,30.00
4646,2017-05-25,1,6.00
4647,2017-05-25,1,6.00
4648,2017-05-25,1,50.00
4649,2017-05-25,1,40.00
4650,2017-05-25,1,36.00
4651,2017-05-25,1,36.00
4652,2017-05-25,1,120.00
4653,2017-05-25,1,12.00
4654,2017-05-25,1,10.00
4655,2017-05-25,1,26.00
4656,2017-05-25,1,26.00
4657,2017-05-25,1,26.00
4658,2017-05-25,1,13.00
4659,2017-05-25,1,24.00
4660,2017-05-25,1,13.00
4661,2017-05-25,1,10.00
4662,2017-05-25,1,72.00
4663,2017-05-25,1,72.00
4664,2017-05-25,1,50.00
4665,2017-05-25,1,50.00
4666,2017-06-08,1,100.00
4667,2017-06-08,1,30.00
4668,2017-06-08,1,92.50
4669,2017-06-08,1,18.00
4670,2017-06-08,1,30.00
4671,2017-06-08,1,30.00
4672,2017-06-08,1,80.00
4673,2017-06-08,1,44.00
4674,2017-06-08,1,8.00
4675,2017-06-08,1,8.00
4676,2017-06-08,1,8.00
4677,2017-06-08,1,91.00
4678,2017-06-08,1,26.00
4679,2017-06-08,1,25.00
4680,2017-06-08,1,26.00
4681,2017-06-08,1,10.00
4682,2017-06-08,1,10.00
4683,2017-06-13,1,50.00
4684,2017-06-13,1,37.00
4685,2017-06-13,1,44.00
4686,2017-06-13,1,5.00
4687,2017-06-15,1,115.00
4688,2017-06-15,1,92.50
4689,2017-06-15,1,24.00
4690,2017-06-15,1,4.00
4691,2017-06-15,1,12.00
4692,2017-06-15,1,12.00
4693,2017-06-15,1,60.00
4694,2017-06-15,1,8.00
4695,2017-06-15,1,8.00
4696,2017-06-15,1,9.00
4697,2017-06-15,1,9.00
4698,2017-06-15,1,72.00
4699,2017-06-15,1,8.00
4700,2017-06-15,1,44.00
4701,2017-06-15,1,39.00
4702,2017-06-15,1,26.00
4703,2017-06-15,1,13.00
4704,2017-06-15,1,20.00
4705,2017-06-15,1,5.00
4706,2017-06-15,1,78.00
4707,2017-06-20,1,40.00
4708,2017-06-20,1,10.00
4709,2017-06-20,1,50.00
4710,2017-06-20,1,20.00
4711,2017-06-20,1,54.00
4719,2017-06-22,1,90.00
4720,2017-06-22,1,8.00
4721,2017-06-22,1,20.00
4722,2017-06-22,1,27.00
4723,2017-06-22,1,27.00
4724,2017-06-22,1,48.00
4725,2017-06-22,1,8.00
4726,2017-06-22,1,32.00
4727,2017-06-22,1,26.00
4728,2017-06-22,1,39.00
4729,2017-06-22,1,39.00
4730,2017-06-22,1,39.00
4731,2017-06-22,1,20.00
4732,2017-06-22,1,40.00
4733,2017-06-22,1,54.00
4712,2017-06-22,1,105.00
4713,2017-06-22,1,20.00
4714,2017-06-22,1,92.50
4715,2017-06-22,1,60.00
4716,2017-06-22,1,12.00
4717,2017-06-22,1,12.00
4718,2017-06-22,1,4.00
4734,2017-06-27,1,35.00
4735,2017-06-27,1,8.00
4736,2017-06-27,1,40.00
4737,2017-06-27,1,15.00
4738,2017-06-27,1,60.00
4739,2017-06-29,1,110.00
4740,2017-06-29,1,20.00
4741,2017-06-29,1,92.50
4742,2017-06-29,1,56.00
4743,2017-06-29,1,80.00
4744,2017-06-29,1,12.00
4745,2017-06-29,1,12.00
4746,2017-06-29,1,18.00
4747,2017-06-29,1,18.00
4748,2017-06-29,1,80.00
4749,2017-06-29,1,56.00
4750,2017-06-29,1,28.00
4751,2017-06-29,1,35.00
4752,2017-06-29,1,25.00
4753,2017-06-29,1,84.00
4754,2017-06-29,1,8.00
4755,2017-06-29,1,5.00
4756,2017-07-04,1,30.00
4757,2017-07-04,1,12.00
4758,2017-07-04,1,24.00
4759,2017-07-04,1,5.00
4760,2017-07-06,1,95.00
4761,2017-07-06,1,20.00
4762,2017-07-06,1,92.50
4763,2017-07-06,1,16.00
4764,2017-07-06,1,18.00
4765,2017-07-06,1,12.00
4766,2017-07-06,1,90.00
4767,2017-07-06,1,16.00
4768,2017-07-06,1,16.00
4769,2017-07-06,1,27.00
4770,2017-07-06,1,27.00
4771,2017-07-06,1,5.00
4772,2017-07-06,1,24.00
4773,2017-07-06,1,48.00
4774,2017-07-06,1,26.00
4775,2017-07-06,1,39.00
4776,2017-07-06,1,39.00
4777,2017-07-06,1,15.00
4778,2017-07-06,1,70.00
4779,2017-07-06,1,10.00
4780,2017-07-06,1,5.00
4781,2017-07-11,1,115.00
4782,2017-07-13,1,20.00
4783,2017-07-13,1,58.00
4784,2017-07-13,1,24.00
4785,2017-07-13,1,18.00
4786,2017-07-11,1,40.00
4787,2017-07-11,1,200.00
4788,2017-07-13,1,8.00
4789,2017-07-13,1,4.00
4790,2017-07-13,1,9.00
4791,2017-07-13,1,9.00
4792,2017-07-11,1,120.00
4793,2017-07-11,1,15.00
4794,2017-07-13,1,28.00
4795,2017-07-11,1,84.00
4796,2017-07-11,1,65.00
4797,2017-07-13,1,39.00
4798,2017-07-13,1,12.00
4799,2017-07-13,1,8.00
4800,2017-07-13,1,16.00
4801,2017-07-13,1,39.00
4802,2017-07-13,1,5.00
4803,2017-07-13,1,25.00
4804,2017-07-13,1,10.00
4815,2017-07-20,1,12.00
4816,2017-07-20,1,48.00
4817,2017-07-25,1,32.00
4818,2017-07-20,1,26.00
4819,2017-07-25,1,26.00
4820,2017-07-20,1,26.00
4821,2017-07-20,1,12.00
4822,2017-07-25,1,5.00
4823,2017-07-20,1,6.00
4824,2017-07-25,1,15.00
4825,2017-07-20,1,8.00
4826,2017-07-20,1,86.00
4827,2017-07-20,1,60.00
4828,2017-07-20,1,10.00
4805,2017-07-25,1,30.00
4806,2017-07-20,1,55.50
4807,2017-07-20,1,24.00
4953,2017-09-07,1,40.00
4954,2017-09-07,1,60.00
4955,2017-09-07,1,26.00
4956,2017-09-07,1,13.00
4957,2017-09-07,1,52.00
4958,2017-09-07,1,26.00
4968,2017-09-14,1,92.50
4969,2017-09-12,1,18.50
4970,2017-09-14,1,36.00
4971,2017-09-12,1,18.00
4972,2017-09-14,1,16.00
4973,2017-09-12,1,7.00
4974,2017-09-14,1,12.00
4975,2017-09-14,1,10.00
4976,2017-09-14,1,13.00
4977,2017-09-14,1,78.00
4978,2017-09-12,1,65.00
4979,2017-09-14,1,26.00
4980,2017-09-14,1,117.00
4981,2017-09-12,1,65.00
4982,2017-09-12,1,20.00
4983,2017-09-14,1,14.00
4984,2017-09-14,1,56.00
4985,2017-09-12,1,55.00
4986,2017-09-14,1,14.00
4987,2017-09-14,1,14.00
4988,2017-09-14,1,16.00
4989,2017-09-12,1,7.00
4990,2017-09-14,1,10.00
4991,2017-09-14,1,30.00
4992,2017-09-14,1,28.00
4993,2017-09-14,1,14.00
4994,2017-09-14,1,26.00
4995,2017-09-26,1,55.50
4996,2017-09-26,1,12.00
4997,2017-09-26,1,64.00
4998,2017-09-26,1,65.00
4999,2017-09-26,1,5.00
5000,2017-09-26,1,56.00
5001,2017-09-26,1,30.00
5002,2017-09-26,1,30.00
5003,2017-09-28,1,129.50
5004,2017-10-03,1,74.00
5005,2017-09-28,1,18.00
5006,2017-09-28,1,8.00
5007,2017-09-28,1,10.00
5008,2017-10-03,1,88.00
5009,2017-09-28,1,80.00
5010,2017-09-28,1,39.00
5011,2017-09-28,1,13.00
5012,2017-09-28,1,26.00
5013,2017-09-28,1,91.00
5014,2017-09-28,1,21.00
5015,2017-09-28,1,14.00
5016,2017-09-28,1,14.00
5017,2017-09-28,1,26.00
5018,2017-09-28,1,28.00
5019,2017-09-28,1,8.00
5020,2017-09-28,1,10.00
5021,2017-09-28,1,13.00
5022,2017-09-28,1,5.00
5023,2017-09-28,1,20.00
5024,2017-09-28,1,42.00
5025,2017-10-03,1,49.00
5026,2017-09-28,1,26.00
5027,2017-09-28,1,12.00
5028,2017-09-28,1,30.00
5029,2017-09-28,1,30.00
5030,2017-10-05,1,12.00
5049,2017-10-05,1,12.00
5031,2017-10-05,1,148.00
5032,2017-10-05,1,36.00
5033,2017-10-05,1,4.00
5034,2017-10-05,1,3.00
5035,2017-10-05,1,8.00
5050,2017-10-05,1,8.00
5036,2017-10-05,1,4.00
5051,2017-10-05,1,4.00
5058,2017-10-05,1,12.00
5037,2017-10-05,1,104.00
5038,2017-10-05,1,13.00
5039,2017-10-05,1,15.00
5040,2017-10-05,1,13.00
5052,2017-10-05,1,13.00
5041,2017-10-05,1,16.00
5053,2017-10-05,1,16.00
5042,2017-10-05,1,91.00
5043,2017-10-05,1,26.00
5044,2017-10-05,1,26.00
5045,2017-10-05,1,13.00
5046,2017-10-05,1,21.00
5047,2017-10-05,1,13.00
5048,2017-10-05,1,4.00
5057,2017-10-05,1,4.00
5054,2017-10-05,1,5.00
5055,2017-10-05,1,10.00
5056,2017-10-05,1,70.00
5059,2017-10-05,1,30.00
5060,2017-10-05,1,30.00
5061,2017-10-10,1,55.50
5062,2017-10-10,1,35.00
5063,2017-10-10,1,39.00
5064,2017-10-10,1,16.00
5065,2017-10-10,1,78.00
5066,2017-10-10,1,35.00
5067,2017-10-10,1,16.00
5068,2017-10-10,1,35.00
5069,2017-10-12,1,20.00
5070,2017-10-12,1,36.00
5071,2017-10-12,1,119.00
5072,2017-10-12,1,48.00
5073,2017-10-12,1,36.00
5074,2017-10-12,1,5.00
5075,2017-10-12,1,8.00
5076,2017-10-12,1,4.00
5077,2017-10-12,1,10.00
5078,2017-10-12,1,80.00
5079,2017-10-12,1,26.00
5080,2017-10-12,1,8.00
5081,2017-10-12,1,91.00
5082,2017-10-12,1,26.00
5083,2017-10-12,1,26.00
5084,2017-10-12,1,24.00
5085,2017-10-12,1,28.00
5086,2017-10-12,1,42.00
5087,2017-10-12,1,4.00
5088,2017-10-12,1,36.00
5089,2017-10-12,1,36.00
5090,2017-10-12,1,8.00
5091,2017-10-12,1,4.00
5092,2017-10-12,1,10.00
5093,2017-10-12,1,8.00
5094,2017-10-12,1,5.00
5095,2017-10-12,1,9.00
5096,2017-10-12,1,42.00
5097,2017-10-12,1,4.00
5098,2017-10-12,1,10.00
5099,2017-10-12,1,10.00
5100,2017-10-17,1,30.00
5101,2017-10-17,1,74.00
5102,2017-10-17,1,24.00
5103,2017-10-17,1,65.00
5104,2017-10-17,1,42.00
5105,2017-10-17,1,39.00
5106,2017-10-17,1,24.00
5107,2017-10-17,1,10.00
5108,2017-10-17,1,10.00
5109,2017-10-19,1,36.00
5110,2017-10-19,1,18.00
5111,2017-10-19,1,148.00
5112,2017-10-19,1,6.00
5113,2017-10-19,1,42.00
5114,2017-10-19,1,3.00
5115,2017-10-19,1,4.00
5116,2017-10-19,1,4.00
5117,2017-10-19,1,10.00
5118,2017-10-19,1,8.00
5119,2017-10-19,1,48.00
5120,2017-10-19,1,13.00
5121,2017-10-19,1,28.00
5122,2017-10-19,1,26.00
5123,2017-10-19,1,72.00
5124,2017-10-19,1,4.00
5125,2017-10-19,1,42.00
5126,2017-10-19,1,4.00
5127,2017-10-19,1,4.00
5128,2017-10-19,1,42.00
5129,2017-10-19,1,4.00
5130,2017-10-19,1,4.00
5131,2017-10-19,1,10.00
5132,2017-10-19,1,9.00
5133,2017-10-19,1,4.00
5134,2017-10-19,1,20.00
5135,2017-10-19,1,20.00
5136,2017-10-24,1,12.00
5137,2017-10-24,1,6.00
5138,2017-10-24,1,80.00
5139,2017-10-24,1,64.00
5140,2017-10-24,1,65.00
5141,2017-10-24,1,42.00
5142,2017-10-24,1,55.00
5143,2017-10-26,1,30.00
5144,2017-10-26,1,28.00
5145,2017-10-26,1,24.00
5146,2017-10-26,1,92.50
5147,2017-10-26,1,18.00
5148,2017-10-26,1,20.00
5149,2017-10-26,1,36.00
5150,2017-10-26,1,3.00
5151,2017-10-26,1,8.00
5152,2017-10-26,1,4.00
5153,2017-10-26,1,90.00
5154,2017-10-26,1,40.00
5155,2017-10-26,1,56.00
5156,2017-10-26,1,13.00
5157,2017-10-26,1,13.00
5158,2017-10-26,1,8.00
5159,2017-10-26,1,26.00
5160,2017-10-26,1,28.00
5161,2017-10-26,1,78.00
5162,2017-10-26,1,26.00
5163,2017-10-26,1,66.00
5164,2017-10-26,1,36.00
5165,2017-10-26,1,8.00
5166,2017-10-26,1,4.00
5167,2017-10-26,1,8.00
5168,2017-10-26,1,40.00
5169,2017-11-07,1,12.00
5170,2017-11-07,1,13.00
5171,2017-11-07,1,26.00
5172,2017-11-07,1,65.00
5173,2017-11-07,1,12.00
5198,2017-11-09,1,30.00
5199,2017-11-09,1,10.00
5200,2017-11-09,1,16.00
5201,2017-11-09,1,56.00
5202,2017-11-09,1,50.00
5203,2017-11-09,1,36.00
5204,2017-11-09,1,4.00
5205,2017-11-09,1,10.00
5206,2017-11-09,1,10.00
5174,2017-11-09,1,24.00
5175,2017-11-09,1,111.00
5176,2017-11-09,1,24.00
5177,2017-11-09,1,24.00
5178,2017-11-09,1,30.00
5179,2017-11-09,1,60.00
5180,2017-11-09,1,50.00
5181,2017-11-09,1,10.00
5182,2017-11-09,1,60.00
5183,2017-11-09,1,36.00
5184,2017-11-09,1,104.00
5185,2017-11-09,1,32.00
5186,2017-11-09,1,13.00
5187,2017-11-09,1,26.00
5188,2017-11-09,1,16.00
5189,2017-11-09,1,104.00
5190,2017-11-09,1,13.00
5191,2017-11-09,1,28.00
5192,2017-11-09,1,13.00
5193,2017-11-09,1,13.00
5194,2017-11-09,1,30.00
5195,2017-11-09,1,52.00
5196,2017-11-09,1,4.00
5197,2017-11-09,1,60.00
5207,2017-11-14,1,30.00
5208,2017-11-16,1,54.00
5209,2017-11-16,1,92.50
5210,2017-11-21,1,18.50
5211,2017-11-16,1,48.00
5212,2017-11-16,1,6.00
5213,2017-11-16,1,6.00
5214,2017-11-16,1,40.00
5215,2017-11-16,1,36.00
5216,2017-11-21,1,48.00
5217,2017-11-16,1,4.00
5218,2017-11-14,1,40.00
5219,2017-11-16,1,40.00
5220,2017-11-21,1,10.00
5221,2017-11-16,1,60.00
5222,2017-11-16,1,54.00
5223,2017-11-14,1,39.00
5224,2017-11-16,1,78.00
5225,2017-11-16,1,21.00
5226,2017-11-16,1,14.00
5227,2017-11-21,1,65.00
5228,2017-11-14,1,24.00
5229,2017-11-16,1,32.00
5230,2017-11-16,1,26.00
5231,2017-11-21,1,56.00
5232,2017-11-14,1,18.00
5233,2017-11-16,1,36.00
5234,2017-11-16,1,28.00
5235,2017-11-16,1,28.00
5236,2017-11-14,1,56.00
5237,2017-11-16,1,70.00
5238,2017-11-16,1,4.00
5239,2017-11-16,1,36.00
5240,2017-11-21,1,48.00
5241,2017-11-16,1,40.00
5242,2017-11-16,1,4.00
5243,2017-11-14,1,24.00
5244,2017-11-16,1,32.00
5245,2017-11-14,1,40.00
5246,2017-11-16,1,40.00
5247,2017-11-21,1,10.00
5248,2017-11-16,1,54.00
5249,2017-11-16,1,10.00
5250,2017-11-16,1,4.00
5251,2017-11-16,1,20.00
5252,2017-11-16,1,20.00
5253,2017-11-23,1,36.00
5254,2017-11-23,1,148.00
5255,2017-11-23,1,40.00
5256,2017-11-23,1,90.00
5257,2017-11-23,1,4.00
5258,2017-11-23,1,4.00
5259,2017-11-23,1,40.00
5260,2017-11-23,1,80.00
5261,2017-11-23,1,72.00
5262,2017-11-23,1,26.00
5263,2017-11-23,1,14.00
5264,2017-11-23,1,13.00
5265,2017-11-23,1,52.00
5266,2017-11-23,1,8.00
5267,2017-11-23,1,26.00
5268,2017-11-23,1,70.00
5269,2017-11-23,1,42.00
5270,2017-11-23,1,42.00
5271,2017-11-23,1,42.00
5272,2017-11-23,1,4.00
5273,2017-11-23,1,36.00
5274,2017-11-23,1,90.00
5275,2017-11-23,1,40.00
5276,2017-11-23,1,4.00
5277,2017-11-23,1,4.00
5278,2017-11-23,1,8.00
5279,2017-11-23,1,40.00
5280,2017-11-23,1,72.00
5281,2017-11-23,1,20.00
5282,2017-11-23,1,4.00
5283,2017-11-23,1,20.00
5284,2017-11-23,1,20.00
5285,2017-11-21,1,24.00
5286,2017-11-21,1,18.50
5287,2017-11-21,1,50.00
5288,2017-11-21,1,25.00
5289,2017-11-21,1,50.00
5290,2017-11-21,1,70.00
5291,2017-11-21,1,70.00
5292,2017-11-21,1,24.00
5293,2017-11-21,1,50.00
5294,2017-11-21,1,25.00
5295,2017-11-30,1,12.00
5296,2017-11-30,1,24.00
5297,2017-11-30,1,18.50
5298,2017-11-30,1,16.00
5299,2017-11-30,1,90.00
5300,2017-11-30,1,30.00
5301,2017-11-30,1,4.00
5302,2017-11-30,1,24.00
5303,2017-11-30,1,30.00
5304,2017-11-30,1,45.00
5305,2017-11-30,1,24.00
5306,2017-11-30,1,1.00
5307,2017-11-30,1,8.00
5308,2017-11-30,1,26.00
5309,2017-11-30,1,12.00
5310,2017-11-30,1,70.00
5311,2017-11-30,1,4.00
5312,2017-11-30,1,24.00
5313,2017-11-30,1,12.00
5314,2017-11-30,1,30.00
5315,2017-11-30,1,90.00
5316,2017-11-30,1,4.00
5317,2017-11-30,1,24.00
5318,2017-11-30,1,8.00
5319,2017-11-30,1,45.00
5320,2017-11-30,1,4.00
5321,2017-11-30,1,10.00
5322,2017-11-30,1,10.00
5323,2017-12-05,1,18.00
5324,2017-12-05,1,50.00
5325,2017-12-05,1,6.00
5326,2017-12-05,1,20.00
5327,2017-12-05,1,39.00
5328,2017-12-05,1,56.00
5329,2017-12-05,1,18.00
5330,2017-12-05,1,50.00
5331,2017-12-05,1,6.00
5332,2017-12-07,1,12.00
5333,2017-12-12,1,8.00
5334,2017-12-07,1,48.00
5335,2017-12-07,1,92.00
5336,2017-12-12,1,74.00
5337,2017-12-07,1,32.00
5338,2017-12-07,1,120.00
5339,2017-12-07,1,12.00
5340,2017-12-12,1,50.00
5341,2017-12-07,1,4.00
5342,2017-12-07,1,4.00
5343,2017-12-07,1,24.00
5344,2017-12-12,1,18.00
5345,2017-12-07,1,8.00
5346,2017-12-07,1,10.00
5347,2017-12-07,1,50.00
5348,2017-12-07,1,81.00
5349,2017-12-07,1,16.00
5350,2017-12-07,1,88.00
5351,2017-12-07,1,14.00
5352,2017-12-12,1,70.00
5353,2017-12-07,1,104.00
5354,2017-12-07,1,26.00
5355,2017-12-07,1,14.00
5356,2017-12-07,1,28.00
5357,2017-12-07,1,48.00
5358,2017-12-07,1,12.00
5359,2017-12-12,1,8.00
5360,2017-12-07,1,12.00
5361,2017-12-12,1,50.00
5362,2017-12-07,1,120.00
5363,2017-12-07,1,4.00
5364,2017-12-07,1,4.00
5365,2017-12-07,1,24.00
5366,2017-12-12,1,18.00
5367,2017-12-07,1,10.00
5368,2017-12-07,1,81.00
5369,2017-12-07,1,10.00
5370,2017-12-07,1,20.00
5371,2017-12-07,1,20.00
5372,2017-12-14,1,26.00
5373,2017-12-14,1,12.00
5374,2017-12-14,1,42.00
5375,2017-12-14,1,148.00
5376,2017-12-14,1,16.00
5377,2017-12-14,1,4.00
5378,2017-12-14,1,120.00
5379,2017-12-14,1,18.00
5380,2017-12-14,1,21.00
5381,2017-12-14,1,4.00
5382,2017-12-14,1,4.00
5383,2017-12-14,1,42.00
5384,2017-12-14,1,9.00
5385,2017-12-14,1,40.00
5386,2017-12-14,1,80.00
5387,2017-12-14,1,14.00
5388,2017-12-14,1,26.00
5389,2017-12-14,1,104.00
5390,2017-12-14,1,26.00
5391,2017-12-14,1,14.00
5392,2017-12-14,1,26.00
5393,2017-12-14,1,6.00
5394,2017-12-14,1,42.00
5395,2017-12-14,1,42.00
5396,2017-12-14,1,12.00
5397,2017-12-14,1,18.00
5398,2017-12-14,1,120.00
5399,2017-12-14,1,21.00
5400,2017-12-14,1,4.00
5401,2017-12-14,1,4.00
5402,2017-12-14,1,42.00
5403,2017-12-14,1,6.00
5404,2017-12-14,1,9.00
5405,2017-12-14,1,26.00
5406,2017-12-14,1,30.00
5407,2017-12-14,1,30.00
5408,2017-12-19,1,48.00
5409,2017-12-19,1,20.00
5410,2017-12-19,1,70.00
5411,2017-12-19,1,12.00
5412,2017-12-19,1,120.00
5413,2017-12-19,1,16.00
5414,2017-12-19,1,70.00
5415,2017-12-19,1,20.00
5416,2017-12-19,1,48.00
5417,2017-12-19,1,70.00
5418,2017-12-19,1,12.00
5419,2017-12-19,1,20.00
4207,2017-12-22,2,50000.00
4193,2017-12-22,2,400.00
288,2017-12-22,2,350.00
4155,2017-12-22,2,660000.00
4091,2017-12-22,2,1200.00
3241,2017-12-22,2,65.00
4102,2017-12-22,2,240.00
4101,2017-12-22,2,400.00
293,2017-12-22,2,1000.00
4118,2017-12-22,2,200.00
4122,2017-12-22,2,400.00
2303,2017-12-22,2,250.00
4179,2017-12-22,2,250.00
295,2017-12-22,2,50000.00
4216,2017-12-22,2,10000.00
4213,2017-12-22,2,20.00
1654,2017-12-22,2,20.00
4114,2017-12-22,2,4.00
4195,2017-12-22,2,8500.00
4119,2017-12-22,2,100.00
4590,2017-12-22,2,100000.00
286,2017-12-22,2,1.00
2289,2017-12-22,2,200.00
4093,2017-12-22,2,300.00
4075,2017-12-22,2,450.00
4187,2017-12-22,2,210.00
4210,2017-12-22,2,4.30
2288,2017-12-22,2,10.00
4416,2017-12-22,2,100.00
490,2017-12-22,2,100.00
2287,2017-12-22,2,10.00
4095,2017-12-22,2,350.00
2286,2017-12-22,2,1000.00
4097,2017-12-22,2,10000.00
2333,2017-12-22,2,15.00
4099,2017-12-22,2,140.00
1903,2017-12-22,2,30.00
1903,2017-12-22,2,10.00
3613,2017-12-22,2,20.00
2300,2017-12-22,2,200.00
4409,2017-12-22,2,200.00
2285,2017-12-22,2,20000.00
2284,2017-12-22,2,1000.00
4198,2017-12-22,2,50.00
4085,2017-12-22,2,500.00
2281,2017-12-22,2,0.75
4150,2017-12-22,2,1.75
4415,2017-12-22,2,100.00
4149,2017-12-22,2,50000.00
4148,2017-12-22,2,7000.00
4176,2017-12-22,2,200.00
4206,2017-12-22,2,25.00
1780,2017-12-22,2,500.00
4147,2017-12-22,2,25000.00
2795,2017-12-22,2,2000.00
4418,2017-12-22,2,10000.00
4197,2017-12-22,2,4.00
2305,2017-12-22,2,1200.00
4146,2017-12-22,2,37500.00
2277,2017-12-22,2,30.00
4086,2017-12-22,2,1250.00
204,2017-12-22,2,50.00
4183,2017-12-22,2,7500.00
4172,2017-12-22,2,45000.00
4131,2017-12-22,2,2500.00
4079,2019-12-01,2,15.00
4078,2017-12-22,2,250.00
2326,2017-12-22,2,20.00
4098,2017-12-22,2,125.00
2736,2017-12-22,2,7000.00
4156,2017-12-22,2,1000.00
2737,2017-12-22,2,600.00
2275,2017-12-22,2,2.50
479,2017-12-22,2,1.00
4113,2017-12-22,2,5.00
2274,2017-12-22,2,100.00
4087,2017-12-22,2,400.00
4089,2017-12-22,2,50.00
4088,2017-12-22,2,60.00
4073,2017-12-22,2,50.00
255,2017-12-22,2,400000.00
2273,2017-12-22,2,50000.00
4177,2017-12-22,2,50000.00
2271,2017-12-22,2,450.00
4106,2017-12-22,2,1500.00
2325,2017-12-22,2,500.00
3009,2017-12-22,2,1500.00
4154,2017-12-22,2,5000.00
3240,2017-12-22,2,2000.00
2270,2017-12-22,2,5000.00
4145,2017-12-22,2,50000.00
4092,2017-12-22,2,150.00
1605,2017-12-22,2,175.00
2269,2017-12-22,2,70.00
4184,2017-12-22,2,250.00
4072,2017-12-22,2,100.00
4214,2017-12-22,2,25.00
3895,2017-12-22,2,800.00
4096,2017-12-22,2,1000.00
4077,2017-12-22,2,600.00
4192,2017-12-22,2,100.00
3610,2017-12-22,2,1000.00
4094,2017-12-22,2,10000.00
306,2017-12-22,2,1.00
502,2017-12-22,2,2.00
4117,2017-12-22,2,50.00
4109,2017-12-31,2,450.00
4070,2017-12-31,2,75.00
684,2017-12-31,2,250.00
4215,2017-12-31,2,10000.00
2733,2017-12-31,2,200.00
2758,2017-12-31,2,5000.00
4157,2017-12-31,2,5000.00
4201,2017-12-31,2,50.00
4202,2017-12-31,2,50.00
2304,2017-12-31,2,100.00
4108,2017-12-31,2,200.00
523,2017-12-31,2,2500.00
2266,2017-12-31,2,2000.00
4107,2017-12-31,2,2500.00
4100,2017-12-31,2,4000.00
4191,2017-12-31,2,200.00
4209,2017-12-31,2,6.50
246,2017-12-31,2,2500.00
524,2017-12-31,2,700.00
4153,2017-12-31,2,5000.00
2794,2017-12-31,2,6000.00
4142,2017-12-31,2,5000.00
4143,2017-12-31,2,5000.00
2249,2017-12-31,2,500.00
3722,2017-12-31,2,3000.00
1839,2017-12-31,2,20.00
2297,2017-12-31,2,100.00
2298,2017-12-31,2,100.00
3242,2017-12-31,2,100.00
2260,2017-12-31,2,50.00
4110,2017-12-31,2,200.00
2301,2017-12-31,2,15.00
4076,2017-12-31,2,200.00
4182,2017-12-31,2,500.00
4103,2017-12-31,2,20000.00
2256,2017-12-31,2,100.00
4104,2017-12-31,2,750.00
2411,2017-12-31,2,1000.00
1777,2017-12-31,2,10.00
2412,2017-12-31,2,10.00
4128,2017-12-31,2,5000.00
3072,2017-12-31,2,2000.00
4173,2017-12-31,2,4500.00
4414,2017-12-31,2,100.00
4413,2017-12-31,2,100.00
4090,2017-12-31,2,250.00
4410,2017-12-31,2,400.00
4160,2017-12-31,2,200.00
4069,2017-12-31,2,250.00
2735,2017-12-31,2,4000.00
4164,2017-12-31,2,5000.00
2254,2017-12-31,2,1.00
4190,2017-12-31,2,250.00
4181,2017-12-31,2,250.00
4137,2017-12-11,2,3500.00
2410,2017-12-31,2,1000.00
4161,2017-12-31,2,65000.00
4136,2017-12-31,2,6000.00
4127,2017-12-31,2,100.00
4105,2017-12-31,2,20.00
4068,2017-12-31,2,100.00
2253,2017-12-31,2,10000.00
4135,2017-12-31,2,20000.00
3006,2017-12-31,2,400.00
4134,2017-12-31,2,10000.00
2248,2017-12-31,2,5000.00
2793,2017-12-31,2,7500.00
4067,2017-12-31,2,125.00
2732,2017-12-31,2,50.00
4412,2017-12-31,2,25000.00
4168,2017-12-31,2,3200.00
448,2017-12-31,2,1.00
302,2017-12-31,2,0.25
