id,vegetal,action,materiel_id,stock,plan palette,memo,main oeuvre,rendement,nb graine,vegetal,semaine début,semaine fin,action,rendement,anticipation,hebdomadaire,actif,conversion,date mise à jour
574,246,2,,23,,,,,,,03,03,,1.00,0.00,0,1,1.00,
575,247,2,,23,,,,,,,03,03,,1.00,0.00,0,1,1.00,
576,248,2,,23,,,,,,,03,03,,1.00,0.00,0,1,1.00,
577,249,2,,23,,,,,,,03,03,,1.00,0.00,0,1,1.00,
578,250,2,,23,,,,,,,03,03,,1.00,0.00,0,1,1.00,
579,251,2,,23,,,,,,,03,03,,1.00,0.00,0,1,1.00,
580,252,2,,23,,,,,,,03,03,,1.00,0.00,0,1,1.00,
581,253,2,,23,,,,,,,03,03,,1.00,0.00,0,1,1.00,2/10/2020 11:31:19
582,254,2,,23,,,,,,,03,03,,1.00,0.00,0,1,1.00,
583,255,2,,23,,,,,,,03,03,,1.00,0.00,0,1,1.00,
584,256,2,,23,,,,,,,03,03,,1.00,0.00,0,1,1.00,
585,257,2,,23,,,,,,,03,03,,1.00,0.00,0,1,1.00,
586,258,2,,23,,,,,,,03,03,,1.00,0.00,0,1,1.00,
587,259,2,,23,,,,,,,03,03,,1.00,0.00,0,1,1.00,
589,261,2,,23,,,,,,,03,03,,1.00,0.00,0,1,1.00,
590,262,2,,23,,,,,,,03,03,,1.00,0.00,0,1,1.00,
591,264,2,,23,,,,,,,03,03,,1.00,0.00,0,1,1.00,
592,265,2,,23,,,,,,,03,03,,1.00,1.00,0,1,1.00,
593,266,2,,23,,,,,,,03,03,,1.00,0.00,0,1,1.00,
594,267,2,,23,,,,,,,03,03,,1.00,0.00,0,1,1.00,
595,268,2,,23,,,,,,,02,02,,1.00,0.00,0,1,1.00,
596,269,2,,23,,,,,,,03,03,,1.00,0.00,0,1,1.00,
597,270,2,,23,,,,,,,03,03,,1.00,1.00,0,1,1.00,
598,271,2,,23,,,,,,,03,03,,1.00,1.00,0,1,1.00,
599,272,2,,23,,,,,,,03,03,,1.00,1.00,0,1,1.00,
600,273,2,,23,,,,,,,03,03,,1.00,0.00,0,1,1.00,
602,275,2,,23,,,,,,,03,03,,1.00,0.00,0,1,1.00,
603,276,2,,23,,,,,,,02,02,,1.00,0.00,0,1,1.00,17/10/2022 11:30:02
604,277,2,,23,,,,,,,03,03,,1.00,0.00,0,1,1.00,
605,278,2,,23,,,,,,,03,03,,1.00,0.00,0,1,1.00,
607,280,2,,23,,,,,,,03,03,,1.00,0.00,0,1,1.00,
608,281,2,,23,,,,,,,03,03,,1.00,0.00,0,1,1.00,
610,284,2,,23,,,,,,,03,03,,1.00,0.00,0,1,1.00,
611,287,2,,23,,,,,,,03,03,,1.00,0.00,0,1,1.00,
612,288,2,,23,,,,,,,03,03,,1.00,0.00,0,1,1.00,
613,289,2,,23,,,,,,,03,03,,1.00,0.00,0,1,1.00,
614,290,2,,23,,,,,,,03,03,,1.00,0.00,0,1,1.00,16/11/2021 08:48:05
616,292,2,,23,,,,,,,03,03,,1.00,0.00,0,1,1.00,
617,293,2,,23,,,,,,,03,03,,1.00,0.00,0,1,1.00,
618,294,2,,23,,,,,,,03,03,,1.00,0.00,0,1,1.00,
619,296,2,,23,,,,,,,03,03,,1.00,0.00,0,1,1.00,
620,297,2,,23,,,,,,,03,03,,1.00,0.00,0,1,1.00,
621,299,2,,23,,,,,,,03,03,,1.00,0.00,0,1,1.00,
622,300,2,,23,,,,,,,03,03,,1.00,0.00,0,1,1.00,
623,301,2,,23,,,,,,,03,03,,1.00,0.00,0,1,1.00,
624,302,2,,23,,,,,,,03,03,,1.00,0.00,0,1,1.00,
625,303,2,,23,,,,,,,03,03,,1.00,0.00,0,1,1.00,
626,304,2,,23,,,,,,,03,03,,1.00,0.00,0,1,1.00,
627,305,2,,23,,,,,,,03,03,,1.00,0.00,0,1,1.00,
628,306,2,,23,,,,,,,03,03,,1.00,0.00,0,1,1.00,
629,307,2,,23,,,,,,,03,03,,1.00,0.00,0,1,1.00,
630,308,2,,23,,,,,,,03,03,,1.00,0.00,0,1,1.00,
631,309,2,,23,,,,,,,03,03,,1.00,0.00,0,1,1.00,
632,310,2,,23,,,,,,,03,03,,1.00,0.00,0,1,1.00,
634,313,2,,23,,,,,,,03,03,,1.00,0.00,0,1,1.00,
635,314,2,,23,,,,,,,03,03,,1.00,0.00,0,1,1.00,
636,315,2,,23,,,,,,,03,03,,1.00,0.00,0,1,1.00,
637,316,2,,23,,,,,,,03,03,,1.00,0.00,0,1,1.00,
638,317,2,,23,,,,,,,03,03,,1.00,0.00,0,1,1.00,
639,318,2,,23,,,,,,,03,03,,1.00,0.00,0,1,1.00,
640,319,2,,23,,,,,,,03,03,,1.00,0.00,0,1,1.00,
641,320,2,,23,,,,,,,03,03,,1.00,0.00,0,1,1.00,
643,322,2,,23,,,,,,,03,03,,1.00,0.00,0,1,1.00,
644,323,2,,23,,,,,,,03,03,,1.00,0.00,0,1,1.00,
645,324,2,,23,,,,,,,03,03,,1.00,0.00,0,1,1.00,
646,325,2,3,23,,,,,,,03,03,,1.00,0.00,0,1,1.00,
647,326,2,,23,,,,,,,03,03,,1.00,0.00,0,1,1.00,
648,327,2,,23,,,,,,,10,10,,1.00,0.00,0,1,1.00,11/10/2022 16:30:28
650,329,2,,23,,,,,,,03,03,,1.00,0.00,0,1,1.00,
651,330,2,,23,,,,,,,03,03,,1.00,0.00,0,1,1.00,
654,333,2,,23,,,,,,,03,03,,1.00,0.00,0,1,1.00,
655,334,2,,23,,,,,,,03,03,,1.00,1.00,0,1,1.00,
656,335,2,,23,,,,,,,03,03,,1.00,0.00,0,1,1.00,
657,336,2,,23,,,,,,,03,03,,1.00,0.00,0,1,1.00,
658,337,2,,23,,,,,,,03,03,,1.00,0.00,0,1,1.00,
659,338,2,,23,,,,,,,03,03,,1.00,0.00,0,1,1.00,
660,339,2,,23,,,,,,,03,03,,1.00,0.00,0,1,1.00,
662,342,2,,23,,,,,,,03,03,,1.00,0.00,0,1,1.00,
663,343,2,,23,,,,,,,03,03,,1.00,0.00,0,1,1.00,
664,344,2,,23,,,,,,,03,03,,1.00,0.00,0,1,1.00,
666,346,2,,23,,,,,,,03,03,,1.00,0.00,0,1,1.00,
667,347,2,,23,,,,,,,03,03,,1.00,0.00,0,1,1.00,
669,349,2,,23,,,,,,,03,03,,1.00,0.00,0,1,1.00,
670,350,2,,23,,,,,,,03,03,,1.00,0.00,0,1,1.00,
672,352,2,,23,,,,,,,03,03,,1.00,0.00,0,1,1.00,
673,353,2,,23,,,,,,,03,03,,1.00,0.00,0,1,1.00,
674,354,2,,23,,,,,,,03,03,,1.00,0.00,0,1,1.00,
676,356,2,,23,,,,,,,03,03,,1.00,0.00,0,1,1.00,
677,357,2,,23,,,,,,,03,03,,1.00,0.00,0,1,1.00,
678,358,1,,23,,,,,,,01,01,,1.00,0.00,0,1,1.00,
679,359,2,,23,,,,,,,03,03,,1.00,0.00,0,1,1.00,
680,360,2,,23,,,,,,,03,03,,1.00,0.00,0,1,1.00,
681,361,2,,23,,,,,,,03,03,,1.00,0.00,0,1,1.00,
682,362,2,,23,,,,,,,03,03,,1.00,0.00,0,1,1.00,
683,363,2,,23,,,,,,,03,03,,1.00,0.00,0,1,1.00,
685,365,2,,23,,,,,,,03,03,,1.00,0.00,0,1,1.00,
686,366,2,,23,,,,,,,03,03,,1.00,0.00,0,1,1.00,
687,367,2,,23,,,,,,,03,03,,1.00,0.00,0,1,1.00,
688,368,2,,23,,,,,,,03,03,,1.00,0.00,0,1,1.00,25/11/2021 10:12:34
689,369,2,,23,,,,,,,03,03,,1.00,0.00,0,1,1.00,
690,370,2,,23,,,,,,,03,03,,1.00,0.00,0,1,1.00,
691,371,2,,23,,,,,,,03,03,,1.00,0.00,0,1,1.00,
692,372,2,,23,,,,,,,03,03,,1.00,0.00,0,1,1.00,
693,373,2,,23,,,,,,,03,03,,1.00,0.00,0,1,1.00,
694,374,2,,23,,,,,,,03,03,,1.00,0.00,0,1,1.00,
695,375,2,,23,,,,,,,03,03,,1.00,0.00,0,1,1.00,
696,376,2,,23,,,,,,,03,03,,1.00,0.00,0,1,1.00,
698,378,2,,23,,,,,,,03,03,,1.00,1.00,0,1,1.00,
700,380,32,,86,3,Mettre au frigo,,,,,14,14,1.00,1.00,0.00,0,1,1.00,
707,136,2,,16,,,,,,,15,15,,1.00,0.00,0,1,1.00,
708,139,2,,16,,,,,,,03,13,,1.00,0.00,0,1,1.00,
710,141,2,,23,,,1,,,,03,03,1.00,1.00,0.00,0,1,1.00,
712,143,2,,23,,,,,,,03,03,,1.00,0.00,0,1,1.00,
713,208,2,,23,,,,,,,03,03,,1.00,0.00,0,1,1.00,
714,8,24,20,86,7,S18/s19/s22,3,,,291,40,40,1.00,0.90,5.00,0,1,1.00,10/11/2022 14:04:02
723,5,33,,86,1,,1,,,432,25,52,1.00,0.97,2.00,1,1,1.00,
724,5,35,,,,,5,,,432,25,52,1.00,0.95,1.00,1,1,1.00,
747,385,19,,,,,,,,,27,27,,1.00,0.00,0,1,1.00,
748,385,20,8,,,,,,,,30,30,,0.98,0.00,0,1,1.00,
749,385,21,,,,,,,,,30,30,,0.97,0.00,0,1,1.00,
750,385,24,20,86,7,white satin 26,,,,,38,38,,1.00,0.00,0,1,1.00,15/11/2022 15:42:05
751,385,32,,86,7,,,,,8,45,45,1.00,1.00,0.00,0,1,1.00,
752,385,33,,86,29,,,,,8,45,45,1.00,0.95,2.00,0,1,1.00,
753,385,35,,,1,,,,,8,02,22,1.00,0.95,1.00,1,1,1.00,
768,386,19,,,,,1,,,377,25,36,5.00,0.95,1.00,0,1,1.00,
769,386,20,8,,,,10,,,377,27,36,20.00,0.98,1.00,0,1,1.00,
770,386,21,,,,,1,,,377,27,36,20.00,0.97,1.00,0,1,1.00,
771,386,24,20,86,7,Gold nugget 26,4,,,377,38,38,20.00,0.98,1.00,0,1,1.00,15/11/2022 15:42:37
772,386,32,,86,7,,1,,,377,45,52,1.00,1.00,1.00,0,1,1.00,
774,386,35,,,1,,1,,,377,10,10,1.00,0.95,1.00,1,1,1.00,
789,10,19,,,,,,,,377,15,36,1.00,1.00,0.00,0,1,1.00,
790,10,20,8,,,,10,,,377,15,36,1.00,0.98,0.00,0,1,1.00,
792,10,21,,3,,,2,,,377,15,36,1.00,0.97,0.00,0,1,1.00,
793,10,24,20,86,7,purple sun 24,3,,,377,45,48,1.00,0.90,5.00,0,1,1.00,10/11/2022 15:48:08
794,10,32,,86,7,Utiliser la bâche de récolte pour limiter la casse. Si carotte casse : arrêter car manque d'eau,,,,377,32,45,1.00,0.95,0.00,0,1,1.00,
795,10,33,,86,29,Utiliser la bâche de récolte pour limiter la casse. Si carotte casse : arrêter car manque d'eau,,,,377,32,45,1.00,0.99,2.00,1,1,1.00,
834,31,33,,85,1,,,,,207,16,18,2.00,0.59,2.00,1,1,1.00,
835,31,35,,,1,,,,,207,15,18,2.00,0.97,1.00,1,1,1.00,
838,32,33,,85,1,,,,,213,01,20,2.00,0.90,2.00,1,1,1.00,
839,32,35,,,1,,,,,213,02,18,2.00,0.95,1.00,1,1,1.00,
877,41,34,,,,,,,,374,28,52,2.00,0.98,1.00,1,1,1.00,
883,4,35,,,,,,,,101,18,50,2.00,0.93,1.00,1,1,1.00,
884,4,33,,85,1,,,,,100,18,50,2.00,0.95,2.00,1,1,1.00,2/6/2022 15:59:49
897,43,32,,,3,,,,,354,25,28,,1.00,0.00,0,1,1.00,
898,43,33,,85,37,,,,,354,25,28,1.00,0.95,2.00,1,1,1.00,
899,43,35,,,,,,,,354,25,27,1.00,0.95,1.00,1,1,1.00,
921,47,32,,84,29,,,,,390,25,36,,0.95,1.00,0,1,1.00,16/6/2022 16:49:22
927,392,32,,84,1,,,,,462,01,52,1.00,0.95,1.00,0,1,1.00,
928,392,33,,85,1,,,,,462,01,52,1.00,0.95,2.00,1,1,1.00,
934,295,33,,85,3,,,,,184,01,19,1.00,0.95,2.00,1,1,1.00,
935,295,35,,,,,,,,184,01,20,1.00,0.95,1.00,1,1,1.00,
951,169,32,,,7,,,,,164,01,52,,1.00,0.00,0,1,1.00,
952,169,33,,86,2,,,,,164,01,52,1.00,0.95,2.00,1,1,1.00,
953,169,35,,,,,,,,164,01,52,1.00,0.95,1.00,1,1,1.00,
957,90,32,,84,7,,,,,,42,42,2.00,1.00,0.00,0,1,1.00,
958,90,33,,85,7,,,,,,42,42,2.00,0.95,2.00,0,1,1.00,
959,90,35,,,2,,,,,,45,52,2.00,0.95,1.00,1,1,1.00,
975,64,32,,86,3,,,,,379,13,28,2.00,1.00,1.00,1,1,1.00,9/6/2022 14:35:27
976,64,33,,86,3,,,,,379,13,28,2.00,0.98,2.00,1,1,1.00,9/6/2022 14:35:28
977,64,35,,,2,,,,,379,13,30,2.00,0.95,1.00,1,1,1.00,
987,80,32,,86,1,,,,,411,21,25,2.00,1.00,1.00,0,1,1.00,
988,80,33,,84,1,,,,,411,21,25,2.00,0.95,2.00,1,1,1.00,
989,80,35,,,,,,,,411,21,25,2.00,0.95,1.00,1,1,1.00,
999,81,32,,86,3,,1,,,292,46,52,2.00,1.00,1.00,0,1,1.00,
1000,81,33,,86,3,,1,,,292,46,52,2.00,0.99,2.00,0,1,1.00,
1001,81,35,,,2,,5,,,292,46,52,2.00,0.95,1.00,1,1,1.00,
1011,83,32,,84,2,,,,,250,10,16,2.00,1.00,1.00,0,1,1.00,
1012,83,33,,84,2,,,,,250,10,16,2.00,0.95,2.00,1,1,1.00,
1013,83,35,,,,,,,,250,11,16,2.00,0.95,1.00,1,1,1.00,
1017,394,49,,,,,,,,394,01,52,1.00,0.95,1.00,0,1,1.00,
1018,394,19,,16,4,,1,,,394,01,52,1.00,0.95,0.00,0,1,1.00,
1023,87,32,,84,3,ne pas mettre les tomate au frigo température d'entreposage est de 12 degrés,1,,,407,28,44,1.00,1.00,3.00,0,1,1.00,
1024,87,33,,84,3,,1,,,407,28,44,2.00,0.95,2.00,1,1,1.00,
1025,87,35,,,,,5,,,407,28,44,2.00,0.95,1.00,1,1,1.00,
1038,31,34,15,,,,,,,207,15,18,2.00,0.95,1.00,1,1,1.00,
1062,94,32,,84,2,,,,,264,01,52,,1.00,0.00,0,1,1.00,
1065,94,35,,,,,,,,264,01,52,,1.00,0.00,0,1,1.00,
1067,95,1,,23,,,,,,,01,01,,1.00,0.00,0,1,1.00,
1068,95,2,,23,,,,,,,03,03,,1.00,0.00,0,1,1.00,
1339,116,14,,16,,,1,,,202,26,26,1.00,0.99,1.00,0,1,1.00,
1340,116,15,,16,4,,2,,,202,28,30,1.00,0.95,1.00,0,1,1.00,
1381,119,16,,16,,,,,,,01,52,,1.00,0.00,0,1,1.00,9/6/2022 16:27:39
1385,119,15,,16,1,,,,,,01,52,,1.00,0.00,0,1,1.00,
1441,123,10,,16,,,,,,,01,52,,1.00,0.00,0,1,1.00,9/6/2022 16:06:47
1444,123,14,,16,,,,,,,01,52,,1.00,0.00,0,1,1.00,9/6/2022 16:06:49
1445,123,15,,16,1,,,,,,01,52,,1.00,0.00,0,1,1.00,
1456,124,10,,16,,,,,,254,01,52,,1.00,0.00,0,1,1.00,9/6/2022 16:06:57
1459,124,14,,16,,,,,,254,01,52,,1.00,0.00,0,1,1.00,9/6/2022 16:06:56
1460,124,15,,16,1,,,,,254,01,52,,1.00,0.00,0,1,1.00,
1471,125,10,,16,,,,,,,01,52,,1.00,0.00,0,1,1.00,9/6/2022 16:07:05
1474,125,14,,16,,,,,,,01,52,,1.00,0.00,0,1,1.00,9/6/2022 16:07:04
1475,125,15,,16,1,,,,,,01,52,,1.00,0.00,0,1,1.00,
1486,126,10,,,,,,,,,01,52,,1.00,0.00,0,1,1.00,
1489,126,14,,,,,,,,,01,52,,1.00,0.00,0,1,1.00,
1490,126,15,,16,1,,,,,,01,52,,1.00,0.00,0,1,1.00,
1606,134,1,,23,,,,,,,01,01,,1.00,0.00,0,1,1.00,
1614,134,2,,23,,,,,,,03,03,,1.00,0.00,0,1,1.00,
1619,135,1,,23,,,1,,,,01,01,1.00,1.00,0.00,0,1,1.00,
1620,135,2,,23,,,1,,,,03,03,1.00,1.00,0.00,0,1,1.00,
1621,186,1,,23,,,,,,,01,01,,1.00,0.00,0,1,1.00,
1622,186,2,,23,,,,,,,03,03,,1.00,0.00,0,1,1.00,
1623,282,1,,23,,,,,,,01,01,,1.00,0.00,0,1,1.00,
1624,282,2,,23,,,,,,,03,03,,1.00,0.00,0,1,1.00,
1625,286,1,,23,,,,,,,01,01,,1.00,0.00,0,1,1.00,
1626,286,2,,23,,,,,,,03,03,,1.00,0.00,0,1,1.00,
1627,388,1,,23,,,,,,,01,01,,1.00,0.00,0,1,1.00,
1628,388,2,,23,,,,,,,03,03,,1.00,0.00,0,1,1.00,
1629,389,1,,23,,,,,,,01,01,,1.00,0.00,0,1,1.00,
1630,389,2,,23,,,,,,,03,03,,1.00,0.00,0,1,1.00,
1631,390,1,,23,,,,,,,01,01,,1.00,0.00,0,1,1.00,
1632,390,2,,23,,,,,,,03,03,,1.00,0.00,0,1,1.00,
1668,403,14,,16,,,,,,238,16,17,1.00,0.95,1.00,0,1,1.00,9/6/2022 16:16:23
1669,403,15,,16,21,,,,,238,19,19,1.00,0.95,1.00,0,1,1.00,
1683,404,14,,16,,,1,,,168,12,12,,1.00,1.00,0,1,1.00,
1684,404,15,,16,21,,1,,,168,18,24,,1.00,1.00,0,1,1.00,
1698,405,14,,16,,,,,,365,35,35,,1.00,0.00,0,1,1.00,9/6/2022 16:06:27
1699,405,15,,16,21,,,,,365,36,40,,1.00,0.00,0,1,1.00,
1758,409,14,,62,,,1,,,371,10,10,1.00,1.00,1.00,0,1,1.00,
1759,409,15,,16,21,,1,,,371,18,21,1.00,1.00,1.00,0,1,1.00,
1798,414,1,,23,,,,,,,01,01,,1.00,0.00,0,1,1.00,
1799,414,2,,23,,,,,,,03,03,,1.00,0.00,0,1,1.00,
1800,415,1,,23,,,,,,,01,01,,1.00,0.00,0,1,1.00,12/12/2025 09:39:14
1801,415,2,,23,,,,,,,03,03,,1.00,0.00,0,1,1.00,12/12/2025 09:39:14
1802,416,1,,23,,,,,,,01,01,,1.00,0.00,0,1,1.00,
1803,416,2,,23,,,,,,,03,03,,1.00,0.00,0,1,1.00,
1804,417,1,,23,,,,,,,01,01,,1.00,0.00,0,1,1.00,
1805,417,2,,23,,,,,,,03,03,,1.00,0.00,0,1,1.00,
1808,419,1,,23,,,,,,,01,01,,1.00,0.00,0,1,1.00,
1809,419,2,,23,,,,,,,03,03,,1.00,0.00,0,1,1.00,
1810,420,1,,23,,,,,,,01,01,,1.00,0.00,0,1,1.00,
1811,420,2,,23,,,,,,,03,03,,1.00,0.00,0,1,1.00,
1812,421,1,,23,,,,,,,01,01,,1.00,0.00,0,1,1.00,
1813,421,2,,23,,,,,,,03,03,,1.00,0.00,0,1,1.00,
1814,422,1,,23,,,,,,,01,01,,1.00,0.00,0,1,1.00,
1815,422,2,,23,,,,,,,03,03,,1.00,0.00,0,1,1.00,
1816,423,1,,23,,,,,,,01,01,,1.00,0.00,0,1,1.00,
1817,423,2,,23,,,,,,,03,03,,1.00,0.00,0,1,1.00,
1818,424,1,,23,,,,,,,01,01,,1.00,1.00,0,1,1.00,
1819,424,2,,23,,,,,,,03,03,,1.00,1.00,0,1,1.00,
1820,425,1,,23,,,,,,,01,01,,1.00,0.00,0,1,1.00,
1821,425,2,,23,,,,,,,03,03,,1.00,0.00,0,1,1.00,
1824,427,1,,23,,,,,,,01,01,,1.00,0.00,0,1,1.00,
1825,427,2,,23,,,,,,,03,03,,1.00,0.00,0,1,1.00,
1826,428,1,,23,,,,,,,01,01,,1.00,0.00,0,1,1.00,
1827,428,2,,23,,,,,,,03,03,,1.00,0.00,0,1,1.00,
1828,429,1,,23,,,,,,,01,01,,1.00,0.00,0,1,1.00,
1829,429,2,,23,,,,,,,03,03,,1.00,0.00,0,1,1.00,
1830,430,1,,23,,,,,,,01,01,,1.00,0.00,0,1,1.00,
1831,430,2,,23,,,,,,,03,03,,1.00,1.00,0,1,1.00,
1869,434,14,,16,,,,,,413,12,12,,1.00,0.00,0,1,1.00,
1870,434,15,,16,21,,1,,,413,19,20,1.00,0.98,1.00,0,1,1.00,
1884,435,14,,16,,,,,,394,12,25,,1.00,0.00,0,1,1.00,9/6/2022 16:29:57
1885,435,15,,16,21,,,,,394,19,25,,1.00,0.00,0,1,1.00,
1899,436,14,,16,,,1,,,224,17,17,1.00,0.95,1.00,0,1,1.00,
1900,436,15,,16,21,,1,,,224,19,19,1.00,0.95,0.00,0,1,1.00,
1915,437,15,,16,21,,,,,274,12,25,1.00,0.95,1.00,0,1,1.00,
2109,452,14,,16,,,,,,294,12,45,,1.00,0.00,0,1,1.00,9/6/2022 16:02:32
2110,452,15,,16,21,,,,,294,18,50,,1.00,0.00,0,1,1.00,
2139,454,14,,16,,,1,,,334,09,09,1.00,0.95,1.00,0,1,1.00,
2225,34,32,,91,1,,1,,,348,41,52,1.00,0.95,1.00,0,1,1.00,
2230,33,32,,84,3,T°7°C,,,,437,25,38,2.00,0.95,0.00,0,1,1.00,9/6/2022 14:37:02
2231,33,24,124,84,3,ne pas récolter des concombres abimés ou pourris,3,,,437,25,36,2.00,0.95,7.00,0,1,1.00,2/10/2024 18:26:14
2243,36,24,,86,3,,,,,,01,52,,1.00,0.00,0,1,1.00,
2244,36,32,,86,3,,,,,,01,52,,1.00,0.00,0,1,1.00,
2247,38,24,,40,4,jeter les échalotes pourries,6,15.00,,327,28,28,1.00,0.95,1.00,0,1,1.00,
2248,34,24,45,91,1,couper au champ une semaine avant récolte; attention de ne pas blaiser les courges,15,,,348,37,39,1.00,0.90,1.00,0,1,1.00,2/10/2024 18:08:37
2259,32,24,,86,8,,,,,,01,20,2.00,0.95,1.00,0,1,1.00,
2261,38,32,,30,4,retourner les caisses avant de monter les échalote,20,418.00,,327,30,36,2.00,1.00,2.00,0,1,1.00,
2268,31,24,,,3,,,,,,16,18,2.00,0.95,1.00,0,1,1.00,
2274,43,24,,,3,,,,,,25,28,,1.00,0.00,0,1,1.00,
2275,47,24,169,86,29,jeter gousse abimées ou pourries,10,1.40,,319,25,36,,0.97,0.00,0,1,1.00,16/6/2022 16:49:20
2286,50,24,,86,8,,,1.00,,,14,19,2.00,0.95,1.00,0,1,1.00,
2292,52,32,,84,3,,,,,,01,25,2.00,1.00,1.00,0,1,1.00,
2293,52,24,,86,3,,,,,,01,52,2.00,1.00,1.00,0,1,1.00,
2297,41,24,,86,1,,,,,,26,26,2.00,0.95,2.00,0,1,1.00,
2309,41,32,,86,1,,,,,,28,52,2.00,0.99,1.00,0,1,1.00,
2347,2,24,125,86,1,ne pas récolter des aubergines abimées ou pourries,4,,,261,26,38,2.00,0.95,2.00,0,1,1.00,2/10/2024 18:15:06
2353,5,24,8,86,7,,2,,,432,25,52,1.00,0.95,1.00,0,1,1.00,
2387,23,24,8,2,1,,2,,,,30,32,1.00,1.00,0.00,0,1,1.00,
2414,17,32,,2,1,,,,,,01,52,,1.00,0.00,0,1,1.00,
2415,17,24,,2,1,,,,,,01,52,,1.00,0.00,0,1,1.00,
2419,295,32,,84,1,,,,,,01,19,1.00,0.95,1.00,0,1,1.00,
2421,169,24,,,1,,,,,,01,52,,1.00,0.00,0,1,1.00,
2432,295,24,,84,3,,,,,,01,19,1.00,0.95,1.00,0,1,1.00,
2451,94,24,,84,1,,,,,,01,52,,1.00,0.00,0,1,1.00,
2516,69,32,,84,7,,,,,,36,40,2.00,0.95,1.00,0,1,1.00,7/7/2023 15:28:57
2518,65,24,8,86,2,,8,,,,36,52,1.00,0.95,2.00,0,1,1.00,20/11/2020 12:11:34
2526,63,24,,86,3,,,,,,10,13,2.00,0.95,1.00,0,1,1.00,17/3/2023 14:50:07
2527,68,32,,84,29,,,,,408,28,42,2.00,0.95,2.00,0,1,1.00,
2530,69,24,52,84,7,,,,,,36,39,3.00,0.95,1.00,0,1,1.00,7/7/2023 15:29:02
2532,70,32,,84,7,,,,,,36,40,,1.00,0.00,0,1,1.00,
2538,72,32,,84,7,,,,,,01,52,,1.00,0.00,0,1,1.00,
2539,68,24,125,84,29,ne pas récolter des poivrons pourris ou abimés,,,,408,28,42,2.00,0.95,2.00,0,1,1.00,
2540,58,32,,30,4,,15,,,271,31,52,1.00,0.95,0.00,0,1,1.00,
2543,55,24,17,86,1,6 à 7 navets par botte,6,,,,10,10,1.00,0.95,1.00,0,1,1.00,14/3/2023 16:42:54
2544,55,32,,86,1,,1,,,,16,19,1.00,0.95,1.00,0,1,1.00,27/6/2023 18:26:58
2551,58,24,113,30,4,,20,9.40,,271,28,31,2.00,0.95,1.00,0,1,1.00,26/1/2023 15:36:50
2557,61,32,,86,1,,,,,,01,52,1.00,0.98,1.00,0,1,1.00,
2565,83,24,,84,2,,,,,,10,16,2.00,0.95,1.00,0,1,1.00,
2570,87,24,187,84,3,ne pas mettre des tomates abimées ou pourries respecter le code couleur de récolte,6,,,407,26,39,2.00,0.95,3.00,0,1,1.00,2/10/2024 17:54:12
2584,93,24,,84,7,,,,,,01,52,,1.00,0.00,0,1,1.00,
2585,93,32,,84,7,,,,,,01,52,,1.00,0.00,0,1,1.00,
2609,82,32,,2,7,,,,,,40,44,2.00,0.95,1.00,0,1,1.00,
2610,82,24,,2,7,,,,,,45,47,2.00,0.95,1.00,0,1,1.00,17/11/2022 15:38:27
2613,32,32,,86,3,,,,,,01,20,2.00,0.95,1.00,0,1,1.00,
2615,392,24,,84,1,,,,,462,01,52,1.00,0.95,1.00,0,1,1.00,
2617,50,32,,86,1,,,1.00,,,14,19,2.00,0.95,1.00,0,1,1.00,
2619,80,24,,86,1,,,,,,21,27,2.00,0.95,1.00,0,1,1.00,
2620,84,32,,86,3,,,,,,17,17,2.00,0.95,1.00,0,1,1.00,9/6/2022 15:00:35
2625,64,24,,86,10,,,,,,13,28,2.00,0.95,1.00,0,1,1.00,9/6/2022 15:00:14
2628,23,23,142,,,,,,,,27,27,0.10,1.00,1.00,0,1,1.00,
2631,444,17,11,47,41,utiliser le tracteur John Deere,4,,3500,,25,25,4.00,1.00,77.00,0,1,1.00,11/7/2025 17:10:32
2632,65,19,,,,dés la plantation laisser 10 à 15 jours sans irrigation puis reprendre l'irrigation,1,,,,24,35,1.00,1.00,1.00,0,1,1.00,
2633,65,21,9,,,,2,,,,25,35,1.00,1.00,1.00,0,1,1.00,
2634,65,23,103,106,,attention à la teigne du poireau dés que les nuits sont inférieur à 12°C,1,,,,34,34,1.00,1.00,0.00,0,1,1.00,4/10/2023 17:53:42
2635,65,20,,,,,4,,,,29,35,2.00,1.00,2.00,0,1,1.00,
2638,38,21,9,,,,2,,,327,16,25,1.00,1.00,1.00,0,1,1.00,
2639,38,20,,,,,2,,,327,16,25,1.00,1.00,1.00,0,1,1.00,
2640,38,22,,,,,2,,,327,18,25,1.00,1.00,1.00,0,1,1.00,
2642,82,21,9,,,,2,,,202,31,36,1.00,0.95,1.00,0,1,1.00,
2643,82,20,,,,enlever que les grosses herbes,5,,,202,32,36,1.00,0.95,1.00,0,1,1.00,
2644,82,19,,,,irriger après plantation,1,,,202,29,36,1.00,1.00,1.00,0,1,1.00,
2649,458,14,,16,,,1,,,271,09,09,1.00,0.95,1.00,0,1,1.00,
2651,458,15,,16,4,,2,,,271,15,16,1.00,0.95,1.00,0,1,1.00,
2665,47,20,,,,,6,,,390,22,36,1.00,0.95,1.00,0,1,1.00,
2666,47,19,,,,,1,,,,25,36,1.00,0.95,1.00,0,1,1.00,16/6/2022 16:49:36
2673,192,19,,,,,1,,,,29,36,1.00,0.95,1.00,0,1,1.00,
