id,vegetal,action,materiel_id,stock,plan palette,memo,main oeuvre,rendement,nb graine,vegetal,semaine début,semaine fin,action,rendement,anticipation,hebdomadaire,actif,conversion,date mise à jour
2674,192,20,,,,,6,,,304,22,36,1.00,0.95,1.00,0,1,1.00,
2675,192,24,,86,3,jeter gousse abimées ou pourries,10,1.40,,304,28,28,,0.95,0.00,0,1,1.00,
2676,192,32,,86,3,,,,,304,28,28,,1.00,1.00,0,1,1.00,
2677,192,33,,84,29,,,,,304,28,28,1.00,0.95,2.00,0,1,1.00,
2678,192,34,15,,,,,,,304,36,38,,1.00,1.00,1,1,1.00,
2679,192,35,,,3,,,,,304,28,28,1.00,0.95,1.00,1,1,1.00,
2686,162,19,,,,,1,,,,29,36,1.00,0.95,1.00,0,1,1.00,
2687,162,20,,,,,6,,,337,22,36,1.00,0.95,1.00,0,1,1.00,
2688,162,24,,86,3,jeter gousse abimées ou pourries,10,1.40,,337,28,28,,0.95,0.00,0,1,1.00,
2689,162,32,,86,3,,,,,337,28,28,,1.00,1.00,0,1,1.00,
2690,162,33,,84,29,,,,,337,28,28,1.00,0.95,2.00,0,1,1.00,
2691,162,34,15,,,,,,,337,28,28,,1.00,1.00,1,1,1.00,
2692,162,35,,,3,,,,,337,28,28,1.00,0.95,1.00,1,1,1.00,
2694,33,16,,,,,3,,,437,18,22,1.00,0.95,0.00,0,1,1.00,
2696,33,19,,,,arroser 1 heure des que la serre est planter,1,,,437,18,22,1.00,0.95,0.00,0,1,1.00,
2699,87,16,,,,,3,,,407,18,22,1.00,1.00,0.00,0,1,1.00,
2701,87,19,,,,arroser 1 heure des que la serre est planter,1,,,407,18,22,15.00,1.00,0.00,0,1,1.00,
2703,86,16,,,,,3,,,321,18,22,1.00,0.95,1.00,0,1,1.00,
2705,86,19,,,,arroser 1 heure des que la serre est planter,1,,,86,18,22,15.00,0.95,1.00,0,1,1.00,
2707,68,16,299,,,,3,,,408,18,22,,1.00,0.00,0,1,1.00,
2709,68,19,,,,arroser 1 heure des que la serre est planter,1,,,408,18,40,,1.00,0.00,0,1,1.00,26/10/2023 11:10:42
2716,87,23,35,,,puceron,1,,,407,22,36,1.00,1.00,0.00,0,1,1.00,
2717,86,23,321,102,,mildiou,,,,321,20,20,1.00,0.95,1.00,0,1,1.00,22/9/2023 15:31:36
2718,33,23,35,,,puceron,,,,437,19,36,1.00,1.00,0.00,0,1,1.00,
2721,4,16,,,,mettre de la terre tout le long du plastique et tous les mètres sur le plastique,3,,,100,08,41,1.00,0.95,1.00,0,1,1.00,
2728,23,21,9,,,,2,,,111,21,25,1.00,0.95,1.00,0,1,1.00,
2729,38,19,,,,,,,,327,14,25,1.00,0.95,1.00,0,1,1.00,
2731,58,19,,,,,1,,,271,15,25,1.00,0.95,1.00,0,1,1.00,
2732,58,21,9,,,,2,,,271,16,27,1.00,0.95,1.00,0,1,1.00,
2733,58,20,,,,,10,,,271,18,24,1.00,0.95,1.00,0,1,1.00,
2739,58,36,,2,4,,15,,,271,10,23,1.00,0.95,1.00,0,1,1.00,
2742,59,19,,,,,1,,,334,15,25,1.00,0.95,1.00,0,1,1.00,
2743,59,20,,,,,10,,,334,18,24,1.00,0.95,1.00,0,1,1.00,
2744,59,21,9,,,,2,,,334,16,27,1.00,0.95,1.00,0,1,1.00,
2745,59,24,113,40,4,,20,15.00,,334,30,31,2.00,0.95,1.00,0,1,1.00,
2746,59,32,,30,4,,15,,,334,31,52,1.00,0.95,0.00,0,1,1.00,
2747,59,33,,,29,laisser un bout de queue,1,,,334,31,52,1.00,0.95,2.00,0,1,1.00,
2748,59,35,,,2,,5,,,334,23,40,1.00,0.95,1.00,1,1,1.00,8/6/2023 14:36:29
2749,59,36,,2,4,,15,,,334,10,23,1.00,0.95,1.00,0,1,1.00,
2752,56,19,,46,,,1,,,129,10,10,1.00,0.95,1.00,0,1,1.00,
2753,56,20,,46,,,8,,,129,14,14,1.00,0.95,1.00,0,1,1.00,
2754,56,21,9,46,,,2,,,129,14,14,1.00,0.95,1.00,0,1,1.00,
2755,56,24,113,46,1,,5,,,129,23,29,2.00,0.99,1.00,0,1,1.00,
2757,56,33,,,1,laisser un bout de queue,1,,,129,23,29,1.00,0.95,2.00,0,1,1.00,
2758,56,35,,,2,,1,,,129,23,29,1.00,0.95,1.00,1,1,1.00,
2808,5,32,,86,7,,1,,,432,25,52,1.00,0.95,1.00,0,1,1.00,
2814,432,14,,16,,,1,,,373,09,31,1.00,0.95,1.00,0,1,1.00,
2816,432,15,,16,4,,1,,,373,18,34,1.00,0.95,0.00,0,1,1.00,
2824,433,17,131,105,20,s25,,,,433,28,28,1.00,0.99,77.00,0,1,1.00,10/7/2024 17:40:31
2828,6,24,,84,7,,15,,,433,01,52,1.00,0.95,1.00,0,1,1.00,15/1/2024 16:58:31
2829,6,32,,84,7,,1,,,433,01,52,1.00,0.95,1.00,0,1,1.00,15/1/2024 16:39:52
2830,6,33,,86,29,,1,,,433,01,52,1.00,0.95,2.00,0,1,1.00,15/1/2024 16:39:33
2832,6,35,,,,,5,,,433,01,52,1.00,0.95,1.00,1,1,1.00,15/1/2024 16:39:44
2873,285,16,,,,mettre de la terre tout le long du plastique et tous les mètres sur le plastique,3,,,100,08,41,1.00,0.95,1.00,0,1,1.00,
2877,285,33,,85,1,,,,,100,18,50,2.00,0.95,2.00,0,1,1.00,
2878,285,35,,,,,,,,101,18,50,2.00,0.95,1.00,1,1,1.00,
2895,7,32,,86,7,,1,,,433,44,45,1.00,0.95,1.00,1,1,1.00,
2896,7,33,,86,29,,1,,,433,44,45,1.00,0.95,2.00,1,1,1.00,
2897,7,35,,,,,5,,,433,01,52,1.00,0.95,1.00,1,1,1.00,15/1/2024 16:58:48
2899,7,37,,86,,,1,,,,01,52,2.00,0.95,1.00,0,1,1.00,
2936,461,15,,16,4,,1,,,283,19,35,1.00,0.95,1.00,0,1,1.00,
2960,440,14,,62,19,,1,,,266,13,13,1.00,0.95,1.00,0,1,1.00,
2962,440,15,,62,4,,1,,,266,19,21,1.00,0.95,1.00,0,1,1.00,
2967,13,19,,,,dés la plantation,1,,,440,20,36,1.00,0.95,1.00,0,1,1.00,
2968,13,20,,,,,10,,,440,26,36,1.00,0.95,0.00,0,1,1.00,
2969,13,21,9,,,,2,,,440,22,36,1.00,0.95,1.00,0,1,1.00,
2970,13,24,,86,7,couper à ras le collet,15,,,440,44,45,1.00,0.99,1.00,0,1,1.00,
2971,13,32,,86,7,,1,,,440,44,45,1.00,0.99,1.00,0,1,1.00,
2986,104,14,,16,,,1,,,194,24,34,1.00,0.95,1.00,0,1,1.00,
2988,104,15,,16,4,,1,,,194,27,37,1.00,0.95,0.00,0,1,1.00,
2994,105,14,,16,,,1,,,189,23,27,1.00,0.95,1.00,0,1,1.00,
2996,105,15,,16,4,,1,,,189,26,29,1.00,0.95,0.00,0,1,1.00,
3011,364,14,,16,,,1,,,278,13,21,1.00,0.95,1.00,0,1,1.00,
3013,364,15,,16,4,,1,,,278,14,22,1.00,0.95,421.00,0,1,1.00,
3019,107,14,,16,,,1,,,425,10,24,1.00,0.95,1.00,0,1,1.00,
3021,107,15,,16,4,,1,,,425,15,27,1.00,0.95,1.00,0,1,1.00,
3027,108,14,,16,,,1,,,222,18,20,1.00,0.95,1.00,0,1,1.00,
3029,108,15,,16,4,,1,,,222,20,22,1.00,0.95,1.00,0,1,1.00,
3037,109,15,,16,4,,1,,,193,19,32,1.00,0.95,1.00,0,1,1.00,13/2/2026 09:32:16
3043,110,14,,16,,,1,,,175,16,23,1.00,0.95,1.00,0,1,1.00,
3051,111,14,,16,,,1,,,201,14,27,1.00,0.95,1.00,0,1,1.00,
3053,111,15,,16,4,,1,,,201,17,30,1.00,0.95,1.00,0,1,1.00,
3067,446,14,,16,,,1,,,176,10,14,1.00,0.95,1.00,0,1,1.00,
3069,446,15,,16,,,1,,,176,14,17,1.00,0.95,1.00,0,1,1.00,
3091,114,14,,16,,,1,,,,14,28,1.00,0.95,1.00,0,1,1.00,
3093,114,15,,16,4,,1,,,,14,28,1.00,0.95,1.00,0,1,1.00,
3115,448,14,,16,,,1,,,213,36,52,1.00,0.95,1.00,0,1,1.00,
3117,448,15,,16,4,,1,,,213,39,52,1.00,0.95,1.00,0,1,1.00,
3125,117,15,,16,4,,1,,,219,03,50,1.00,0.95,1.00,0,1,1.00,
3131,118,14,,16,,,1,,,314,15,30,1.00,0.95,1.00,0,1,1.00,
3133,118,15,,16,4,,1,,,314,19,32,1.00,0.95,1.00,0,1,1.00,
3135,2,32,,84,1,,1,,,261,28,40,2.00,0.95,1.00,0,1,1.00,
3140,120,14,,16,,,1,,,217,05,37,1.00,0.95,1.00,0,1,1.00,
3142,120,15,,16,4,,1,,,217,14,34,1.00,0.95,21.00,0,1,1.00,
3148,121,14,,16,,,1,,,277,34,38,1.00,0.95,1.00,0,1,1.00,
3150,121,15,,16,4,,1,,,277,37,41,1.00,0.95,1.00,0,1,1.00,
3164,127,14,,16,,,1,,,293,04,52,1.00,0.95,1.00,0,1,1.00,
3206,453,15,,16,4,,1,,,237,37,38,1.00,0.95,0.00,0,1,1.00,
3212,129,14,,16,,,1,,,163,37,38,1.00,0.95,1.00,0,1,1.00,9/6/2022 16:19:44
3214,129,15,,16,4,,1,,,163,15,40,1.00,0.95,1.00,0,1,1.00,
3228,130,14,,16,,,1,,,258,10,33,1.00,0.95,1.00,0,1,1.00,
3230,130,15,,16,4,,1,,,258,15,35,1.00,0.95,1.00,0,1,1.00,
3252,132,14,,16,,,1,,,369,24,25,1.00,0.95,1.00,0,1,1.00,
3254,132,15,,16,4,,1,,,369,26,27,1.00,0.95,0.00,0,1,1.00,
3260,441,14,,16,,,1,,,292,14,39,1.00,0.95,1.00,0,1,1.00,
3276,450,14,,16,4,,1,,,,26,28,1.00,0.99,1.00,0,1,1.00,
3278,450,15,,16,4,,2,,,,28,30,1.00,0.95,1.00,0,1,1.00,
3282,384,19,,,,,1,,,233,15,25,1.00,0.95,1.00,0,1,1.00,
3283,384,20,,,,,10,,,233,18,24,1.00,0.95,1.00,0,1,1.00,
3284,384,21,9,,,,2,,,233,16,27,1.00,0.95,1.00,0,1,1.00,
3285,384,24,113,30,4,,20,15.00,,233,30,31,2.00,0.95,1.00,0,1,1.00,
3286,384,32,,30,4,,15,264.00,,233,30,31,1.00,0.95,0.00,0,1,1.00,
3287,384,33,,,29,laisser un bout de queue,1,,,233,30,31,1.00,0.98,2.00,0,1,1.00,
3289,384,36,,2,4,,15,,,233,10,23,1.00,0.95,1.00,0,1,1.00,
3326,398,14,,62,,,1,,,181,13,13,1.00,0.95,1.00,0,1,1.00,
3328,398,15,,62,4,,1,,,181,19,21,1.00,0.95,1.00,0,1,1.00,
3365,60,19,,,,,,,,273,22,36,,1.00,0.00,0,1,1.00,
3366,60,20,8,,,,10,,,273,24,36,,0.98,0.00,0,1,1.00,
3367,60,21,,,,,2,,,273,25,36,,0.97,0.00,0,1,1.00,
3368,60,24,20,2,7,,3,,,273,40,40,,0.90,5.00,0,1,1.00,6/2/2023 10:10:56
3369,60,32,,86,7,,,,,273,40,42,1.00,1.00,0.00,0,1,1.00,6/2/2023 10:11:05
3370,60,33,,86,29,,,,,273,42,45,1.00,0.80,2.00,0,1,1.00,
3371,60,35,,,1,,,,,273,45,52,1.00,0.95,1.00,1,1,1.00,
3407,66,52,,16,,,,,,186,14,25,,1.00,0.00,0,1,1.00,9/6/2022 16:23:51
3408,1245,20,8,,,,10,,,186,14,16,,0.98,0.00,0,1,1.00,
3409,1245,21,,,,,2,,,186,14,18,,0.97,0.00,0,1,1.00,
3449,65,19,,,,,,,,291,23,38,1.00,1.00,0.00,0,1,1.00,
3450,65,20,8,,,,10,,,291,24,36,1.00,0.98,0.00,0,1,1.00,
3451,65,21,,,,,2,,,291,24,35,1.00,0.97,0.00,0,1,1.00,
3453,65,32,,86,7,,,,,291,40,52,1.00,1.00,0.00,0,1,1.00,20/11/2020 12:11:41
3454,65,33,,86,1,,,,,291,40,52,1.00,0.95,2.00,0,1,1.00,20/11/2020 12:11:44
3475,39,33,,84,1,,,,,235,38,38,1.00,0.99,2.00,0,1,1.00,
3476,39,35,,,1,,,,,235,01,18,1.00,0.95,1.00,1,1,1.00,
3501,86,40,,,,,4,,,321,22,32,1.00,0.95,1.00,0,1,1.00,
3502,87,40,,,,,4,,,407,22,32,1.00,0.95,1.00,0,1,1.00,
7927,740,52,,62,4,,1,,,,10,21,1.00,0.95,1.00,0,1,1.00,
7929,482,32,,86,27,,,,,,01,33,1.00,0.95,1.00,1,1,1.00,
7931,485,32,,86,27,,,,,,01,22,1.00,0.95,1.00,1,1,1.00,
7933,695,32,,86,27,,,,,,01,03,1.00,0.95,1.00,0,1,1.00,
7934,690,32,,86,27,,,,,,01,03,1.00,0.95,1.00,1,1,1.00,
7935,513,32,,86,27,,,,,,01,52,1.00,0.95,1.00,1,1,1.00,17/5/2021 08:32:22
7936,512,32,,86,27,,,,,,01,09,1.00,0.95,1.00,1,1,1.00,
7937,511,32,,86,27,,,,,,01,52,1.00,0.95,1.00,1,1,1.00,6/11/2020 09:13:49
7938,515,32,,86,27,,,,,,01,52,1.00,0.95,1.00,1,1,1.00,29/4/2024 08:43:51
7939,514,32,,86,27,,,,,,01,06,1.00,0.95,1.00,1,1,1.00,
7940,533,32,,86,27,,,,,,01,52,1.00,0.95,1.00,1,1,1.00,23/4/2024 14:34:05
7945,538,32,,86,27,,,,,,01,52,1.00,0.95,1.00,1,1,1.00,
7946,707,32,,86,27,,,,,,01,03,1.00,0.95,1.00,1,1,1.00,
7947,545,32,,86,27,,,,,,01,03,1.00,0.95,1.00,1,1,1.00,
7948,569,32,,86,27,,,,,,01,19,1.00,0.95,1.00,1,1,1.00,
7949,567,32,,86,27,,,,,,01,52,1.00,0.95,1.00,1,1,1.00,
7950,565,32,,86,27,,,,,,01,18,1.00,0.95,1.00,1,1,1.00,
7951,566,32,,86,27,,,,,,01,18,1.00,0.95,1.00,1,1,1.00,
7952,568,32,,86,27,,,,,,01,52,1.00,0.95,1.00,1,1,1.00,10/5/2021 09:00:28
7953,570,32,,86,27,,,,,,01,11,1.00,0.95,1.00,1,1,1.00,
7954,583,32,,86,27,,,,,,01,27,1.00,0.95,1.00,1,1,1.00,
7955,603,32,,86,27,,,,,,01,10,1.00,0.95,1.00,1,1,1.00,
7956,697,32,,86,27,,,,,,01,52,1.00,0.95,1.00,0,1,1.00,
7957,601,32,,86,27,,,,,,01,15,1.00,0.95,1.00,1,1,1.00,
7960,711,32,,86,27,,,,,,01,52,1.00,0.95,1.00,1,1,1.00,19/10/2020 09:00:00
7961,600,32,,86,27,,,,,,01,03,1.00,0.95,1.00,1,1,1.00,
7962,611,32,,86,27,,,,,,01,52,1.00,0.95,1.00,1,1,1.00,
7963,612,32,,86,27,,,,,,01,52,1.00,0.95,1.00,1,1,1.00,
7964,260,14,,16,,,1,,,,15,32,1.00,0.95,1.00,0,1,1.00,
7966,260,15,,16,4,,1,,,,19,33,1.00,0.95,1.00,0,1,1.00,
7967,260,6,,16,24,,1,,,,14,14,1.00,0.95,1.00,0,1,1.00,
7968,260,52,,16,,,1,,,,13,33,1.00,0.95,1.00,0,1,1.00,
7970,3,14,,16,,,1,,,,15,32,1.00,0.95,1.00,0,1,1.00,
7972,3,15,,16,4,,1,,,,19,33,1.00,0.95,1.00,0,1,1.00,
7973,3,6,,16,24,,1,,,,14,14,1.00,0.95,1.00,0,1,1.00,
7974,3,52,,16,,,1,,,,13,33,1.00,1.00,1.00,0,1,1.00,
7976,452,52,,16,,,,,,,12,50,,1.00,0.00,0,1,1.00,9/6/2022 16:02:33
7981,742,32,,86,27,,,,,,01,52,1.00,0.95,1.00,1,1,1.00,
7982,742,33,,85,27,,,,,,01,52,1.00,0.90,1.00,1,1,1.00,
7983,742,34,,,,,,,,,01,52,1.00,0.95,1.00,1,1,1.00,
7984,742,35,,,,,,,,,01,52,1.00,0.95,1.00,1,1,1.00,
7985,443,15,,16,21,,,,,,33,41,1.00,1.00,0.00,0,1,1.00,
7987,443,52,,16,,,,,,,31,41,1.00,1.00,0.00,0,1,1.00,9/6/2022 16:03:21
7988,131,14,,16,,,1,,,,10,33,1.00,0.95,1.00,0,1,1.00,
7989,131,15,,16,4,,1,,,,15,35,1.00,0.95,1.00,0,1,1.00,
7990,131,52,,16,,,1,,,,15,35,1.00,0.95,1.00,0,1,1.00,
7991,441,6,,16,,,1,,,,14,14,1.00,0.95,1.00,0,1,1.00,
7992,106,14,,16,,,1,,,,24,34,1.00,0.95,1.00,0,1,1.00,
7993,106,15,,16,4,,1,,,,27,37,1.00,0.95,0.00,0,1,1.00,
7994,106,52,,16,,,1,,,,25,37,1.00,0.95,0.00,0,1,1.00,
7995,103,14,,16,,,1,,,,23,28,1.00,0.95,1.00,0,1,1.00,
7996,103,15,,16,4,,1,,,,26,31,1.00,0.95,0.00,0,1,1.00,
7997,103,52,,16,,,1,,,,23,31,1.00,0.95,0.00,0,1,1.00,
8000,109,52,,16,,,,,,,27,32,,1.00,0.00,0,1,1.00,9/6/2022 15:58:25
8001,113,14,,16,,,1,,,,11,27,1.00,0.95,1.00,0,1,1.00,
8002,113,15,,16,4,,1,,,,15,30,1.00,0.95,1.00,0,1,1.00,
8003,113,52,,16,,,1,,,,11,30,1.00,0.95,1.00,0,1,1.00,
8004,402,14,,16,,,1,,,,13,21,1.00,0.95,1.00,0,1,1.00,
8005,402,15,,16,4,,1,,,,16,22,1.00,0.95,1.00,0,1,1.00,
8006,402,52,,16,,,1,,,,19,19,1.00,0.95,1.00,0,1,1.00,
8007,735,14,,16,,,1,,,,13,18,,1.00,0.00,0,1,1.00,
8008,735,15,,16,25,,1,,,,18,22,,1.00,0.00,0,1,1.00,
8009,735,52,,16,,,1,,,,13,22,,1.00,0.00,0,1,1.00,
8010,732,14,,16,,,1,,,,13,18,,1.00,0.00,0,1,1.00,
8011,732,15,,16,25,,1,,,,18,22,,1.00,0.00,0,1,1.00,
8012,732,52,,16,,,1,,,,13,22,,1.00,0.00,0,1,1.00,
8013,733,14,,16,,,1,,,,13,18,,1.00,0.00,0,1,1.00,
8014,733,15,,16,25,,1,,,,18,22,,1.00,0.00,0,1,1.00,
8015,733,52,,16,,,1,,,,13,22,,1.00,0.00,0,1,1.00,
8016,734,14,,16,,,1,,,,13,18,,1.00,0.00,0,1,1.00,
8017,734,15,,16,25,,1,,,,18,22,,1.00,0.00,0,1,1.00,
8018,734,52,,16,,,1,,,,13,22,,1.00,0.00,0,1,1.00,
8019,438,14,,16,,,1,,,,13,18,,1.00,0.00,0,1,1.00,
8020,438,15,,16,21,,1,,,,18,22,,1.00,0.00,0,1,1.00,
8021,438,52,,16,,,1,,,,13,22,,1.00,0.00,0,1,1.00,
8022,447,15,,16,21,,1,,,,36,42,1.00,0.95,1.00,0,1,1.00,
8023,447,14,,16,,,1,,,,33,39,1.00,0.95,1.00,0,1,1.00,
8024,447,52,,16,,,1,,,,33,42,1.00,0.95,1.00,0,1,1.00,
8026,743,32,,86,7,,,,,,01,52,1.00,0.95,1.00,1,1,1.00,
8027,743,33,,85,1,,,,,,01,52,1.00,0.95,2.00,1,1,1.00,
8028,743,34,,,,,,,,,01,52,1.00,0.95,1.00,1,1,1.00,
8029,743,35,,,,,,,,,01,52,1.00,0.95,1.00,1,1,1.00,
8030,744,14,,16,,,,,,,12,12,,1.00,0.00,0,1,1.00,
8032,744,15,,16,21,,1,,,,19,20,1.00,0.98,1.00,0,1,1.00,
8033,744,6,,16,24,,1,,,,14,14,1.00,0.95,1.00,0,1,1.00,
8035,744,52,,16,,,1,,,,14,19,1.00,0.97,1.00,0,1,1.00,
8036,745,14,,62,,,1,,,,13,13,1.00,0.95,1.00,0,1,1.00,
8037,745,15,,62,4,,1,,,,18,21,1.00,0.95,1.00,0,1,1.00,
8038,745,6,,16,,Motte de 8 *8. Absolument mettre un étiquette avec le nom de la varété sur chaque caisse repiquée.,1,,,,13,14,1.00,0.95,1.00,0,1,1.00,
8039,745,52,,62,,,1,,,,10,21,1.00,0.95,1.00,0,1,1.00,
8041,380,15,,86,28,,,,,,14,14,1.00,0.95,0.00,0,1,1.00,
8042,746,32,,86,27,,,,,,01,52,1.00,0.95,1.00,1,1,1.00,
8043,746,33,,85,37,,,,,,01,52,1.00,0.85,1.00,1,1,1.00,
8044,746,34,,,,,,,,,01,52,1.00,0.95,1.00,1,1,1.00,
8045,746,35,,,,,,,,,01,52,1.00,0.95,1.00,1,1,1.00,
8046,480,14,,62,,,1,,,,13,13,1.00,0.95,1.00,0,1,1.00,
8047,480,15,,62,4,,1,,,,18,21,1.00,0.95,1.00,0,1,1.00,
8048,480,6,,16,,Motte de 8 *8. Absolument mettre un étiquette avec le nom de la varété sur chaque caisse repiquée.,1,,,,13,14,1.00,0.95,1.00,0,1,1.00,
8049,480,52,,62,,,1,,,,10,21,1.00,0.95,1.00,0,1,1.00,
8051,2,40,,,,,3,,,,22,28,1.00,0.95,1.00,0,1,1.00,
8053,386,33,,86,29,,1,,,,45,52,1.00,0.95,2.00,0,1,1.00,
8054,13,33,,86,29,,1,,,,44,45,1.00,0.99,2.00,0,1,1.00,
8090,751,16,,,,,6,,,,20,20,1.00,1.00,0.00,0,1,1.00,
8091,751,19,,16,24,,1,,,,13,18,,1.00,0.00,0,1,1.00,
8092,751,20,,,,nettoyer les trous de plastique et les allées,4,,,,22,22,1.00,1.00,0.00,0,1,1.00,
8093,751,22,,,,,4,,,,24,24,1.00,1.00,1.00,0,1,1.00,
8094,751,50,,,,,8,,,,40,45,1.00,0.95,1.00,0,1,1.00,
8095,751,24,,84,3,,,,,,24,42,1.00,1.00,0.00,0,1,1.00,
8096,751,32,,84,3,,,,,,24,42,1.00,1.00,0.00,0,1,1.00,
8097,751,33,,84,3,,,,,,24,42,1.00,0.95,2.00,0,1,1.00,
8098,751,34,,,,trier les courges abimées,1,,,,19,19,,1.00,0.00,1,1,1.00,
8099,751,34,16,,,,,,,,24,42,1.00,1.00,1.00,1,1,1.00,
8100,751,35,,,1,,,,,,24,42,1.00,0.95,1.00,1,1,1.00,
8101,750,1,,23,,,,,,,01,01,,1.00,0.00,0,1,1.00,
8102,750,2,,23,,,,,,,03,03,,1.00,0.00,0,1,1.00,
8111,750,9,,16,,amateur,,,,,13,13,1.00,0.98,1.00,0,1,1.00,
8120,753,1,,23,,,,,,,32,32,,1.00,0.00,0,1,1.00,10/1/2023 14:06:36
8121,753,2,,23,,,,,,,33,33,,1.00,0.00,0,1,1.00,10/1/2023 14:06:36
8132,755,1,,23,,,,,,,01,01,,1.00,0.00,0,1,1.00,
8133,755,2,,23,,,,,,,03,03,,1.00,0.00,0,1,1.00,
8136,755,8,4,16,20,3 caisses,3,,420,,05,05,1.00,0.95,35.00,0,1,1.00,18/9/2020 11:16:01
8139,755,9,,16,,,2,,,,05,34,1.00,0.95,1.00,0,1,1.00,
8140,730,1,,23,,,,,,,01,01,,1.00,0.00,0,1,1.00,
8141,730,2,,23,,,,,,,03,03,,1.00,0.00,0,1,1.00,
8147,754,1,,23,,,,,,,01,01,,1.00,0.00,0,1,1.00,
8148,754,2,,23,,,,,,,03,03,,1.00,0.00,0,1,1.00,
8151,754,9,,16,4,,3,,,,05,40,1.00,0.95,1.00,0,1,1.00,
8156,759,8,3,105,34,,1,,13000,,10,10,1.00,0.80,105.00,0,1,1.00,5/3/2024 11:57:23
8157,759,14,,,,,4,,,,18,18,1.00,1.00,1.00,0,1,1.00,
8158,759,9,151,105,,,,,,,14,14,1.00,0.98,1.00,0,1,1.00,5/3/2024 11:57:27
8159,759,12,,,,,,,,,11,12,,1.00,0.00,0,1,1.00,23/3/2022 15:12:19
8160,760,2,,,,,,,,,03,02,1.00,0.95,1.00,0,1,1.00,
8185,761,1,,,,,,,,,01,01,,1.00,0.00,0,1,1.00,
8186,761,2,,16,,,,,,,13,13,,1.00,0.00,0,1,1.00,
8187,764,1,,,,,,,,,01,01,,1.00,0.00,0,1,1.00,
8188,764,2,,16,,,,,,,13,13,,1.00,0.00,0,1,1.00,
8189,762,1,,,,,,,,,01,01,,1.00,0.00,0,1,1.00,
8190,762,2,,16,,,,,,,13,13,,1.00,0.00,0,1,1.00,
8191,763,1,,,,,,,,,01,01,,1.00,0.00,0,1,1.00,
8192,763,2,,16,,,,,,,13,13,,1.00,0.00,0,1,1.00,
8193,765,39,,16,,,1,,,,14,19,1.00,0.95,1.00,0,1,1.00,
8194,765,15,,16,21,,1,,,,19,25,1.00,0.95,1.00,0,1,1.00,
8195,765,6,,16,24,,1,,,,13,13,1.00,0.95,1.00,0,1,1.00,
8196,765,52,,16,,,1,,,,14,25,1.00,1.00,1.00,0,1,1.00,
8197,766,2,,23,,,,,,,03,03,,1.00,0.00,0,1,1.00,
8201,767,32,,85,37,,,,,,01,52,1.00,0.95,1.00,1,1,1.00,
8202,767,33,,85,37,,,,,,01,52,1.00,0.90,1.00,1,1,1.00,
8203,767,34,,,,,,,,,01,52,1.00,0.95,1.00,1,1,1.00,
8204,767,35,,,,,,,,,01,52,1.00,0.95,1.00,1,1,1.00,
8205,768,32,,85,37,,,,,,01,52,1.00,0.95,1.00,1,1,1.00,
8206,768,33,,85,37,,,,,,01,52,1.00,0.95,1.00,1,1,1.00,
8207,768,34,,,,,,,,,01,52,1.00,0.95,1.00,1,1,1.00,
8208,768,35,,,,,,,,,01,52,1.00,0.95,1.00,1,1,1.00,
8213,770,32,,85,37,,,,,,01,20,1.00,0.95,1.00,1,1,1.00,
8214,770,33,,85,37,,,,,,01,20,1.00,0.85,1.00,1,1,1.00,
8215,770,34,,,,,,,,,01,52,1.00,0.95,1.00,1,1,1.00,
8216,770,35,,,,,,,,,01,52,1.00,0.95,1.00,1,1,1.00,
8217,39,34,170,,1,,,,,,11,18,,0.99,1.00,1,1,1.00,
8218,771,32,,85,37,,,,,,01,52,1.00,0.95,1.00,1,1,1.00,
8219,771,33,,85,37,,,,,,01,52,1.00,0.90,1.00,1,1,1.00,
8220,771,34,,,,,,,,,01,52,1.00,0.95,1.00,1,1,1.00,
8221,771,35,,,,,,,,,01,52,1.00,0.95,1.00,1,1,1.00,
8222,242,1,,23,,,,,,,01,01,,1.00,0.00,0,1,1.00,
8223,242,2,,23,,,,,,,03,03,,1.00,0.00,0,1,1.00,
8224,242,8,4,16,20,15 caisses,3,,10232,,43,43,1.00,0.95,1.00,0,1,1.00,
8231,312,1,,23,,,,,,,01,01,,1.00,0.00,0,1,1.00,
8232,312,2,,23,,,,,,,03,03,,1.00,0.00,0,1,1.00,
8233,312,8,4,16,20,15 caisses,3,,9720,,38,38,1.00,0.21,21.00,0,1,1.00,25/11/2025 08:22:35
8239,312,9,,16,,,2,,,,45,45,1.00,0.99,1.00,0,1,1.00,
8240,345,1,,23,,,,,,,01,01,,1.00,0.00,0,1,1.00,
8241,345,2,,23,,,,,,,42,42,,1.00,0.00,0,1,1.00,
8246,345,9,,16,,,1,,,,03,03,1.00,0.99,1.00,0,1,1.00,
8247,345,9,,16,,,2,,,,42,42,1.00,0.99,1.00,0,1,1.00,
8248,345,9,,16,,,2,,,,45,45,1.00,0.99,1.00,0,1,1.00,
8254,112,17,300,8,20,s03*1 tunnel,3,,,,12,12,1.00,0.95,65.00,0,1,1.00,23/1/2026 16:05:18
8255,26,52,,12,,,1,,,,10,10,1.00,0.98,1.00,0,1,1.00,
8256,26,49,131,12,,,1,,,,10,10,1.00,0.98,1.00,0,1,1.00,
8257,26,20,,12,,,1,,,,12,12,1.00,0.98,1.00,0,1,1.00,
8263,265,9,,16,4,,2,,,,06,06,1.00,0.95,1.00,0,1,1.00,
8264,265,14,,62,,,1,,,,09,09,,0.98,1.00,0,1,1.00,
