"N°Stock","Code Végétal Stock","Code Matériel Stock","Code Fournisseur Stock","Date entrée stock","Qtte Stock","Unité Stock","Unité par contenant Stock","N°Contenant Stock","Qtte contenant Stock","Tarif  Unitaire HT Achat Stock","Tarif  Unitaire TTC Achat Stock","N°Commande/Achat Stock","N° Lot Stock","DLUT Stock","Zone Stockage Stock","N°Stock Calculé","Caractéristique Stock"
158,28,,70,2014-11-24,96.00,"pièce(s)",6.00,1,35.00,,,,"24/11/2014",2015-5-23,,"2014-28-24/11/2014"
159,53,,70,2014-11-24,84.80,"kg",2.00,6,64.00,,,,"24/11/2014",2014-12-1,,"2014-53-24/11/2014"
160,60,,70,2014-11-24,59.80,"kg",18.00,1,35.00,,,,"24/11/2014",2015-5-23,,"2014-60-24/11/2014"
161,70,,70,2014-11-24,96.00,"kg",15.00,2,30.00,,,,"24/11/2014",,,"2014-70-24/11/2014"
162,8,,70,2014-12-1,475.20,"kg",18.00,1,35.00,,,,"01/12/2014",2015-5-30,,"2014-8-01/12/2014"
163,28,,70,2014-12-1,676.00,"pièce(s)",6.00,1,35.00,,,,"01/12/2014",2015-5-30,,"2014-28-01/12/2014"
164,28,,70,2014-12-1,676.00,"pièce(s)",6.00,1,35.00,,,,"01/12/2014",2015-5-30,,"2014-28-01/12/2014"
165,28,,70,2014-12-1,676.00,"pièce(s)",6.00,1,35.00,,,,"01/12/2014",2015-5-30,,"2014-28-01/12/2014"
166,28,,70,2014-12-1,676.00,"pièce(s)",6.00,1,35.00,,,,"01/12/2014",2015-5-30,,"2014-28-01/12/2014"
167,,148,129,2014-12-4,1.00,,,,0.00,1544.00,,7,,,,"2014-7-148"
168,,47,133,2014-11-28,2112.00,,,,0.00,2.30,,10,,,,"2014-10-47"
169,,155,20,2014-11-28,10.00,,,,0.00,106.42,,13,,,,"2014-13-155"
170,98,,17,2014-2-1,10000.00,"graines enrobées",1000.00,11,0.00,22.56,24.82,1,"Lot 01/02/2014",2015-2-1,23,"2014-1-98-Lot 01/02/2014"
171,133,,97,2014-2-1,125.00,"kg",25.00,13,0.00,51.50,56.65,2,"Lot 01/02/2014",2014-4-2,,"2014-2-133-Lot 01/02/2014"
172,136,,17,2014-2-1,150.00,"minimotte(s)",150.00,15,0.00,66.48,73.13,3,"Lot 01/02/2014",2014-2-8,16,"2014-3-136-Lot 01/02/2014"
173,139,,17,2014-2-1,150.00,"minimotte(s)",150.00,15,0.00,80.50,88.55,4,"Lot 01/02/2014",2014-2-8,23,"2014-4-139-Lot 01/02/2014"
174,144,,4,2014-2-1,20.00,"kg",20.00,13,0.00,41.00,45.10,5,"Lot 01/02/2014",2014-2-16,23,"2014-5-144-Lot 01/02/2014"
175,145,,162,2014-2-1,200000.00,"graines",250000.0,14,0.00,1371.93,1509.12,6,"Lot 01/02/2014",2016-9-7,23,"2014-6-145-Lot 01/02/2014"
176,146,,17,2014-2-1,300.00,"graines",1000.00,14,0.00,97.29,107.02,7,"Lot 01/02/2014",2016-1-2,23,"2014-7-146-Lot 01/02/2014"
177,147,,17,2014-2-1,400.00,"graines",1000.00,14,0.00,97.29,107.02,8,"Lot 01/02/2014",2016-2-1,23,"2014-8-147-Lot 01/02/2014"
178,148,,17,2014-2-1,150.00,"minimotte(s)",150.00,15,0.00,76.51,84.16,9,"Lot 01/02/2014",2014-2-8,23,"2014-9-148-Lot 01/02/2014"
179,150,,7,2014-2-1,50000.00,"graines",1.0e+06,14,0.00,647.30,712.03,10,"Lot 01/02/2014",2016-2-1,23,"2014-10-150-Lot 01/02/2014"
180,152,,17,2014-2-1,250.00,"graines",1000.00,14,0.00,244.40,268.84,11,"Lot 01/02/2014",2016-2-1,23,"2014-11-152-Lot 01/02/2014"
181,154,,17,2014-2-1,150000.00,"graines",100000.0,14,0.00,317.58,349.34,12,"Lot 01/02/2014",2015-2-1,23,"2014-12-154-Lot 01/02/2014"
182,155,,17,2014-2-1,100000.00,"graines",100000.0,14,0.00,315.93,347.52,13,"Lot 01/02/2014",2015-2-1,23,"2014-13-155-Lot 01/02/2014"
183,156,,17,2014-2-1,150000.00,"graines",100000.0,14,0.00,315.93,347.52,14,"Lot 01/02/2014",2015-2-1,23,"2014-14-156-Lot 01/02/2014"
184,157,,17,2014-2-1,250.00,"graines",1000.00,14,0.00,605.36,665.90,15,"Lot 01/02/2014",2016-2-1,23,"2014-15-157-Lot 01/02/2014"
185,159,,17,2014-2-1,250.00,"graines",1000.00,14,0.00,605.36,665.90,16,"Lot 01/02/2014",2016-2-1,23,"2014-16-159-Lot 01/02/2014"
186,160,,40,2014-2-1,200.00,"graines",200.00,14,0.00,88.15,96.97,17,"Lot 01/02/2014",2016-2-1,23,"2014-17-160-Lot 01/02/2014"
187,163,,17,2014-2-1,100.00,"g",1000.00,14,0.00,298.50,328.35,18,"Lot 01/02/2014",2016-2-1,23,"2014-18-163-Lot 01/02/2014"
188,164,,17,2014-2-1,100.00,"g",1000.00,11,0.00,11.00,12.10,19,"Lot 01/02/2014",2016-2-1,23,"2014-19-164-Lot 01/02/2014"
189,165,,17,2014-2-1,300.00,"graines",1000.00,14,0.00,172.21,189.43,20,"Lot 01/02/2014",2016-2-1,23,"2014-20-165-Lot 01/02/2014"
190,166,,15,2014-2-1,5.00,"g",5.00,14,0.00,22.62,24.88,21,"Lot 01/02/2014",2016-2-1,23,"2014-21-166-Lot 01/02/2014"
191,168,,17,2014-2-1,30.00,"g",10.00,14,0.00,14.52,15.97,22,"Lot 01/02/2014",2015-3-8,23,"2014-22-168-Lot 01/02/2014"
192,173,,17,2014-2-1,5000.00,"graines de précision",10000.00,14,0.00,99.10,109.01,23,"Lot 01/02/2014",2016-2-1,23,"2014-23-173-Lot 01/02/2014"
193,175,,4,2014-2-1,8000.00,"graines",1000.00,11,0.00,31.82,35.00,24,"Lot 01/02/2014",2016-2-1,23,"2014-24-175-Lot 01/02/2014"
