compta;facture,jour;article;libelle;qte;pu;montant
ANDREGA01;FA23000029;2023-01-12 00:00:00.000;ACOT;Cotisation année 2023;1.000000;30.000000;30.000000
ANDREGA01;FA2400053;2024-01-12 00:00:00.000;ACOT;Cotisation année 2024;1.000000;5.000000;5.000000
ANDREGA01;AFA2500028;2025-01-21 00:00:00.000;ACOT;Cotisation année 2025;1.000000;5.000000;5.000000
ANDREGA01;AFA2600027;2026-01-13 00:00:00.000;ACOT;Cotisation année 2026;1.000000;5.000000;5.000000
ANDREJE02;FA2400056;2024-01-12 00:00:00.000;ACOT;Cotisation année 2024;1.000000;5.000000;5.000000
ANDREJE02;AFA2500030;2025-01-21 00:00:00.000;ACOT;Cotisation année 2025;1.000000;5.000000;5.000000
ANDREJE02;AFA2600029;2026-01-13 00:00:00.000;ACOT;Cotisation année 2026;1.000000;5.000000;5.000000
ANDREJO01;FA2100042;2021-01-14 00:00:00.000;ACOT;Cotisation année 2021;1.000000;30.000000;30.000000
ANDREJO01;FA2200036;2022-01-11 00:00:00.000;ACOT;Cotisation année 2022;1.000000;30.000000;30.000000
ANDREJO01;FA23000032;2023-01-12 00:00:00.000;ACOT;Cotisation année 2023;1.000000;30.000000;30.000000
ANDREJO01;FV23000168;2023-06-21 00:00:00.000;ACOT;Cotisation année 2023;-1.000000;30.000000;-30.000000
ANDRELU01;FA2100037;2021-01-14 00:00:00.000;ACOT;Cotisation année 2021;1.000000;30.000000;30.000000
ANDRELU01;FA2200032;2022-01-11 00:00:00.000;ACOT;Cotisation année 2022;1.000000;30.000000;30.000000
ANDRELU01;FA23000028;2023-01-12 00:00:00.000;ACOT;Cotisation année 2023;1.000000;30.000000;30.000000
ANDRELU01;FA2400052;2024-01-12 00:00:00.000;ACOT;Cotisation année 2024;1.000000;5.000000;5.000000
ANDRELU01;AFA2500027;2025-01-21 00:00:00.000;ACOT;Cotisation année 2025;1.000000;5.000000;5.000000
ANDRELU01;AFA2600026;2026-01-13 00:00:00.000;ACOT;Cotisation année 2026;1.000000;5.000000;5.000000
ANDREMA01;FA20000029;2020-01-14 00:00:00.000;ACOT;Cotisation année 2020;1.000000;30.000000;30.000000
ANDREMA01;FA2100043;2021-01-14 00:00:00.000;ACOT;Cotisation année 2021;1.000000;30.000000;30.000000
ANDREMA01;FA2200038;2022-01-11 00:00:00.000;ACOT;Cotisation année 2022;1.000000;30.000000;30.000000
ANDREMA01;FA23000034;2023-01-12 00:00:00.000;ACOT;Cotisation année 2023;1.000000;30.000000;30.000000
ANDREMA01;FA2400058;2024-01-12 00:00:00.000;ACOT;Cotisation année 2024;1.000000;5.000000;5.000000
ANDREMA01;AFA2500032;2025-01-21 00:00:00.000;ACOT;Cotisation année 2025;1.000000;5.000000;5.000000
ANDREMA01;AFA2600031;2026-01-13 00:00:00.000;ACOT;Cotisation année 2026;1.000000;5.000000;5.000000
ANDREMA02;FA20000025;2020-01-14 00:00:00.000;ACOT;Cotisation année 2020;1.000000;30.000000;30.000000
ANDREMA02;FA2100036;2021-01-14 00:00:00.000;ACOT;Cotisation année 2021;1.000000;30.000000;30.000000
ANDREMA02;FA2200031;2022-01-11 00:00:00.000;ACOT;Cotisation année 2022;1.000000;30.000000;30.000000
ANDREMA02;FA23000027;2023-01-12 00:00:00.000;ACOT;Cotisation année 2023;1.000000;30.000000;30.000000
ANDREMA02;FA2402807;2024-01-25 00:00:00.000;ACOT;Cotisation année 2024;1.000000;5.000000;5.000000
ANDREMA02;FV2400071;2024-02-14 00:00:00.000;ACOT;Cotisation année 2024;-1.000000;5.000000;-5.000000
ANDREMA03;FA20000027;2020-01-14 00:00:00.000;ACOT;Cotisation année 2020;1.000000;30.000000;30.000000
ANDREMA03;FA2100039;2021-01-14 00:00:00.000;ACOT;Cotisation année 2021;1.000000;30.000000;30.000000
ANDREMA03;FA2200037;2022-01-11 00:00:00.000;ACOT;Cotisation année 2022;1.000000;30.000000;30.000000
ANDREMA03;FA23000033;2023-01-12 00:00:00.000;ACOT;Cotisation année 2023;1.000000;30.000000;30.000000
ANDREMA03;FA2400057;2024-01-12 00:00:00.000;ACOT;Cotisation année 2024;1.000000;5.000000;5.000000
ANDREMA03;AFA2500031;2025-01-21 00:00:00.000;ACOT;Cotisation année 2025;1.000000;5.000000;5.000000
ANDREMA03;AFA2600030;2026-01-13 00:00:00.000;ACOT;Cotisation année 2026;1.000000;5.000000;5.000000
ANDREMI01;FA20003350;2020-05-15 00:00:00.000;ACOT;Cotisation année 2020;1.000000;30.000000;30.000000
ANDREMI01;FA2100045;2021-01-14 00:00:00.000;ACOT;Cotisation année 2021;1.000000;30.000000;30.000000
ANDREMI01;FA2200040;2022-01-11 00:00:00.000;ACOT;Cotisation année 2022;1.000000;30.000000;30.000000
ANDREMI01;FA23000037;2023-01-12 00:00:00.000;ACOT;Cotisation année 2023;1.000000;30.000000;30.000000
ANDREMI01;FA2400062;2024-01-12 00:00:00.000;ACOT;Cotisation année 2024;1.000000;5.000000;5.000000
ANDREMI01;AFA2500036;2025-01-21 00:00:00.000;ACOT;Cotisation année 2025;1.000000;5.000000;5.000000
ANDREMI01;AFA2600035;2026-01-13 00:00:00.000;ACOT;Cotisation année 2026;1.000000;5.000000;5.000000
ANDRERE01;FA20003228;2020-04-24 00:00:00.000;ACOT;Cotisation année 2020;1.000000;30.000000;30.000000
ANDRERE01;FA2100041;2021-01-14 00:00:00.000;ACOT;Cotisation année 2021;1.000000;30.000000;30.000000
ANDRERE01;FA2200035;2022-01-11 00:00:00.000;ACOT;Cotisation année 2022;1.000000;30.000000;30.000000
ANDRERE01;FA23000031;2023-01-12 00:00:00.000;ACOT;Cotisation année 2023;1.000000;30.000000;30.000000
ANDRERE01;FA2400055;2024-01-12 00:00:00.000;ACOT;Cotisation année 2024;1.000000;5.000000;5.000000
ANDRERE01;FV2400036;2024-01-25 00:00:00.000;ACOT;Cotisation année 2024;-1.000000;5.000000;-5.000000
ANDRERE01;FA2402874;2024-02-09 00:00:00.000;ACOT;Cotisation annuelle;1.000000;5.000000;5.000000
ANDRERE01;AFA2500029;2025-01-21 00:00:00.000;ACOT;Cotisation année 2025;1.000000;5.000000;5.000000
ANDRERE01;AFA2600028;2026-01-13 00:00:00.000;ACOT;Cotisation année 2026;1.000000;5.000000;5.000000
ANDRESA01;FA20000028;2020-01-14 00:00:00.000;ACOT;Cotisation année 2020;1.000000;30.000000;30.000000
ANDRESA01;FA2100040;2021-01-14 00:00:00.000;ACOT;Cotisation année 2021;1.000000;30.000000;30.000000
ANDRESA01;FA2200034;2022-01-11 00:00:00.000;ACOT;Cotisation année 2022;1.000000;30.000000;30.000000
ANDRESA01;FA23000030;2023-01-12 00:00:00.000;ACOT;Cotisation année 2023;1.000000;30.000000;30.000000
ANDRESA01;FA2400054;2024-01-12 00:00:00.000;ACOT;Cotisation année 2024;1.000000;5.000000;5.000000
ANDRESA01;FV2400020;2024-01-24 00:00:00.000;ACOT;Cotisation année 2024;-1.000000;5.000000;-5.000000
ANDRESI01;FA20000024;2020-01-14 00:00:00.000;ACOT;Cotisation année 2020;1.000000;30.000000;30.000000
ANDRESI01;FA2100035;2021-01-14 00:00:00.000;ACOT;Cotisation année 2021;1.000000;30.000000;30.000000
ANDRESI01;FA2200030;2022-01-11 00:00:00.000;ACOT;Cotisation année 2022;1.000000;30.000000;30.000000
ANDRESI01;FA23000026;2023-01-12 00:00:00.000;ACOT;Cotisation année 2023;1.000000;30.000000;30.000000
ANDRESI01;FA2400051;2024-01-12 00:00:00.000;ACOT;Cotisation année 2024;1.000000;5.000000;5.000000
ANDRESI01;AFA2500026;2025-01-21 00:00:00.000;ACOT;Cotisation année 2025;1.000000;5.000000;5.000000
ANDRESI01;AFA2600025;2026-01-13 00:00:00.000;ACOT;Cotisation année 2026;1.000000;5.000000;5.000000
ANDURMA01;FA20000031;2020-01-14 00:00:00.000;ACOT;Cotisation année 2020;1.000000;30.000000;30.000000
ANDURMA01;FA2100046;2021-01-14 00:00:00.000;ACOT;Cotisation année 2021;1.000000;30.000000;30.000000
ANDURMA01;FA2200041;2022-01-11 00:00:00.000;ACOT;Cotisation année 2022;1.000000;30.000000;30.000000
ANDURMA01;FA23000038;2023-01-12 00:00:00.000;ACOT;Cotisation année 2023;1.000000;30.000000;30.000000
ANDURMA01;FA2400063;2024-01-12 00:00:00.000;ACOT;Cotisation année 2024;1.000000;5.000000;5.000000
ANDURMA01;AFA2500037;2025-01-21 00:00:00.000;ACOT;Cotisation année 2025;1.000000;5.000000;5.000000
ANDURMA01;AFA2600036;2026-01-13 00:00:00.000;ACOT;Cotisation année 2026;1.000000;5.000000;5.000000
ANOTILU01;FA20000032;2020-01-14 00:00:00.000;ACOT;Cotisation année 2020;1.000000;30.000000;30.000000
ANSARGI01;FA2403173;2024-04-30 00:00:00.000;ACOT;Cotisation année 2024;1.000000;5.000000;5.000000
ANSTEBE01;FA20000033;2020-01-14 00:00:00.000;ACOT;Cotisation année 2020;1.000000;30.000000;30.000000
ANSTEBE01;FV20000384;2020-12-31 00:00:00.000;ACOT;Cotisation année 2020;-1.000000;30.000000;-30.000000
ANSTEBE01;FA2100047;2021-01-14 00:00:00.000;ACOT;Cotisation année 2021;1.000000;30.000000;30.000000
ANSTEBE01;FA2200042;2022-01-11 00:00:00.000;ACOT;Cotisation année 2022;1.000000;30.000000;30.000000
ANSTEBE01;FA23000039;2023-01-12 00:00:00.000;ACOT;Cotisation année 2023;1.000000;30.000000;30.000000
ANSTEBE01;FA2400064;2024-01-12 00:00:00.000;ACOT;Cotisation année 2024;1.000000;5.000000;5.000000
ANSTEBE01;AFA2500038;2025-01-21 00:00:00.000;ACOT;Cotisation année 2025;1.000000;5.000000;5.000000
ANSTEBE01;AFA2600037;2026-01-13 00:00:00.000;ACOT;Cotisation année 2026;1.000000;5.000000;5.000000
ANTOIBA01;AFA2500043;2025-01-21 00:00:00.000;ACOT;Cotisation année 2025;1.000000;5.000000;5.000000
ANTOIBA01;AFA2600042;2026-01-13 00:00:00.000;ACOT;Cotisation année 2026;1.000000;5.000000;5.000000
ANTOICL01;FA20000036;2020-01-14 00:00:00.000;ACOT;Cotisation année 2020;1.000000;30.000000;30.000000
ANTOICL01;FA2100050;2021-01-14 00:00:00.000;ACOT;Cotisation année 2021;1.000000;30.000000;30.000000
ANTOICL01;FA2200045;2022-01-11 00:00:00.000;ACOT;Cotisation année 2022;1.000000;30.000000;30.000000
ANTOIIS01;FA20000035;2020-01-14 00:00:00.000;ACOT;Cotisation année 2020;1.000000;30.000000;30.000000
ANTOIIS01;FA2100049;2021-01-14 00:00:00.000;ACOT;Cotisation année 2021;1.000000;30.000000;30.000000
ANTOIIS01;FA2200044;2022-01-11 00:00:00.000;ACOT;Cotisation année 2022;1.000000;30.000000;30.000000
ANTOIIS01;FA23000041;2023-01-12 00:00:00.000;ACOT;Cotisation année 2023;1.000000;30.000000;30.000000
ANTOIIS01;FA2400066;2024-01-12 00:00:00.000;ACOT;Cotisation année 2024;1.000000;5.000000;5.000000
ANTOIIS01;AFA2500040;2025-01-21 00:00:00.000;ACOT;Cotisation année 2025;1.000000;5.000000;5.000000
ANTOIIS01;AFA2600039;2026-01-13 00:00:00.000;ACOT;Cotisation année 2026;1.000000;5.000000;5.000000
ANTOIIS01;AFV2600038;2026-01-21 00:00:00.000;ACOT;Cotisation année 2026;-1.000000;5.000000;-5.000000
ANTOIJJ01;FA20000040;2020-01-14 00:00:00.000;ACOT;Cotisation année 2020;1.000000;30.000000;30.000000
ANTOIMA01;FA20000034;2020-01-14 00:00:00.000;ACOT;Cotisation année 2020;1.000000;30.000000;30.000000
ANTOIMA01;FA2100048;2021-01-14 00:00:00.000;ACOT;Cotisation année 2021;1.000000;30.000000;30.000000
ANTOIMA01;FA2200043;2022-01-11 00:00:00.000;ACOT;Cotisation année 2022;1.000000;30.000000;30.000000
ANTOIMA01;FA23000040;2023-01-12 00:00:00.000;ACOT;Cotisation année 2023;1.000000;30.000000;30.000000
ANTOIMA01;FA2400065;2024-01-12 00:00:00.000;ACOT;Cotisation année 2024;1.000000;5.000000;5.000000
ANTOIMA01;AFA2500039;2025-01-21 00:00:00.000;ACOT;Cotisation année 2025;1.000000;5.000000;5.000000
ANTOIMA01;AFA2600038;2026-01-13 00:00:00.000;ACOT;Cotisation année 2026;1.000000;5.000000;5.000000
ANTOINA01;FA2400068;2024-01-12 00:00:00.000;ACOT;Cotisation année 2024;1.000000;5.000000;5.000000
ANTOINA01;AFA2500042;2025-01-21 00:00:00.000;ACOT;Cotisation année 2025;1.000000;5.000000;5.000000
ANTOINA01;AFA2600041;2026-01-13 00:00:00.000;ACOT;Cotisation année 2026;1.000000;5.000000;5.000000
ANTOIPA01;FA20000039;2020-01-14 00:00:00.000;ACOT;Cotisation année 2020;1.000000;30.000000;30.000000
ANTOIPA01;FA2100053;2021-01-14 00:00:00.000;ACOT;Cotisation année 2021;1.000000;30.000000;30.000000
ANTOIPA01;FA2200047;2022-01-11 00:00:00.000;ACOT;Cotisation année 2022;1.000000;30.000000;30.000000
ANTOIPA01;FA23000043;2023-01-12 00:00:00.000;ACOT;Cotisation année 2023;1.000000;30.000000;30.000000
ANTOISA01;FA20000037;2020-01-14 00:00:00.000;ACOT;Cotisation année 2020;1.000000;30.000000;30.000000
ANTOISA01;FA2100051;2021-01-14 00:00:00.000;ACOT;Cotisation année 2021;1.000000;30.000000;30.000000
ANTOISY01;FA20000038;2020-01-14 00:00:00.000;ACOT;Cotisation année 2020;1.000000;30.000000;30.000000
ANTONAL01;FA20000041;2020-01-14 00:00:00.000;ACOT;Cotisation année 2020;1.000000;30.000000;30.000000
ANTONCE01;FA20000043;2020-01-14 00:00:00.000;ACOT;Cotisation année 2020;1.000000;30.000000;30.000000
ANTONCE01;FA2100055;2021-01-14 00:00:00.000;ACOT;Cotisation année 2021;1.000000;30.000000;30.000000
ANTONCE01;FA2200049;2022-01-11 00:00:00.000;ACOT;Cotisation année 2022;1.000000;30.000000;30.000000
ANTONCE01;FA23000045;2023-01-12 00:00:00.000;ACOT;Cotisation année 2023;1.000000;30.000000;30.000000
ANTONCE01;FA2400070;2024-01-12 00:00:00.000;ACOT;Cotisation année 2024;1.000000;5.000000;5.000000
ANTONCE01;AFA2500045;2025-01-21 00:00:00.000;ACOT;Cotisation année 2025;1.000000;5.000000;5.000000
ANTONCE01;AFA2600044;2026-01-13 00:00:00.000;ACOT;Cotisation année 2026;1.000000;5.000000;5.000000
ANTONKA01;FA20000044;2020-01-14 00:00:00.000;ACOT;Cotisation année 2020;1.000000;30.000000;30.000000
ANTONKA01;FA2100056;2021-01-14 00:00:00.000;ACOT;Cotisation année 2021;1.000000;30.000000;30.000000
ANTONKA01;FA2200050;2022-01-11 00:00:00.000;ACOT;Cotisation année 2022;1.000000;30.000000;30.000000
ANTONKA01;FA23000046;2023-01-12 00:00:00.000;ACOT;Cotisation année 2023;1.000000;30.000000;30.000000
ANTONKA01;FA2400071;2024-01-12 00:00:00.000;ACOT;Cotisation année 2024;1.000000;5.000000;5.000000
ANTONKA01;AFA2500046;2025-01-21 00:00:00.000;ACOT;Cotisation année 2025;1.000000;5.000000;5.000000
ANTONKA01;AFA2600045;2026-01-13 00:00:00.000;ACOT;Cotisation année 2026;1.000000;5.000000;5.000000
ANTONLI01;FA20000042;2020-01-14 00:00:00.000;ACOT;Cotisation année 2020;1.000000;30.000000;30.000000
ANTONLI01;FA2100054;2021-01-14 00:00:00.000;ACOT;Cotisation année 2021;1.000000;30.000000;30.000000
ANTONLI01;FA2200048;2022-01-11 00:00:00.000;ACOT;Cotisation année 2022;1.000000;30.000000;30.000000
ANTONLI01;FA23000044;2023-01-12 00:00:00.000;ACOT;Cotisation année 2023;1.000000;30.000000;30.000000
ANTONLI01;FA2400069;2024-01-12 00:00:00.000;ACOT;Cotisation année 2024;1.000000;5.000000;5.000000
ANTONLI01;AFA2500044;2025-01-21 00:00:00.000;ACOT;Cotisation année 2025;1.000000;5.000000;5.000000
ANTONLI01;AFA2600043;2026-01-13 00:00:00.000;ACOT;Cotisation année 2026;1.000000;5.000000;5.000000
ANTZESO01;FA2202946;2022-03-14 00:00:00.000;ACOT;Cotisation année 2022;1.000000;30.000000;30.000000
ANTZESO01;FA23000047;2023-01-12 00:00:00.000;ACOT;Cotisation année 2023;1.000000;30.000000;30.000000
ANTZESO01;FV23000169;2023-06-21 00:00:00.000;ACOT;Cotisation année 2023;-1.000000;30.000000;-30.000000
ANXIOAN01;FA20000045;2020-01-14 00:00:00.000;ACOT;Cotisation année 2020;1.000000;30.000000;30.000000
ANXIOAN01;FA2100057;2021-01-14 00:00:00.000;ACOT;Cotisation année 2021;1.000000;30.000000;30.000000
ANXIOAN01;FA2200051;2022-01-11 00:00:00.000;ACOT;Cotisation année 2022;1.000000;30.000000;30.000000
ANXIOAN01;FA23000048;2023-01-12 00:00:00.000;ACOT;Cotisation année 2023;1.000000;30.000000;30.000000
ANXIOAN01;FA2400072;2024-01-12 00:00:00.000;ACOT;Cotisation année 2024;1.000000;5.000000;5.000000
ANXIOAN01;AFA2500047;2025-01-21 00:00:00.000;ACOT;Cotisation année 2025;1.000000;5.000000;5.000000
ANXIOAN01;AFA2600046;2026-01-13 00:00:00.000;ACOT;Cotisation année 2026;1.000000;5.000000;5.000000
ANYAN01;FA20000046;2020-01-14 00:00:00.000;ACOT;Cotisation année 2020;1.000000;30.000000;30.000000
ANYAN01;FV20000106;2020-06-16 00:00:00.000;ACOT;Cotisation année 2020;-1.000000;30.000000;-30.000000
ARBONBE01;FA20000047;2020-01-14 00:00:00.000;ACOT;Cotisation année 2020;1.000000;30.000000;30.000000
ARBONBE01;FA2100058;2021-01-14 00:00:00.000;ACOT;Cotisation année 2021;1.000000;30.000000;30.000000
ARBONBE01;FA2200052;2022-01-11 00:00:00.000;ACOT;Cotisation année 2022;1.000000;30.000000;30.000000
ARBONBE01;FA23000049;2023-01-12 00:00:00.000;ACOT;Cotisation année 2023;1.000000;30.000000;30.000000
ARBONBE01;FV23000170;2023-06-21 00:00:00.000;ACOT;Cotisation année 2023;-1.000000;30.000000;-30.000000
ARBONBE01;FA2402808;2024-01-25 00:00:00.000;ACOT;Cotisation année 2024;1.000000;5.000000;5.000000
ARBONBE01;AFA2500048;2025-01-21 00:00:00.000;ACOT;Cotisation année 2025;1.000000;5.000000;5.000000
ARBONBE01;AFA2600047;2026-01-13 00:00:00.000;ACOT;Cotisation année 2026;1.000000;5.000000;5.000000
ARCHAMA01;FA2100059;2021-01-14 00:00:00.000;ACOT;Cotisation année 2021;1.000000;30.000000;30.000000
ARCHAMA01;FA2200053;2022-01-11 00:00:00.000;ACOT;Cotisation année 2022;1.000000;30.000000;30.000000
ARCHAMA01;FV2200165;2022-03-18 00:00:00.000;ACOT;Cotisation année 2022;-1.000000;30.000000;-30.000000
ARCHAMA01;FA2403079;2024-04-05 00:00:00.000;ACOT;Cotisation année 2024;1.000000;5.000000;5.000000
ARCHAMA01;AFA2500049;2025-01-21 00:00:00.000;ACOT;Cotisation année 2025;1.000000;5.000000;5.000000
ARCHAMA01;AFV2500315;2025-12-04 00:00:00.000;ACOT;Cotisation année 2025;-1.000000;5.000000;-5.000000
ARCHEIS01;FA20000048;2020-01-14 00:00:00.000;ACOT;Cotisation année 2020;1.000000;30.000000;30.000000
ARCHEIS01;FA2100060;2021-01-14 00:00:00.000;ACOT;Cotisation année 2021;1.000000;30.000000;30.000000
ARCHEIS01;FA2202725;2022-01-12 00:00:00.000;ACOT;Cotisation année 2022;1.000000;30.000000;30.000000
ARCHEIS01;FV2200166;2022-03-18 00:00:00.000;ACOT;Cotisation année 2022;-1.000000;30.000000;-30.000000
ARCHEIS01;FA2202977;2022-03-22 00:00:00.000;ACOT;Cotisation annuelle;1.000000;30.000000;30.000000
ARCHEIS01;FA23000050;2023-01-12 00:00:00.000;ACOT;Cotisation année 2023;1.000000;30.000000;30.000000
ARCHEIS01;FV23000122;2023-03-13 00:00:00.000;ACOT;Cotisation année 2023;-1.000000;30.000000;-30.000000
ARMANEL01;AFA2602658;2026-02-12 00:00:00.000;ACOT;Cotisation année 2026;1.000000;5.000000;5.000000
ARMBRSO01;FA20000049;2020-01-14 00:00:00.000;ACOT;Cotisation année 2020;1.000000;30.000000;30.000000
ARMBRSO01;FA2100061;2021-01-14 00:00:00.000;ACOT;Cotisation année 2021;1.000000;30.000000;30.000000
ARMBRSO01;FA2200054;2022-01-11 00:00:00.000;ACOT;Cotisation année 2022;1.000000;30.000000;30.000000
ARMBRSO01;FA23000051;2023-01-12 00:00:00.000;ACOT;Cotisation année 2023;1.000000;30.000000;30.000000
ARMBRSO01;FA2400073;2024-01-12 00:00:00.000;ACOT;Cotisation année 2024;1.000000;5.000000;5.000000
ARMBRSO01;AFA2500050;2025-01-21 00:00:00.000;ACOT;Cotisation année 2025;1.000000;5.000000;5.000000
ARMBRSO01;AFA2600048;2026-01-13 00:00:00.000;ACOT;Cotisation année 2026;1.000000;5.000000;5.000000
ARNEDMA01;FA20000050;2020-01-14 00:00:00.000;ACOT;Cotisation année 2020;1.000000;30.000000;30.000000
ARNEDMA01;FA2100062;2021-01-14 00:00:00.000;ACOT;Cotisation année 2021;1.000000;30.000000;30.000000
ARNEDMA01;FA2201408;2022-01-11 00:00:00.000;ACOT;Cotisation année 2022;1.000000;30.000000;30.000000
ARNEDMA01;FA23001290;2023-01-12 00:00:00.000;ACOT;Cotisation année 2023;1.000000;30.000000;30.000000
ARNEDMA01;FA2401326;2024-01-12 00:00:00.000;ACOT;Cotisation année 2024;1.000000;5.000000;5.000000
ARNEDMA01;AFA2501412;2025-01-21 00:00:00.000;ACOT;Cotisation année 2025;1.000000;5.000000;5.000000
ARNEDMA01;AFA2601382;2026-01-13 00:00:00.000;ACOT;Cotisation année 2026;1.000000;5.000000;5.000000
ARNOLGU01;FA20000052;2020-01-14 00:00:00.000;ACOT;Cotisation année 2020;1.000000;30.000000;30.000000
ARNOLGU01;FA2100064;2021-01-14 00:00:00.000;ACOT;Cotisation année 2021;1.000000;30.000000;30.000000
ARNOLGU01;FA2200056;2022-01-11 00:00:00.000;ACOT;Cotisation année 2022;1.000000;30.000000;30.000000
ARNOLGU01;FV2200382;2022-10-18 00:00:00.000;ACOT;Cotisation année 2022;-1.000000;30.000000;-30.000000
ARNOLMA01;FA20000051;2020-01-14 00:00:00.000;ACOT;Cotisation année 2020;1.000000;30.000000;30.000000
ARNOLMA01;FA2100063;2021-01-14 00:00:00.000;ACOT;Cotisation année 2021;1.000000;30.000000;30.000000
ARNOLMA01;FA2200055;2022-01-11 00:00:00.000;ACOT;Cotisation année 2022;1.000000;30.000000;30.000000
ARNOLMA01;FA23000052;2023-01-12 00:00:00.000;ACOT;Cotisation année 2023;1.000000;30.000000;30.000000
ARNOLMA01;FA2400074;2024-01-12 00:00:00.000;ACOT;Cotisation année 2024;1.000000;5.000000;5.000000
ARNOLMA01;AFA2500051;2025-01-21 00:00:00.000;ACOT;Cotisation année 2025;1.000000;5.000000;5.000000
ARNOLMA01;AFA2600049;2026-01-13 00:00:00.000;ACOT;Cotisation année 2026;1.000000;5.000000;5.000000
ARNOLMA02;FA20000053;2020-01-14 00:00:00.000;ACOT;Cotisation année 2020;1.000000;30.000000;30.000000
ARNOLMA02;FA2100065;2021-01-14 00:00:00.000;ACOT;Cotisation année 2021;1.000000;30.000000;30.000000
ARNOLMA02;FA2200057;2022-01-11 00:00:00.000;ACOT;Cotisation année 2022;1.000000;30.000000;30.000000
ARNOLMA02;FA23000053;2023-01-12 00:00:00.000;ACOT;Cotisation année 2023;1.000000;30.000000;30.000000
ARNOLMA02;FA2400075;2024-01-12 00:00:00.000;ACOT;Cotisation année 2024;1.000000;5.000000;5.000000
ARNOLMA02;AFA2500052;2025-01-21 00:00:00.000;ACOT;Cotisation année 2025;1.000000;5.000000;5.000000
ARNOLMA02;AFV2500316;2025-12-04 00:00:00.000;ACOT;Cotisation année 2025;-1.000000;5.000000;-5.000000
ARNOLMA02;AFA2600050;2026-01-13 00:00:00.000;ACOT;Cotisation année 2026;1.000000;5.000000;5.000000
ARNOUAL01;FA20000054;2020-01-14 00:00:00.000;ACOT;Cotisation année 2020;1.000000;30.000000;30.000000
ARNOUAL01;FA2100066;2021-01-14 00:00:00.000;ACOT;Cotisation année 2021;1.000000;30.000000;30.000000
ARNOUAL01;FA2200058;2022-01-11 00:00:00.000;ACOT;Cotisation année 2022;1.000000;30.000000;30.000000
ARNOUAL01;FV2200167;2022-03-18 00:00:00.000;ACOT;Cotisation année 2022;-1.000000;30.000000;-30.000000
ARNOUAN02;FA20000055;2020-01-14 00:00:00.000;ACOT;Cotisation année 2020;1.000000;30.000000;30.000000
ARNOUAN02;FA2100067;2021-01-14 00:00:00.000;ACOT;Cotisation année 2021;1.000000;30.000000;30.000000
ARNOUAN02;FA2200059;2022-01-11 00:00:00.000;ACOT;Cotisation année 2022;1.000000;30.000000;30.000000
ARNOUAN02;FA23000054;2023-01-12 00:00:00.000;ACOT;Cotisation année 2023;1.000000;30.000000;30.000000
ARNOUAN02;FA2400076;2024-01-12 00:00:00.000;ACOT;Cotisation année 2024;1.000000;5.000000;5.000000
ARNOUAN02;FV2400034;2024-01-25 00:00:00.000;ACOT;Cotisation année 2024;-1.000000;5.000000;-5.000000
ARNOUMA02;FA20002929;2020-03-18 00:00:00.000;ACOT;Cotisation année 2020;1.000000;30.000000;30.000000
