abonnement_id,adherent_id,panier_id,date_debut,nb,montant,mr_no,annee,qte,mois_depart,mois_nb,nb_initial,piece,abonnement_id_prec,reste_prec
22968,120713,1,01-01-2023,50,624,41,2023,1,1,12,50,FA2300208,20995,0
22969,7303,1,01-01-2023,50,624,41,2023,1,1,12,50,FA2300208,20996,0
22970,212,1,01-01-2023,50,624,41,2023,1,1,12,50,FA2300208,20997,0
22971,258474,1,01-01-2023,50,624,41,2023,1,1,12,50,FA2300208,20999,0
22972,258315,1,01-01-2023,50,624,41,2023,1,1,12,50,FA2300208,21000,0
22973,258770,1,01-01-2023,50,624,41,2023,1,1,12,50,FA2300208,21001,0
22974,211,1,01-01-2023,50,624,41,2023,1,1,12,50,FA2300208,21002,0
22975,258615,1,01-01-2023,50,624,5,2023,1,1,12,50,FA2300208,21003,0
22976,258355,1,01-01-2023,50,624,5,2023,1,1,12,50,FA2300207,21004,0
22977,402,1,01-01-2023,50,624,41,2023,1,1,12,50,FA2300207,21005,0
22978,145714,1,01-01-2023,50,624,41,2023,1,1,12,50,FA2300207,21006,0
22979,588,1,01-01-2023,50,624,41,2023,1,1,12,50,FA2300207,21007,0
22980,166,1,01-01-2023,50,624,41,2023,1,1,12,50,FA2300207,21008,0
22981,258563,1,01-01-2023,50,624,20,2023,1,1,12,50,FA2300207,21009,0
22982,163276,1,01-01-2023,50,624,41,2023,1,1,12,50,FA2300207,21010,0
22983,258618,1,01-01-2023,50,624,41,2023,1,1,12,50,FA2300207,21011,0
22984,106,1,01-01-2023,50,624,41,2023,1,1,12,50,FA2300207,21012,0
22987,258280,1,01-01-2023,50,624,41,2023,1,1,12,50,FA2300207,21015,0
22988,258809,1,01-01-2023,50,624,5,2023,1,1,12,50,FA2300206,21016,0
22989,81,1,01-01-2023,50,624,5,2023,1,1,12,50,FA2300206,21017,0
22990,311,1,01-01-2023,50,624,41,2023,1,1,12,50,FA2300206,21018,0
22991,423,1,01-01-2023,50,624,18,2023,1,1,12,50,FA2300206,21019,0
22993,20024,1,01-01-2023,50,624,41,2023,1,1,12,50,FA2300206,21022,0
22995,165,3,01-01-2023,50,1074,41,2023,1,1,12,50,FA2300219,21024,0
22998,128,1,01-01-2023,50,624,41,2023,1,1,12,50,FA2300206,21027,0
22999,258151,1,01-01-2023,50,624,41,2023,1,1,12,50,FA2300206,21028,0
23000,258234,1,01-01-2023,50,624,41,2023,1,1,12,50,FA2300206,21029,0
23001,120,1,01-01-2023,50,624,41,2023,1,1,12,50,FA2300206,21030,0
23002,1569,2,01-01-2023,25,366,1,2023,1,1,12,25,FA2300150,21031,0
23003,31,18,01-01-2023,6,98,41,2023,1,1,12,6,FA2300143,21032,0
23005,259976,1,01-01-2023,50,624,41,2023,1,1,12,50,FA2300205,21940,0
23006,411,1,01-01-2023,50,624,41,2023,1,1,12,50,FA2300205,21036,0
23007,258210,1,01-01-2023,50,624,41,2023,1,1,12,50,FA2300205,21037,0
23009,258683,1,01-01-2023,50,624,41,2023,1,1,12,50,FA2300205,21039,0
23010,258776,3,01-01-2023,35,751.8,41,2023,1,1,12,50,FA2300219,21040,0
23011,119994,1,01-01-2023,50,624,5,2023,1,1,12,50,FA2300205,21041,0
23012,21488,1,01-01-2023,50,624,41,2023,1,1,12,50,FA2300205,21042,0
23013,259799,2,01-01-2023,25,366,41,2023,1,1,12,25,FA2300150,21893,0
23014,258509,1,01-01-2023,50,624,41,2023,1,1,12,50,FA2300205,21044,0
23015,259854,1,01-01-2023,50,624,5,2023,1,1,12,50,FA2300205,21045,0
23016,258515,1,01-01-2023,50,624,41,2023,1,1,12,50,FA2300205,21046,0
23017,257603,3,01-01-2023,50,1074,5,2023,1,1,12,50,FA2300219,21047,0
23019,258594,1,01-01-2023,50,624,41,2023,1,1,12,50,FA2300205,21049,3
23020,258442,1,01-01-2023,50,624,41,2023,1,1,12,50,FA2300204,21050,0
23021,259495,1,01-01-2023,50,624,41,2023,1,1,12,50,FA2300204,21051,0
23022,259492,1,01-01-2023,50,624,41,2023,1,1,12,50,FA2300204,21052,0
23023,258784,1,01-01-2023,50,624,41,2023,1,1,12,50,FA2300204,21054,0
23024,257705,2,01-01-2023,14,204.96,5,2023,1,1,12,25,FA2300149,21055,0
23025,258166,1,01-01-2023,50,624,41,2023,1,1,12,50,FA2300204,21056,0
23026,166159,7,01-01-2023,50,125,24,2023,1,1,12,50,FA2401479,21057,0
23027,258534,1,01-01-2023,50,624,20,2023,1,1,12,50,FA2300204,21058,0
23028,257660,1,01-01-2023,50,624,41,2023,1,1,12,50,FA2300204,21059,2
23029,427,1,01-01-2023,50,624,41,2023,1,1,12,50,FA2300204,21060,0
23031,513,1,01-01-2023,50,624,41,2023,1,1,12,50,FA2300204,21062,0
23032,183459,1,01-01-2023,50,624,41,2023,1,1,12,50,FA2300204,21063,0
23033,258289,1,01-01-2023,50,624,41,2023,1,1,12,50,FA2300203,21064,0
23034,224,1,01-01-2023,50,624,41,2023,1,1,12,50,FA2300203,21065,0
23035,257869,1,01-01-2023,50,624,6,2023,1,1,12,50,FA2300203,21067,1
23036,259506,1,01-01-2023,50,624,41,2023,1,1,12,50,FA2300203,21068,0
23037,258291,1,01-01-2023,50,624,41,2023,1,1,12,50,FA2300203,21070,1
23038,258429,1,01-01-2023,50,624,44,2023,1,1,12,50,FA2300203,21071,0
23039,178012,1,01-01-2023,50,624,41,2023,1,1,12,50,FA2300203,21072,0
23040,237779,1,01-01-2023,50,624,41,2023,1,1,12,50,FA2300203,21073,0
23041,258339,1,01-01-2023,50,624,41,2023,1,1,12,50,FA2300203,21074,0
23042,171,1,01-01-2023,50,624,41,2023,1,1,12,50,FA2300203,21075,0
23043,257941,2,01-01-2023,25,366,44,2023,1,1,12,25,FA2300149,21076,0
23044,54415,1,01-01-2023,50,624,41,2023,1,1,12,50,FA2300202,21077,0
23045,258281,1,01-01-2023,50,624,41,2023,1,1,12,50,FA2300202,21078,0
23046,548,1,01-01-2023,50,624,41,2023,1,1,12,50,FA2300202,21079,0
23047,1544,1,01-01-2023,50,624,20,2023,1,1,12,50,FA2300202,21080,0
23048,258820,1,01-01-2023,15,187.2,41,2023,1,1,12,50,FA2300202,21081,0
23049,258222,13,01-01-2023,11,178.2,41,2023,1,1,12,50,FA2300222,21882,10
23050,147853,1,01-01-2023,50,624,41,2023,1,1,12,50,FA2300202,21084,0
23051,314,2,01-01-2023,25,366,43,2023,1,1,12,25,FA2300149,21085,0
23052,173,3,01-01-2023,50,1074,41,2023,1,1,12,50,FA2300219,21086,0
23053,258090,3,01-01-2023,50,1074,41,2023,1,1,12,50,FA2300219,21087,0
23054,174,1,01-01-2023,50,624,43,2023,1,1,12,50,FA2300202,21088,0
23055,24312,1,01-01-2023,50,624,41,2023,1,1,12,50,FA2300202,21089,0
23056,258095,1,01-01-2023,50,624,41,2023,1,1,12,50,FA2300202,21090,0
23057,1546,1,01-01-2023,50,624,20,2023,1,1,12,50,FA2300202,21092,6
23058,358,1,01-01-2023,50,624,20,2023,1,1,12,50,FA2300201,21093,0
23059,258416,1,01-01-2023,50,624,20,2023,1,1,12,50,FA2300201,21094,0
23060,257585,2,01-01-2023,25,366,41,2023,1,1,12,25,FA2300149,21095,0
23063,258014,1,01-01-2023,50,624,41,2023,1,1,12,50,FA2300201,21098,0
23064,244231,1,01-01-2023,50,624,41,2023,1,1,12,50,FA2300201,21100,0
23065,27245,1,01-01-2023,50,624,20,2023,1,1,12,50,FA2300201,21102,0
23066,78,1,01-01-2023,50,624,41,2023,1,1,12,50,FA2300201,21103,0
23067,535,1,01-01-2023,50,624,41,2023,1,1,12,50,FA2300201,21104,0
23069,259853,1,01-01-2023,50,624,41,2023,1,1,12,50,FA2300201,21107,0
23070,258789,1,01-01-2023,50,624,41,2023,1,1,12,50,FA2300201,21108,0
23072,257920,2,01-01-2023,25,366,41,2023,1,1,12,25,FA2300149,21110,0
23073,434,1,01-01-2023,50,624,41,2023,1,1,12,50,FA2300200,21111,0
23074,529,1,01-01-2023,50,624,41,2023,1,1,12,50,FA2300200,21112,0
23075,258658,1,01-01-2023,50,624,41,2023,1,1,12,50,FA2300200,21113,0
23076,436,1,01-01-2023,50,624,41,2023,1,1,12,50,FA2300200,21114,0
23077,258223,3,01-01-2023,24,515.52,5,2023,1,1,12,50,FA2300219,21115,0
23078,594,1,01-01-2023,50,624,5,2023,1,1,12,50,FA2300200,21116,0
23079,258650,1,01-01-2023,39,486.72,41,2023,1,1,12,50,FA2300200,21117,0
23080,257915,13,01-01-2023,50,810,18,2023,1,1,12,50,FA2300222,21118,0
23081,235,1,01-01-2023,50,624,41,2023,1,1,12,50,FA2300200,21119,0
23082,258341,3,01-01-2023,50,1074,41,2023,1,1,12,50,FA2300219,21121,0
23083,258528,1,01-01-2023,50,624,41,2023,1,1,12,50,FA2300200,21122,2
23084,104,1,01-01-2023,50,624,41,2023,1,1,12,50,FA2300200,21123,0
23085,509,1,01-01-2023,50,624,41,2023,1,1,12,50,FA2300200,21124,0
23087,234846,1,01-01-2023,50,624,41,2023,1,1,12,50,FA2300199,21127,0
23088,438,1,01-01-2023,50,624,5,2023,1,1,12,50,FA2300199,21128,0
23089,258553,1,01-01-2023,5,62.4,41,2023,1,1,12,50,FA2300199,21129,1
23091,236,1,01-01-2023,50,624,41,2023,1,1,12,50,FA2300199,21132,0
23093,258414,1,01-01-2023,50,624,41,2023,1,1,12,50,FA2300199,21134,0
23094,338,1,01-01-2023,50,624,5,2023,1,1,12,50,FA2300199,21135,7
23095,249180,1,01-01-2023,50,624,41,2023,1,1,12,50,FA2300199,21136,0
23097,257642,1,01-01-2023,50,624,41,2023,1,1,12,50,FA2300199,21138,0
23098,97,3,01-01-2023,50,1074,5,2023,1,1,12,50,FA2300219,21140,0
23099,256449,1,01-01-2023,37,461.76,41,2023,1,1,12,50,FA2300199,21141,0
23100,178,3,01-01-2023,50,1074,41,2023,1,1,12,50,FA2300219,21142,0
23102,510,1,01-01-2023,50,624,41,2023,1,1,12,50,FA2300198,21144,0
23103,257926,1,01-01-2023,50,624,41,2023,1,1,12,50,FA2300198,21145,0
23104,240,1,01-01-2023,50,624,41,2023,1,1,12,50,FA2300198,21146,0
23105,1551,1,01-01-2023,50,624,41,2023,1,1,12,50,FA2300198,21147,0
23106,258328,1,01-01-2023,50,624,41,2023,1,1,12,50,FA2300198,21148,0
23108,442,1,01-01-2023,50,624,43,2023,1,1,12,50,FA2300198,21152,0
23109,257591,1,01-01-2023,50,624,18,2023,1,1,12,50,FA2300198,21153,0
23110,176298,1,01-01-2023,50,624,41,2023,1,1,12,50,FA2300198,21154,0
23111,145109,1,01-01-2023,50,624,5,2023,1,1,12,50,FA2300198,21155,0
23112,258680,1,01-01-2023,50,624,41,2023,1,1,12,50,FA2300198,21156,0
23113,449,13,01-01-2023,50,810,5,2023,1,1,12,50,FA2300222,21157,0
23114,25768,1,01-01-2023,50,624,20,2023,1,1,12,50,FA2300197,22436,1
23115,258443,1,01-01-2023,50,624,41,2023,1,1,12,50,FA2300197,21892,0
23116,258476,1,01-01-2023,50,624,41,2023,1,1,12,50,FA2300197,21160,0
23117,451,1,01-01-2023,50,624,20,2023,1,1,12,50,FA2300197,21161,0
23118,9606,1,01-01-2023,50,624,41,2023,1,1,12,50,FA2300197,21162,0
23119,257986,1,01-01-2023,50,624,5,2023,1,1,12,50,FA2300197,21164,0
23120,258060,1,01-01-2023,50,624,41,2023,1,1,12,50,FA2300197,21165,0
23121,190584,2,01-01-2023,25,366,5,2023,1,1,12,25,FA2300149,21166,0
23123,258237,1,01-01-2023,50,624,41,2023,1,1,12,50,FA2300197,21168,0
23124,258623,1,01-01-2023,50,624,5,2023,1,1,12,50,FA2300197,21169,0
23126,54498,1,01-01-2023,50,624,5,2023,1,1,12,50,FA2300197,21171,0
23128,102,1,01-01-2023,50,624,41,2023,1,1,12,50,FA2300196,21173,1
23130,95573,1,01-01-2023,50,624,41,2023,1,1,12,50,FA2300196,21175,0
23131,258473,1,01-01-2023,50,624,41,2023,1,1,12,50,FA2300196,21177,2
23132,258329,1,01-01-2023,50,624,41,2023,1,1,12,50,FA2300196,21178,0
23136,257863,1,01-01-2023,50,624,5,2023,1,1,12,50,FA2300196,21185,0
23137,115,1,01-01-2023,50,624,41,2023,1,1,12,50,FA2300196,21186,0
23138,257990,2,01-01-2023,25,366,41,2023,1,1,12,25,FA2300149,21187,0
23139,258021,1,01-01-2023,50,624,20,2023,1,1,12,50,FA2300196,21188,0
23140,258504,1,01-01-2023,50,624,41,2023,1,1,12,50,FA2300196,21189,0
23141,256932,1,01-01-2023,50,624,41,2023,1,1,12,50,FA2300196,21190,0
23142,258284,1,01-01-2023,50,624,41,2023,1,1,12,50,FA2300195,21191,0
23143,251,1,01-01-2023,50,624,41,2023,1,1,12,50,FA2300195,21192,0
23144,258735,1,01-01-2023,50,624,41,2023,1,1,12,50,FA2300195,21193,0
23145,243871,1,01-01-2023,50,624,41,2023,1,1,12,50,FA2300195,21195,0
23146,258587,1,01-01-2023,50,624,41,2023,1,1,12,50,FA2300195,21196,0
23147,603,1,01-01-2023,50,624,5,2023,1,1,12,50,FA2300195,21197,0
23148,521,1,01-01-2023,50,624,41,2023,1,1,12,50,FA2300195,21198,11
23149,258196,3,01-01-2023,50,1074,5,2023,1,1,12,50,FA2300218,21199,0
23150,30,1,01-01-2023,47,586.56,0,2023,1,1,12,50,,21200,0
23151,257719,1,01-01-2023,50,624,41,2023,1,1,12,50,FA2300195,21201,0
23152,239121,3,01-01-2023,50,1074,5,2023,1,1,12,50,FA2300218,21202,0
23153,211493,1,01-01-2023,50,624,41,2023,1,1,12,50,FA2300195,21203,0
23154,258340,1,01-01-2023,50,624,41,2023,1,1,12,50,FA2300195,21204,0
23155,321,2,01-01-2023,25,366,20,2023,1,1,12,25,FA2300149,21205,1
23156,258173,1,01-01-2023,13,162.24,20,2023,1,1,12,50,FA2300194,21206,0
23157,501,1,01-01-2023,50,624,41,2023,1,1,12,50,FA2300194,21208,0
23158,258579,1,01-01-2023,50,624,41,2023,1,1,12,50,FA2300194,21209,0
23159,257595,1,01-01-2023,50,624,43,2023,1,1,12,50,FA2300194,21211,0
23161,85115,1,01-01-2023,50,624,41,2023,1,1,12,50,FA2300194,21214,0
23164,31072,1,01-01-2023,50,624,41,2023,1,1,12,50,FA2300194,21217,0
23165,206959,1,01-01-2023,50,624,41,2023,1,1,12,50,FA2300194,21218,0
23166,107,1,01-01-2023,50,624,41,2023,1,1,12,50,FA2300194,21219,0
23167,465,1,01-01-2023,50,624,5,2023,1,1,12,50,FA2300194,21220,0
23168,343,1,01-01-2023,50,624,41,2023,1,1,12,50,FA2300193,21221,0
23169,258512,1,01-01-2023,50,624,41,2023,1,1,12,50,FA2300193,21222,0
23170,258846,4,01-01-2023,25,600,41,2023,1,1,12,25,FA2300212,21224,0
23172,257590,13,01-01-2023,50,810,41,2023,1,1,12,50,FA2300221,21226,0
23173,60347,1,01-01-2023,50,624,41,2023,1,1,12,50,FA2300193,21228,0
23174,257662,1,01-01-2023,50,624,41,2023,1,1,12,50,FA2300193,21229,0
23175,258567,1,01-01-2023,50,624,41,2023,1,1,12,50,FA2300193,21230,0
23176,258759,1,01-01-2023,50,624,5,2023,1,1,12,50,FA2300193,21232,0
23177,258495,1,01-01-2023,21,262.08,41,2023,1,1,12,50,FA2300193,21233,0
23178,258,1,01-01-2023,50,624,41,2023,1,1,12,50,FA2300193,21236,0
23179,345,1,01-01-2023,50,624,5,2023,1,1,12,50,FA2300193,21237,0
23180,372,1,01-01-2023,50,624,41,2023,1,1,12,50,FA2300192,21238,0
23181,258635,3,01-01-2023,50,1074,41,2023,1,1,12,50,FA2300218,21239,0
23182,180363,1,01-01-2023,2,24.96,20,2023,1,1,12,50,FA2300192,21240,0
23183,374,1,01-01-2023,17,212.16,41,2023,1,1,12,50,FA2300192,21241,0
23184,508,1,01-01-2023,50,624,41,2023,1,1,12,50,FA2300192,21242,0
23185,258801,1,01-01-2023,50,624,41,2023,1,1,12,50,FA2300192,21243,0
23186,257751,1,01-01-2023,50,624,40,2023,1,1,12,50,FA2300192,21244,0
23187,266,1,01-01-2023,50,624,43,2023,1,1,12,50,FA2300192,21245,0
23188,185,1,01-01-2023,50,624,5,2023,1,1,12,50,FA2300192,21246,0
23189,257901,1,01-01-2023,50,624,41,2023,1,1,12,50,FA2300192,21247,0
23190,268,1,01-01-2023,50,624,41,2023,1,1,12,50,FA2300192,21248,0
23191,257698,1,01-01-2023,50,624,5,2023,1,1,12,50,FA2300191,21249,0
23192,258847,1,01-01-2023,21,262.08,41,2023,1,1,12,50,FA2300191,21250,0
23193,144,3,01-01-2023,50,1074,41,2023,1,1,12,50,FA2300218,21251,0
23194,258216,1,01-01-2023,50,624,43,2023,1,1,12,50,FA2300191,21252,0
23195,65196,1,01-01-2023,50,624,41,2023,1,1,12,50,FA2300191,21253,0
23196,258659,1,01-01-2023,50,624,41,2023,1,1,12,50,FA2300191,21254,0
23198,27174,3,01-01-2023,50,1074,41,2023,1,1,12,50,FA2300218,21256,0
23199,77,1,01-01-2023,50,624,41,2023,1,1,12,50,FA2300191,21257,0
23200,605,1,01-01-2023,50,624,41,2023,1,1,12,50,FA2300191,21258,0
23201,491,1,01-01-2023,50,624,41,2023,1,1,12,50,FA2300191,21259,0
23203,258602,3,01-01-2023,20,429.6,41,2023,1,1,12,50,FA2300218,21262,1
23204,528,2,01-01-2023,25,366,5,2023,1,1,12,25,FA2300148,21263,0
23205,275,1,01-01-2023,50,624,41,2023,1,1,12,50,FA2300191,21264,0
23206,507,1,01-01-2023,50,624,41,2023,1,1,12,50,FA2300191,21267,0
23207,258358,1,01-01-2023,50,624,41,2023,1,1,12,50,FA2300190,21268,0
23208,258743,1,01-01-2023,50,624,41,2023,1,1,12,50,FA2300190,21269,0
23209,258840,1,01-01-2023,50,624,5,2023,1,1,12,50,FA2300190,21270,0
23210,280,1,01-01-2023,50,624,20,2023,1,1,12,50,FA2300190,21271,0
23211,257847,1,01-01-2023,50,624,41,2023,1,1,12,50,FA2300190,21272,0
23212,323,2,01-01-2023,25,366,5,2023,1,1,12,25,FA2300148,21273,0
23213,149,1,01-01-2023,50,624,41,2023,1,1,12,50,FA2300190,21274,0
23214,473,1,01-01-2023,50,624,41,2023,1,1,12,50,FA2300190,21275,0
23215,258361,1,01-01-2023,50,624,41,2023,1,1,12,50,FA2300190,21276,0
23216,258537,1,01-01-2023,50,624,41,2023,1,1,12,50,FA2300190,21277,0
23217,412,1,01-01-2023,50,624,41,2023,1,1,12,50,FA2300190,21278,0
23218,283,1,01-01-2023,13,162.24,41,2023,1,1,12,50,FA2300189,21279,0
23219,1560,1,01-01-2023,50,624,5,2023,1,1,12,50,FA2300189,21280,0
23220,336,1,01-01-2023,50,624,20,2023,1,1,12,50,FA2300189,21281,0
23221,172945,1,01-01-2023,50,624,41,2023,1,1,12,50,FA2300189,21283,0
23222,1564,1,01-01-2023,50,624,41,2023,1,1,12,50,FA2300189,21284,0
23223,257796,1,01-01-2023,50,624,41,2023,1,1,12,50,FA2300189,21285,0
23224,258867,2,01-01-2023,25,366,41,2023,1,1,12,25,FA2300148,21286,0
23225,173217,1,01-01-2023,50,624,41,2023,1,1,12,50,FA2300189,21287,0
23226,209730,1,01-01-2023,50,624,41,2023,1,1,12,50,FA2300189,21288,0
23227,189,15,01-01-2023,50,1308,5,2023,1,1,12,50,FA2300222,21289,0
23228,258075,1,01-01-2023,50,624,5,2023,1,1,12,50,FA2300189,21290,0
23229,285,1,01-01-2023,50,624,41,2023,1,1,12,50,FA2300189,21291,0
23231,241129,1,01-01-2023,50,624,41,2023,1,1,12,50,FA2300188,21293,0
23232,258818,1,01-01-2023,50,624,41,2023,1,1,12,50,FA2300188,21296,0
23233,413,1,01-01-2023,50,624,41,2023,1,1,12,50,FA2300188,21298,0
23234,257701,1,01-01-2023,50,624,41,2023,1,1,12,50,FA2300188,21896,0
23236,477,1,01-01-2023,50,624,20,2023,1,1,12,50,FA2300188,21302,0
23237,547,1,01-01-2023,50,624,41,2023,1,1,12,50,FA2300188,21303,0
23238,1570,1,01-01-2023,50,624,20,2023,1,1,12,50,FA2300188,21304,0
23239,41,1,01-01-2023,50,624,5,2023,1,1,12,50,FA2300188,21305,0
23240,40,1,01-01-2023,50,624,41,2023,1,1,12,50,FA2300188,21306,0
23241,257783,1,01-01-2023,50,624,41,2023,1,1,12,50,FA2300188,21307,1
23242,260071,1,01-01-2023,50,624,41,2023,1,1,12,50,FA2300187,22050,0
23243,324,2,01-01-2023,25,366,41,2023,1,1,12,25,FA2300148,21309,0
23244,259389,1,01-01-2023,50,624,41,2023,1,1,12,50,FA2300187,21978,0
23245,190,3,01-01-2023,50,1074,41,2023,1,1,12,50,FA2300218,21311,0
23246,258334,1,01-01-2023,50,624,41,2023,1,1,12,50,FA2300187,21312,1
23247,257652,1,01-01-2023,50,624,44,2023,1,1,12,50,FA2300187,21313,0
23248,212873,1,01-01-2023,50,624,41,2023,1,1,12,50,FA2300187,21976,0
23249,257770,1,01-01-2023,50,624,41,2023,1,1,12,50,FA2300187,21315,0
23251,258174,1,01-01-2023,50,624,41,2023,1,1,12,50,FA2300187,21317,0
23252,75,13,01-01-2023,50,810,5,2023,1,1,12,50,FA2300221,21318,0
23253,45,1,01-01-2023,50,624,41,2023,1,1,12,50,FA2300187,21320,0
23254,258486,3,01-01-2023,50,1074,41,2023,1,1,12,50,FA2300218,21321,0
23255,479,1,01-01-2023,50,624,41,2023,1,1,12,50,FA2300187,21322,0
23256,1573,3,01-01-2023,50,1074,41,2023,1,1,12,50,FA2300218,21323,0
23258,258217,1,01-01-2023,50,624,41,2023,1,1,12,50,FA2300187,21325,0
23259,1336,1,01-01-2023,51,636.48,41,2023,1,1,12,50,FA2300186,21327,1
23260,257594,1,01-01-2023,50,624,40,2023,1,1,12,50,FA2300186,21328,0
23261,257548,7,01-01-2023,50,125,20,2023,1,1,12,50,FA2300142,21329,0
23262,68325,1,01-01-2023,50,624,41,2023,1,1,12,50,FA2300186,21330,0
23263,18,13,01-01-2023,50,810,5,2023,1,1,12,50,FA2300221,21331,2
23264,257542,1,01-01-2023,50,624,41,2023,1,1,12,50,FA2300186,21332,0
23265,257905,3,01-01-2023,30,644.4,41,2023,1,1,12,50,FA2300217,21333,0
23267,90,1,01-01-2023,50,624,5,2023,1,1,12,50,FA2300186,21336,0
23268,257900,3,01-01-2023,50,1074,41,2023,1,1,12,50,FA2300217,21337,0
23269,11411,1,01-01-2023,50,624,41,2023,1,1,12,50,FA2300186,21338,0
23270,48803,1,01-01-2023,50,624,41,2023,1,1,12,50,FA2300186,21339,0
23271,385,1,01-01-2023,50,624,5,2023,1,1,12,50,FA2300186,21341,0
23273,49,1,01-01-2023,50,624,5,2023,1,1,12,50,FA2300186,21343,0
23274,5502,1,01-01-2023,50,624,41,2023,1,1,12,50,FA2300185,21344,0
23275,298,1,01-01-2023,50,624,41,2023,1,1,12,50,FA2300185,21901,0
23276,42348,3,01-01-2023,50,1074,5,2023,1,1,12,50,FA2300217,21346,0
23277,258122,1,01-01-2023,50,624,41,2023,1,1,12,50,FA2300185,21347,0
23278,299,1,01-01-2023,50,624,41,2023,1,1,12,50,FA2300185,21349,0
23279,11511,1,01-01-2023,50,624,41,2023,1,1,12,50,FA2300185,21350,0
23280,5,1,01-01-2023,35,436.8,41,2023,1,1,12,50,FA2300185,21352,0
23281,93,1,01-01-2023,50,624,41,2023,1,1,12,50,FA2300185,21353,0
23282,257821,1,01-01-2023,50,624,5,2023,1,1,12,50,FA2300185,21354,0
23284,302,1,01-01-2023,50,624,20,2023,1,1,12,50,FA2300185,21356,0
23285,54513,1,01-01-2023,50,624,41,2023,1,1,12,50,FA2300185,21357,0
23286,257827,1,01-01-2023,50,624,41,2023,1,1,12,50,FA2300184,21358,0
23287,145536,3,01-01-2023,50,1074,41,2023,1,1,12,50,FA2300217,21359,0
23288,8,1,01-01-2023,50,624,41,2023,1,1,12,50,FA2300184,21360,0
23289,258722,1,01-01-2023,50,624,41,2023,1,1,12,50,FA2300184,21361,0
23290,388,1,01-01-2023,50,624,41,2023,1,1,12,50,FA2300184,21362,0
23291,214771,1,01-01-2023,50,624,41,2023,1,1,12,50,FA2300184,21363,0
23292,310,1,01-01-2023,50,624,41,2023,1,1,12,50,FA2300184,21364,0
23293,53,1,01-01-2023,14,174.72,41,2023,1,1,12,50,FA2300184,21365,0
23294,47476,3,01-01-2023,50,1074,40,2023,1,1,12,50,FA2300217,21366,0
23295,157,1,01-01-2023,50,624,20,2023,1,1,12,50,FA2300184,21368,0
23296,196,1,01-01-2023,50,624,41,2023,1,1,12,50,FA2300184,21369,0
23297,1587,1,01-01-2023,50,624,41,2023,1,1,12,50,FA2300184,21370,0
23298,210622,1,01-01-2023,50,624,5,2023,1,1,12,50,FA2300183,21371,0
23299,16060,1,01-01-2023,50,624,41,2023,1,1,12,50,FA2300183,21372,0
23300,258506,1,01-01-2023,50,624,41,2023,1,1,12,50,FA2300183,21373,0
23301,235990,1,01-01-2023,50,624,20,2023,1,1,12,50,FA2300183,21374,0
23302,257692,1,01-01-2023,50,624,41,2023,1,1,12,50,FA2300183,21375,1
23303,9,1,01-01-2023,50,624,5,2023,1,1,12,50,FA2300183,21376,0
