livraison_id,abonnement_id,qte,livre,depot_id,adherent_id,annee,jour,produit_id,semaine,distribution
1729292,22944,1,1,75,259553,2023,2023-09-05,1,36,1
1729294,22944,1,1,75,259553,2023,2023-09-19,1,38,1
1729296,22944,1,1,75,259553,2023,2023-10-03,1,40,1
1729298,22944,1,1,75,259553,2023,2023-10-17,1,42,1
1729300,22944,1,1,75,259553,2023,2023-10-31,1,44,1
1729302,22944,1,1,75,259553,2023,2023-11-14,1,46,1
1729304,22944,1,1,75,259553,2023,2023-11-28,1,48,1
1729306,22944,1,1,75,259553,2023,2023-12-12,1,50,1
1729307,22945,1,1,42,356,2023,2023-01-06,1,1,7
1729308,22945,1,1,42,356,2023,2023-01-13,1,2,7
1729309,22945,1,1,42,356,2023,2023-01-20,1,3,7
1729310,22945,1,1,42,356,2023,2023-01-27,1,4,7
1729311,22945,1,1,42,356,2023,2023-02-03,1,5,7
1729312,22945,1,1,42,356,2023,2023-02-10,1,6,7
1729313,22945,1,1,42,356,2023,2023-02-17,1,7,7
1729314,22945,1,1,42,356,2023,2023-02-24,1,8,7
1729315,22945,1,1,42,356,2023,2023-03-03,1,9,7
1729316,22945,1,1,42,356,2023,2023-03-10,1,10,7
1729317,22945,1,1,42,356,2023,2023-03-17,1,11,7
1729318,22945,1,1,42,356,2023,2023-03-24,1,12,7
1729319,22945,1,1,42,356,2023,2023-03-31,1,13,7
1729320,22945,1,1,42,356,2023,2023-04-07,1,14,7
1729321,22945,1,1,42,356,2023,2023-04-14,1,15,7
1729322,22945,1,1,42,356,2023,2023-04-21,1,16,7
1729323,22945,1,1,42,356,2023,2023-04-28,1,17,7
1729324,22945,1,1,42,356,2023,2023-05-05,1,18,7
1729325,22945,1,1,42,356,2023,2023-05-12,1,19,7
1729326,22945,1,1,42,356,2023,2023-05-19,1,20,7
1729327,22945,1,1,42,356,2023,2023-05-26,1,21,7
1729328,22945,1,1,42,356,2023,2023-06-02,1,22,7
1729329,22945,1,1,42,356,2023,2023-06-09,1,23,7
1729330,22945,1,1,42,356,2023,2023-06-16,1,24,7
1729331,22945,1,1,42,356,2023,2023-06-23,1,25,7
1729332,22945,1,1,42,356,2023,2023-06-30,1,26,7
1729333,22945,1,1,42,356,2023,2023-07-07,1,27,7
1729334,22945,1,1,42,356,2023,2023-07-13,1,28,7
1729335,22945,1,1,42,356,2023,2023-07-21,1,29,7
1729336,22945,1,1,42,356,2023,2023-07-28,1,30,7
1729337,22945,1,1,42,356,2023,2023-08-04,1,31,7
1729338,22945,1,1,42,356,2023,2023-08-11,1,32,7
1729339,22945,1,1,42,356,2023,2023-08-18,1,33,7
1729340,22945,1,1,42,356,2023,2023-08-25,1,34,7
1729341,22945,1,1,42,356,2023,2023-09-01,1,35,7
1729342,22945,1,1,42,356,2023,2023-09-08,1,36,7
1729343,22945,1,1,42,356,2023,2023-09-15,1,37,7
1729344,22945,1,1,42,356,2023,2023-09-22,1,38,7
1729345,22945,1,1,42,356,2023,2023-09-29,1,39,7
1729347,22945,1,1,42,356,2023,2023-10-13,1,41,7
1729348,22945,1,1,42,356,2023,2023-10-20,1,42,7
1729349,22945,1,1,42,356,2023,2023-10-27,1,43,7
1729350,22945,1,1,42,356,2023,2023-11-03,1,44,7
1729351,22945,1,1,42,356,2023,2023-11-10,1,45,7
1729352,22945,1,1,42,356,2023,2023-11-17,1,46,7
1729353,22945,1,1,42,356,2023,2023-11-24,1,47,7
1729354,22945,1,1,42,356,2023,2023-12-01,1,48,7
1729355,22945,1,1,42,356,2023,2023-12-08,1,49,7
1729356,22945,1,1,42,356,2023,2023-12-15,1,50,7
1729357,22946,1,1,14,258794,2023,2023-01-06,1,1,7
1729358,22946,1,1,14,258794,2023,2023-01-13,1,2,7
1729359,22946,1,1,14,258794,2023,2023-01-20,1,3,7
1729360,22946,1,1,14,258794,2023,2023-01-27,1,4,7
1729361,22946,1,1,14,258794,2023,2023-02-03,1,5,7
1729362,22946,1,1,14,258794,2023,2023-02-10,1,6,7
1729363,22946,1,1,14,258794,2023,2023-02-17,1,7,7
1729364,22946,1,1,14,258794,2023,2023-02-24,1,8,7
1729365,22946,1,1,14,258794,2023,2023-03-03,1,9,7
1729366,22946,1,1,14,258794,2023,2023-03-10,1,10,7
1729367,22946,1,1,14,258794,2023,2023-03-17,1,11,7
1729368,22946,1,1,14,258794,2023,2023-03-24,1,12,7
1729369,22946,1,1,14,258794,2023,2023-03-31,1,13,7
1729370,22946,1,1,14,258794,2023,2023-04-07,1,14,7
1729372,22946,2,1,14,258794,2023,2023-04-21,1,16,7
1729373,22946,1,1,14,258794,2023,2023-04-28,1,17,7
1729374,22946,1,1,14,258794,2023,2023-05-05,1,18,7
1729375,22946,1,1,14,258794,2023,2023-05-12,1,19,7
1729377,22946,2,1,14,258794,2023,2023-05-26,1,21,7
1729378,22946,1,1,14,258794,2023,2023-06-02,1,22,7
1729379,22946,1,1,14,258794,2023,2023-06-09,1,23,7
1729380,22946,1,1,14,258794,2023,2023-06-16,1,24,7
1729381,22946,1,1,14,258794,2023,2023-06-23,1,25,7
1729382,22946,1,1,14,258794,2023,2023-06-30,1,26,7
1729383,22946,1,1,14,258794,2023,2023-07-07,1,27,7
1729384,22946,1,1,14,258794,2023,2023-07-13,1,28,7
1729385,22946,1,1,14,258794,2023,2023-07-21,1,29,7
1729386,22946,1,1,14,258794,2023,2023-07-28,1,30,7
1729389,22946,2,1,14,258794,2023,2023-08-18,1,33,7
1729390,22946,1,1,14,258794,2023,2023-08-25,1,34,7
1729391,22946,2,1,14,258794,2023,2023-09-01,1,35,7
1729392,22946,1,1,14,258794,2023,2023-09-08,1,36,7
1729393,22946,1,1,14,258794,2023,2023-09-15,1,37,7
1729394,22946,1,1,14,258794,2023,2023-09-22,1,38,7
1729395,22946,1,1,14,258794,2023,2023-09-29,1,39,7
1729396,22946,1,1,14,258794,2023,2023-10-06,1,40,7
1729397,22946,1,1,14,258794,2023,2023-10-13,1,41,7
1729398,22946,1,1,14,258794,2023,2023-10-20,1,42,7
1729399,22946,1,1,14,258794,2023,2023-10-27,1,43,7
1729400,22946,1,1,14,258794,2023,2023-11-03,1,44,7
1729401,22946,1,1,14,258794,2023,2023-11-10,1,45,7
1729402,22946,1,1,14,258794,2023,2023-11-17,1,46,7
1729403,22946,1,1,14,258794,2023,2023-11-24,1,47,7
1729404,22946,1,1,14,258794,2023,2023-12-01,1,48,7
1729405,22946,1,1,14,258794,2023,2023-12-08,1,49,7
1729406,22946,1,1,14,258794,2023,2023-12-15,1,50,7
1729407,22947,1,1,1,21,2023,2023-01-06,1,1,8
1729408,22947,1,1,1,21,2023,2023-01-13,1,2,8
1729409,22947,1,1,1,21,2023,2023-01-20,1,3,8
1729410,22947,1,1,1,21,2023,2023-01-27,1,4,8
1729411,22947,1,1,1,21,2023,2023-02-03,1,5,8
1729412,22947,1,1,1,21,2023,2023-02-10,1,6,8
1729413,22947,1,1,1,21,2023,2023-02-17,1,7,8
1729414,22947,1,1,1,21,2023,2023-02-24,1,8,8
1729415,22947,1,1,1,21,2023,2023-03-03,1,9,8
1729416,22947,1,1,1,21,2023,2023-03-10,1,10,8
1729417,22947,1,1,1,21,2023,2023-03-17,1,11,8
1729418,22947,1,1,1,21,2023,2023-03-24,1,12,8
1729419,22947,1,1,1,21,2023,2023-03-31,1,13,8
1729420,22947,1,1,1,21,2023,2023-04-07,1,14,8
1729421,22947,1,1,1,21,2023,2023-04-14,1,15,8
1729422,22947,1,1,1,21,2023,2023-04-21,1,16,8
1729423,22947,1,1,1,21,2023,2023-04-28,1,17,8
1729424,22947,1,1,1,21,2023,2023-05-05,1,18,8
1729425,22947,1,1,1,21,2023,2023-05-12,1,19,8
1729426,22947,1,1,1,21,2023,2023-05-19,1,20,8
1729429,22947,2,1,1,21,2023,2023-06-09,1,23,8
1729430,22947,2,1,1,21,2023,2023-06-16,1,24,8
1729431,22947,1,1,1,21,2023,2023-06-23,1,25,8
1729432,22947,1,1,1,21,2023,2023-06-30,1,26,8
1729433,22947,1,1,1,21,2023,2023-07-07,1,27,8
1729434,22947,1,1,1,21,2023,2023-07-13,1,28,8
1729435,22947,1,1,1,21,2023,2023-07-21,1,29,8
1729436,22947,1,1,1,21,2023,2023-07-28,1,30,8
1729437,22947,1,1,1,21,2023,2023-08-04,1,31,8
1729438,22947,1,1,1,21,2023,2023-08-11,1,32,8
1729439,22947,1,1,1,21,2023,2023-08-18,1,33,8
1729440,22947,1,1,1,21,2023,2023-08-25,1,34,8
1729441,22947,1,1,1,21,2023,2023-09-01,1,35,8
1729442,22947,1,1,1,21,2023,2023-09-08,1,36,8
1729443,22947,1,1,1,21,2023,2023-09-15,1,37,8
1729444,22947,1,1,1,21,2023,2023-09-22,1,38,8
1729445,22947,1,1,1,21,2023,2023-09-29,1,39,8
1729446,22947,1,1,1,21,2023,2023-10-06,1,40,8
1729447,22947,1,1,1,21,2023,2023-10-13,1,41,8
1729448,22947,1,1,1,21,2023,2023-10-20,1,42,8
1729449,22947,1,1,1,21,2023,2023-10-27,1,43,8
1729450,22947,1,1,1,21,2023,2023-11-03,1,44,8
1729451,22947,1,1,1,21,2023,2023-11-10,1,45,8
1729452,22947,1,1,1,21,2023,2023-11-17,1,46,8
1729453,22947,1,1,1,21,2023,2023-11-24,1,47,8
1729454,22947,1,1,1,21,2023,2023-12-01,1,48,8
1729455,22947,1,1,1,21,2023,2023-12-08,1,49,8
1729456,22947,1,1,1,21,2023,2023-12-15,1,50,8
1729457,22948,1,1,13,258036,2023,2023-01-04,1,1,4
1729458,22948,1,1,13,258036,2023,2023-01-11,1,2,4
1729459,22948,1,1,13,258036,2023,2023-01-18,1,3,4
1729460,22948,1,1,13,258036,2023,2023-01-25,1,4,4
1729461,22948,1,1,13,258036,2023,2023-02-01,1,5,4
1729462,22948,1,1,13,258036,2023,2023-02-08,1,6,4
1729463,22948,1,1,13,258036,2023,2023-02-15,1,7,4
1729464,22948,1,1,13,258036,2023,2023-02-22,1,8,4
1729466,22948,1,1,13,258036,2023,2023-03-08,1,10,4
1729467,22948,1,1,13,258036,2023,2023-03-15,1,11,4
1729468,22948,1,1,13,258036,2023,2023-03-22,1,12,4
1729469,22948,1,1,13,258036,2023,2023-03-29,1,13,4
1729470,22948,1,1,13,258036,2023,2023-04-05,1,14,4
1729472,22948,1,1,13,258036,2023,2023-04-19,1,16,4
1729473,22948,1,1,13,258036,2023,2023-04-26,1,17,4
1729474,22948,1,1,13,258036,2023,2023-05-03,1,18,4
1729476,22948,1,1,13,258036,2023,2023-05-17,1,20,4
1729477,22948,1,1,13,258036,2023,2023-05-24,1,21,4
1729478,22948,1,1,13,258036,2023,2023-05-31,1,22,4
1729479,22948,1,1,13,258036,2023,2023-06-07,1,23,4
1729480,22948,1,1,13,258036,2023,2023-06-14,1,24,4
1729482,22948,1,1,13,258036,2023,2023-06-28,1,26,4
1729483,22948,1,1,13,258036,2023,2023-07-05,1,27,4
1729484,22948,1,1,13,258036,2023,2023-07-12,1,28,4
1729485,22948,1,1,13,258036,2023,2023-07-19,1,29,4
1729486,22948,1,1,13,258036,2023,2023-07-26,1,30,4
1729487,22948,2,1,13,258036,2023,2023-08-02,1,31,4
1729488,22948,2,1,13,258036,2023,2023-08-09,1,32,4
1729489,22948,1,1,13,258036,2023,2023-08-16,1,33,4
1729490,22948,1,1,13,258036,2023,2023-08-23,1,34,4
1729491,22948,1,1,13,258036,2023,2023-08-30,1,35,4
1729493,22948,2,1,13,258036,2023,2023-09-13,1,37,4
1729494,22948,1,1,13,258036,2023,2023-09-20,1,38,4
1729495,22948,1,1,13,258036,2023,2023-09-27,1,39,4
1729497,22948,1,1,13,258036,2023,2023-10-11,1,41,4
1729498,22948,1,1,13,258036,2023,2023-10-18,1,42,4
1729499,22948,1,1,13,258036,2023,2023-10-25,1,43,4
1729500,22948,1,1,13,258036,2023,2023-10-31,1,44,4
1729501,22948,1,1,13,258036,2023,2023-11-08,1,45,4
1729502,22948,1,1,13,258036,2023,2023-11-15,1,46,4
1729504,22948,1,1,13,258036,2023,2023-11-29,1,48,4
1729505,22948,1,1,13,258036,2023,2023-12-06,1,49,4
1729506,22948,1,1,13,258036,2023,2023-12-13,1,50,4
1729507,22949,1,1,1,220,2023,2023-01-04,1,1,5
1729508,22949,1,1,1,220,2023,2023-01-11,1,2,5
1729509,22949,1,1,1,220,2023,2023-01-18,1,3,5
1729510,22949,1,1,1,220,2023,2023-01-25,1,4,5
1729511,22949,1,1,1,220,2023,2023-02-01,1,5,5
1729512,22949,1,1,1,220,2023,2023-02-08,1,6,5
1729513,22949,1,1,1,220,2023,2023-02-15,1,7,5
1729514,22949,1,1,1,220,2023,2023-02-22,1,8,5
1729515,22949,1,1,1,220,2023,2023-03-01,1,9,5
1729516,22949,1,1,1,220,2023,2023-03-08,1,10,5
1729517,22949,1,1,1,220,2023,2023-03-15,1,11,5
1729518,22949,1,1,1,220,2023,2023-03-22,1,12,5
1729519,22949,1,1,1,220,2023,2023-03-29,1,13,5
1729520,22949,1,1,1,220,2023,2023-04-05,1,14,5
1729521,22949,1,1,1,220,2023,2023-04-12,1,15,5
1729522,22949,1,1,1,220,2023,2023-04-19,1,16,5
1729523,22949,1,1,1,220,2023,2023-04-26,1,17,5
1729524,22949,1,1,1,220,2023,2023-05-03,1,18,5
1729525,22949,1,1,1,220,2023,2023-05-10,1,19,5
1729526,22949,1,1,1,220,2023,2023-05-17,1,20,5
1729527,22949,1,1,1,220,2023,2023-05-24,1,21,5
1729528,22949,1,1,1,220,2023,2023-05-31,1,22,5
1729529,22949,1,1,1,220,2023,2023-06-07,1,23,5
1729530,22949,1,1,1,220,2023,2023-06-14,1,24,5
1729531,22949,1,1,1,220,2023,2023-06-21,1,25,5
1729532,22949,1,1,1,220,2023,2023-06-28,1,26,5
1729533,22949,1,1,1,220,2023,2023-07-05,1,27,5
1729534,22949,1,1,1,220,2023,2023-07-12,1,28,5
1729535,22949,1,1,1,220,2023,2023-07-19,1,29,5
1729536,22949,1,1,1,220,2023,2023-07-26,1,30,5
1729537,22949,1,1,1,220,2023,2023-08-02,1,31,5
1729538,22949,1,1,1,220,2023,2023-08-09,1,32,5
1729539,22949,1,1,1,220,2023,2023-08-16,1,33,5
1729540,22949,1,1,1,220,2023,2023-08-23,1,34,5
1729541,22949,1,1,1,220,2023,2023-08-30,1,35,5
1729542,22949,1,1,1,220,2023,2023-09-06,1,36,5
1729543,22949,1,1,1,220,2023,2023-09-13,1,37,5
1729544,22949,1,1,1,220,2023,2023-09-20,1,38,5
1729545,22949,1,1,1,220,2023,2023-09-27,1,39,5
1729546,22949,1,1,1,220,2023,2023-10-04,1,40,5
1729547,22949,1,1,1,220,2023,2023-10-11,1,41,5
1729548,22949,1,1,1,220,2023,2023-10-18,1,42,5
1729549,22949,1,1,1,220,2023,2023-10-25,1,43,5
1729550,22949,1,1,1,220,2023,2023-10-31,1,44,5
1729551,22949,1,1,1,220,2023,2023-11-08,1,45,5
1729552,22949,1,1,1,220,2023,2023-11-15,1,46,5
1729553,22949,1,1,1,220,2023,2023-11-22,1,47,5
1729554,22949,1,1,1,220,2023,2023-11-29,1,48,5
1729555,22949,1,1,1,220,2023,2023-12-06,1,49,5
1729556,22949,1,1,1,220,2023,2023-12-13,1,50,5
1729557,22950,1,1,14,121,2023,2023-01-04,1,1,3
1729558,22950,1,1,14,121,2023,2023-01-11,1,2,3
1729559,22950,1,1,14,121,2023,2023-01-18,1,3,3
1729560,22950,1,1,14,121,2023,2023-01-25,1,4,3
1729561,22950,1,1,14,121,2023,2023-02-01,1,5,3
1729562,22950,1,1,14,121,2023,2023-02-08,1,6,3
1729564,22950,2,1,14,121,2023,2023-02-22,1,8,3
1729565,22950,1,1,14,121,2023,2023-03-01,1,9,3
1729566,22950,1,1,14,121,2023,2023-03-08,1,10,3
1729567,22950,1,1,14,121,2023,2023-03-15,1,11,3
1729568,22950,1,1,14,121,2023,2023-03-22,1,12,3
1729569,22950,1,1,14,121,2023,2023-03-29,1,13,3
1729570,22950,1,1,14,121,2023,2023-04-05,1,14,3
1729571,22950,1,1,14,121,2023,2023-04-12,1,15,3
1729573,22950,2,1,14,121,2023,2023-04-26,1,17,3
1729574,22950,1,1,14,121,2023,2023-05-03,1,18,3
1729575,22950,1,1,14,121,2023,2023-05-10,1,19,3
1729576,22950,1,1,14,121,2023,2023-05-17,1,20,3
1729577,22950,1,1,14,121,2023,2023-05-24,1,21,3
1729578,22950,1,1,14,121,2023,2023-05-31,1,22,3
1729579,22950,1,1,14,121,2023,2023-06-07,1,23,3
1729580,22950,1,1,14,121,2023,2023-06-14,1,24,3
1729581,22950,1,1,14,121,2023,2023-06-21,1,25,3
1729582,22950,1,1,14,121,2023,2023-06-28,1,26,3
1729583,22950,1,1,14,121,2023,2023-07-05,1,27,3
1729584,22950,1,1,14,121,2023,2023-07-12,1,28,3
1729589,22950,2,1,14,121,2023,2023-08-16,1,33,3
1729590,22950,2,1,14,121,2023,2023-08-23,1,34,3
1729591,22950,2,1,14,121,2023,2023-08-30,1,35,3
1729592,22950,2,1,14,121,2023,2023-09-06,1,36,3
1729593,22950,1,1,14,121,2023,2023-09-13,1,37,3
1729594,22950,1,1,14,121,2023,2023-09-20,1,38,3
1729595,22950,1,1,14,121,2023,2023-09-27,1,39,3
1729596,22950,1,1,14,121,2023,2023-10-04,1,40,3
1729597,22950,1,1,14,121,2023,2023-10-11,1,41,3
1729598,22950,1,1,14,121,2023,2023-10-18,1,42,3
1729600,22950,2,1,14,121,2023,2023-10-31,1,44,3
1729601,22950,1,1,14,121,2023,2023-11-08,1,45,3
1729602,22950,1,1,14,121,2023,2023-11-15,1,46,3
1729603,22950,1,1,14,121,2023,2023-11-22,1,47,3
1729604,22950,1,1,14,121,2023,2023-11-29,1,48,3
1729605,22950,1,1,14,121,2023,2023-12-06,1,49,3
1729606,22950,1,1,14,121,2023,2023-12-13,1,50,3
1729607,22951,1,1,19,236077,2023,2023-01-06,1,1,7
1729608,22951,1,1,19,236077,2023,2023-01-13,1,2,7
1729609,22951,1,1,19,236077,2023,2023-01-20,1,3,7
1729610,22951,1,1,19,236077,2023,2023-01-27,1,4,7
1729611,22951,1,1,19,236077,2023,2023-02-03,1,5,7
1729612,22951,1,1,19,236077,2023,2023-02-10,1,6,7
1729613,22951,1,1,19,236077,2023,2023-02-17,1,7,7
1729614,22951,1,1,19,236077,2023,2023-02-24,1,8,7
1729615,22951,1,1,19,236077,2023,2023-03-03,1,9,7
1729616,22951,1,1,19,236077,2023,2023-03-10,1,10,7
1729617,22951,1,1,19,236077,2023,2023-03-17,1,11,7
1729618,22951,1,1,19,236077,2023,2023-03-24,1,12,7
1729619,22951,1,1,19,236077,2023,2023-03-31,1,13,7
1729620,22951,1,1,19,236077,2023,2023-04-07,1,14,7
1729621,22951,1,1,19,236077,2023,2023-04-14,1,15,7
1729622,22951,1,1,19,236077,2023,2023-04-21,1,16,7
1729623,22951,1,1,19,236077,2023,2023-04-28,1,17,7
1729624,22951,1,1,19,236077,2023,2023-05-05,1,18,7
1729625,22951,1,1,19,236077,2023,2023-05-12,1,19,7
1729626,22951,1,1,19,236077,2023,2023-05-19,1,20,7
1729627,22951,1,1,19,236077,2023,2023-05-26,1,21,7
1729628,22951,1,1,19,236077,2023,2023-06-02,1,22,7
1729629,22951,1,1,19,236077,2023,2023-06-09,1,23,7
1729630,22951,1,1,19,236077,2023,2023-06-16,1,24,7
1729631,22951,1,1,19,236077,2023,2023-06-23,1,25,7
1729632,22951,1,1,19,236077,2023,2023-06-30,1,26,7
