régionCNC,N° auto,nom,région administrative,adresse,code INSEE,commune,population de la commune,DEP,N°UU,unité urbaine,population unité urbaine,situation géographique,écrans,fauteuils,semaines d'activité,séances,entrées 2024,entrées 2023,évolution entrées,tranche d'entrées,propriétaire,AE,catégorie Art et Essai,label Art et Essai,genre,multiplexe,zone de la commune,nombre de films programmés,nombre de films inédits,nombre de films en semaine 1,PdM en entrées des films français,PdM en entrées des films américains,PdM en entrées des films européens,PdM en entrées des autres films,films Art et Essai,part des séances de films Art et Essai,PdM en entrées des films Art et Essai,latitude,longitude
1,31,UGC NORMANDIE,ILE-DE-FRANCE,116 AVENUE DES CHAMPS ELYSEES,75108,Paris 8e Arrondissement,36218,75,00851,Paris,10947378,01-Paris,4,1533,25,2537,82854,166625,-50.3,De 80 à 100 000 entrées,UGC,NON,NON,,FIXE,NON,C,127,39,30,18.5,42.0,27.9,11.6,58,32.6,34.4,48.872265,2.300938
1,35,BALZAC,ILE-DE-FRANCE,1 RUE BALZAC,75108,Paris 8e Arrondissement,36218,75,00851,Paris,10947378,01-Paris,3,589,50,4807,94257,101748,-7.4,De 80 à 100 000 entrées,,OUI,A,RD,FIXE,NON,C,222,94,64,57.9,16.6,15.5,10.0,188,96.7,93.2,48.872431,2.299525
1,55,ELYSEES LINCOLN,ILE-DE-FRANCE,14 RUE LINCOLN,75108,Paris 8e Arrondissement,36218,75,00851,Paris,10947378,01-Paris,3,448,50,4333,37693,40325,-6.5,De 30 à 40 000 entrées,,OUI,A,RDJP,FIXE,NON,C,186,99,73,67.5,9.7,12.8,9.9,124,91.7,85.0,48.870512,2.303157
1,204, UGC OPERA,ILE-DE-FRANCE,32 BD DES ITALIENS,75109,Paris 9e Arrondissement,60784,75,00851,Paris,10947378,01-Paris,4,722,53,6193,140291,122918,14.1,De 100 à 150 000 entrées,UGC,NON,NON,,FIXE,NON,C,113,64,61,53.5,25.3,19.1,2.2,68,47.7,43.4,48.871332,2.335302
1,301,MAX LINDER,ILE-DE-FRANCE,24 BD POISSONNIERE,75109,Paris 9e Arrondissement,60784,75,00851,Paris,10947378,01-Paris,1,591,53,1557,100666,94613,6.4,De 100 à 150 000 entrées,,OUI,A,PR,FIXE,NON,C,225,32,17,17.4,45.2,24.8,12.6,146,69.5,54.4,48.871363,2.344886
1,311,GRAND REX,ILE-DE-FRANCE,5 BD POISSONNIERE,75102,Paris 2e Arrondissement,21277,75,00851,Paris,10947378,01-Paris,7,4274,53,9693,645954,691125,-6.5,De 450 à 700 000 entrées,,NON,NON,,FIXE,NON,C,298,119,108,14.3,66.7,14.0,5.0,73,6.6,4.9,48.86872,2.347608
1,321,PATHE OPERA,ILE-DE-FRANCE,32 RUE LOUIS LEGRAND,75102,Paris 2e Arrondissement,21277,75,00851,Paris,10947378,01-Paris,6,1126,28,4489,139275,271989,-48.8,De 100 à 150 000 entrées,CINEMAS PATHE,NON,NON,,FIXE,NON,C,91,63,54,28.0,41.2,27.1,3.7,48,45.6,35.4,48.870632,2.334338
1,451,UGC MONTPARNASSE,ILE-DE-FRANCE,83 BD DU MONTPARNASSE,75106,Paris 6e Arrondissement,40452,75,00851,Paris,10947378,01-Paris,7,1490,53,11314,324787,316547,2.6,De 300 à 450 000 entrées,UGC,NON,NON,,FIXE,NON,C,181,112,102,43.2,35.8,19.5,1.5,79,28.5,28.4,48.84351,2.325646
1,481,PATHE PARNASSE,ILE-DE-FRANCE,3 RUE D'ODESSA,75114,Paris 14e Arrondissement,134926,75,00851,Paris,10947378,01-Paris,15,1559,53,29341,410796,472926,-13.1,De 300 à 450 000 entrées,CINEMAS PATHE,NON,NON,,FIXE,OUI,C,299,220,171,31.8,45.0,19.4,3.8,102,21.0,16.9,48.843074,2.324424
1,483,ENTREPOT,ILE-DE-FRANCE,7 ET 9 RUE FRANCIS DE PRESSENSE,75114,Paris 14e Arrondissement,134926,75,00851,Paris,10947378,01-Paris,3,268,53,4860,59173,54129,9.3,De 50 à 80 000 entrées,,OUI,A,RDJPPR,FIXE,NON,C,365,171,16,55.2,9.8,19.9,15.1,298,92.4,88.6,48.83393,2.31652
1,531,MK2 BEAUBOURG,ILE-DE-FRANCE,50 RUE RAMBUTEAU,75103,Paris 3e Arrondissement,33651,75,00851,Paris,10947378,01-Paris,6,557,53,12616,281328,279236,0.7,De 200 à 300 000 entrées,MK2,OUI,A,RDPR,FIXE,NON,C,295,117,95,54.5,15.6,16.3,13.7,211,96.8,94.4,48.861555,2.352217
1,612,UGC Ciné Cité MAILLOT,ILE-DE-FRANCE,PALAIS CONGRES PL PORTE MAILLOT,75117,Paris 17e Arrondissement,167765,75,00851,Paris,10947378,01-Paris,12,1142,53,22102,363659,294283,23.6,De 300 à 450 000 entrées,UGC,NON,NON,,FIXE,OUI,C,346,209,199,57.0,24.0,16.5,2.5,214,49.6,42.8,48.878512,2.282965
1,721,MK2 ODEON COTE SAINT-MICHEL,ILE-DE-FRANCE,7 RUE HAUTEFEUILLE,75106,Paris 6e Arrondissement,40452,75,00851,Paris,10947378,01-Paris,4,510,53,7260,142591,125492,13.6,De 100 à 150 000 entrées,MK2,OUI,A,RD,FIXE,NON,C,177,117,45,66.0,9.9,19.8,4.3,133,83.8,84.1,48.852188,2.342788
1,731,MK2 ODEON COTE SAINT-GERMAIN,ILE-DE-FRANCE,113 BD ST GERMAIN,75106,Paris 6e Arrondissement,40452,75,00851,Paris,10947378,01-Paris,5,678,53,9085,233647,223641,4.5,De 200 à 300 000 entrées,MK2,NON,NON,,FIXE,NON,C,121,112,108,50.5,29.3,18.0,2.2,85,64.9,61.8,48.852437,2.338266
1,733,STUDIO GALANDE,ILE-DE-FRANCE,42 RUE GALANDE,75105,Paris 5e Arrondissement,58050,75,00851,Paris,10947378,01-Paris,1,97,52,767,12197,13428,-9.2,De 10 à 20 000 entrées,,OUI,A,,FIXE,NON,C,248,97,6,29.9,8.3,56.2,5.6,179,77.2,86.4,48.851619,2.347076
1,741,LES 3 LUXEMBOURG,ILE-DE-FRANCE,67 69 RUE MONSIEUR LE PRINCE,75106,Paris 6e Arrondissement,40452,75,00851,Paris,10947378,01-Paris,3,334,53,5183,78041,72112,8.2,De 50 à 80 000 entrées,,OUI,A,RDJPPR,FIXE,NON,C,300,96,25,54.9,14.5,22.4,8.3,270,95.2,93.5,48.84824,2.340797
1,751,SAINT ANDRE DES ARTS,ILE-DE-FRANCE,30 RUE ST ANDRE DES ARTS,75106,Paris 6e Arrondissement,40452,75,00851,Paris,10947378,01-Paris,3,510,53,5343,65391,56190,16.4,De 50 à 80 000 entrées,,OUI,A,RDPR,FIXE,NON,C,429,136,68,59.7,16.6,15.4,8.3,314,84.2,72.9,48.853361,2.34211
1,801,MK2 PARNASSE,ILE-DE-FRANCE,11 RUE JULES CHAPLAIN,75106,Paris 6e Arrondissement,40452,75,00851,Paris,10947378,01-Paris,3,250,53,5240,61809,56586,9.2,De 50 à 80 000 entrées,MK2,OUI,A,RDJPPR,FIXE,NON,C,133,110,2,54.6,14.0,17.4,14.0,119,88.1,86.8,48.842813,2.330525
1,802,UGC ROTONDE,ILE-DE-FRANCE,103 BD DU MONTPARNASSE,75106,Paris 6e Arrondissement,40452,75,00851,Paris,10947378,01-Paris,3,467,53,4251,77114,73328,5.2,De 50 à 80 000 entrées,UGC,NON,NON,,FIXE,NON,C,110,64,56,67.3,4.0,26.0,2.7,87,72.3,61.6,48.842318,2.328975
1,814,LUCERNAIRE FORUM,ILE-DE-FRANCE,53 RUE NOTRE DAME DES CHAMPS,75106,Paris 6e Arrondissement,40452,75,00851,Paris,10947378,01-Paris,3,148,42,4146,36395,42230,-13.8,De 30 à 40 000 entrées,,OUI,A,RDJPPR,FIXE,NON,C,240,157,14,57.9,15.3,16.2,10.7,227,95.3,91.7,48.844244,2.330407
1,821,PARNASSIEN,ILE-DE-FRANCE,98 BD DU MONTPARNASSE,75114,Paris 14e Arrondissement,134926,75,00851,Paris,10947378,01-Paris,7,842,53,13901,313447,289903,8.1,De 300 à 450 000 entrées,,OUI,A,RDJP,FIXE,NON,C,291,140,125,62.7,11.1,15.5,10.7,247,99.3,99.0,48.842443,2.327625
1,883, CHRISTINE CINEMA CLUB,ILE-DE-FRANCE,4 RUE CHRISTINE,75106,Paris 6e Arrondissement,40452,75,00851,Paris,10947378,01-Paris,2,234,53,3157,78920,74413,6.1,De 50 à 80 000 entrées,,OUI,A,PR,FIXE,NON,C,337,13,3,9.7,58.1,20.5,11.7,286,89.0,91.2,48.854455,2.340132
1,1031,PUBLICIS ELYSEES,ILE-DE-FRANCE,133 AV DES CHAMPS ELYSEES,75108,Paris 8e Arrondissement,36218,75,00851,Paris,10947378,01-Paris,2,609,47,2133,50174,43444,15.5,De 50 à 80 000 entrées,,NON,NON,,FIXE,NON,C,125,53,20,30.5,29.3,23.8,16.4,50,47.8,45.8,48.872794,2.296984
1,1392,L'ARCHIPEL,ILE-DE-FRANCE,17 BD DE STRASBOURG,75110,Paris 10e Arrondissement,83873,75,00851,Paris,10947378,01-Paris,2,204,53,3510,42388,38286,10.7,De 40 à 50 000 entrées,,OUI,A,RDJPPR,FIXE,NON,C,353,106,3,60.7,11.6,16.9,10.8,299,95.3,92.8,48.870455,2.35466
1,1393,LE BRADY,ILE-DE-FRANCE,39 BOULEVARD DE STRASBOURG,75110,Paris 10e Arrondissement,83873,75,00851,Paris,10947378,01-Paris,2,139,53,4680,73463,63952,14.9,De 50 à 80 000 entrées,,OUI,A,RDJPPR,FIXE,NON,C,408,116,4,51.3,18.1,12.5,18.1,314,92.0,89.3,48.871771,2.355398
1,1681,UGC Ciné Cité LES HALLES,ILE-DE-FRANCE,101 RUE BERGER,75101,Paris 1er Arrondissement,16149,75,00851,Paris,10947378,01-Paris,27,3896,53,60470,"2,678,644","2,446,406",9.5,De 2 à 3 millions d'entrées,UGC,NON,NON,,FIXE,OUI,C,609,414,414,38.7,35.1,18.5,7.6,362,53.4,47.6,48.861424,2.345829
1,1791,LUMINOR HOTEL DE VILLE,ILE-DE-FRANCE,20 RUE DU TEMPLE,75104,Paris 4e Arrondissement,29326,75,00851,Paris,10947378,01-Paris,2,238,53,4038,86421,82737,4.5,De 80 à 100 000 entrées,,OUI,A,RDJPPR,FIXE,NON,C,375,154,46,54.3,11.6,21.8,12.2,300,92.0,87.3,48.858689,2.353591
1,2251,MAJESTIC PASSY,ILE-DE-FRANCE,18 - 20 RUE DE PASSY,75116,Paris 16e Arrondissement,165118,75,00851,Paris,10947378,01-Paris,3,617,50,5608,129372,128276,0.9,De 100 à 150 000 entrées,,NON,NON,,FIXE,NON,C,181,77,51,62.7,13.7,19.0,4.6,103,51.7,48.2,48.858204,2.282104
1,2543,MAC MAHON,ILE-DE-FRANCE,5/7 AV MAC MAHON,75117,Paris 17e Arrondissement,167765,75,00851,Paris,10947378,01-Paris,1,137,48,874,22624,15041,50.4,De 20 à 30 000 entrées,,NON,NON,,FIXE,NON,C,308,1,0,86.5,3.4,8.0,2.1,191,67.2,67.3,48.875715,2.294655
1,2982,CAUMARTIN,ILE-DE-FRANCE,101 RUE ST LAZARE,75109,Paris 9e Arrondissement,60784,75,00851,Paris,10947378,01-Paris,5,501,53,9294,218582,195150,12.0,De 200 à 300 000 entrées,,OUI,A,,FIXE,NON,C,207,115,96,64.6,6.1,20.9,8.4,168,85.4,82.7,48.87561,2.32791
1,3211,LE CINEMA DES CINEASTES,ILE-DE-FRANCE,7 AVENUE DE CLICHY,75117,Paris 17e Arrondissement,167765,75,00851,Paris,10947378,01-Paris,3,476,53,5460,143128,139330,2.7,De 100 à 150 000 entrées,,OUI,A,RDJP,FIXE,NON,C,188,78,65,63.9,11.2,18.3,6.7,175,99.4,98.0,48.884303,2.326888
1,3222,PATHE WEPLER,ILE-DE-FRANCE,132 -140 BOULEVARD DE CLICHY,75118,Paris 18e Arrondissement,191911,75,00851,Paris,10947378,01-Paris,11,1757,53,20725,686449,686468,0.0,De 450 à 700 000 entrées,CINEMAS PATHE,NON,NON,,FIXE,OUI,C,312,224,157,42.8,35.9,18.5,2.8,170,40.5,34.8,48.883938,2.328034
1,3741,STUDIO 28,ILE-DE-FRANCE,10 RUE THOLOZE,75118,Paris 18e Arrondissement,191911,75,00851,Paris,10947378,01-Paris,1,172,48,1321,45340,43360,4.6,De 40 à 50 000 entrées,,OUI,A,,FIXE,NON,C,174,129,0,60.1,10.1,16.9,12.9,137,82.6,86.4,48.886142,2.335342
1,4731,MK2 QUAI DE SEINE,ILE-DE-FRANCE,14 QUAI DE LA SEINE,75119,Paris 19e Arrondissement,184156,75,00851,Paris,10947378,01-Paris,6,991,53,11459,373778,367034,1.8,De 300 à 450 000 entrées,MK2,OUI,A,JP,FIXE,NON,C,274,169,118,64.2,12.6,15.6,7.5,218,88.3,87.6,48.885073,2.371493
1,5691,MK2 GAMBETTA,ILE-DE-FRANCE,6 RUE BELGRAND,75120,Paris 20e Arrondissement,193044,75,00851,Paris,10947378,01-Paris,6,944,53,11963,353066,337087,4.7,De 300 à 450 000 entrées,MK2,NON,NON,,FIXE,NON,C,248,125,99,46.0,31.1,16.5,6.3,154,62.8,64.7,48.864763,2.399555
1,5841,MK2 BASTILLE COTE FAUBOURG SAINT-ANTOINE,ILE-DE-FRANCE,5 RUE DU FAUBOURG ST ANTOINE,75111,Paris 11e Arrondissement,145124,75,00851,Paris,10947378,01-Paris,3,423,53,5667,167951,159923,5.0,De 150 à 200 000 entrées,MK2,OUI,A,RDPR,FIXE,NON,C,85,71,56,62.5,13.7,13.0,10.8,81,99.2,99.4,48.853157,2.370719
1,5852,MAJESTIC BASTILLE,ILE-DE-FRANCE,4 BD RICHARD LENOIR,75111,Paris 11e Arrondissement,145124,75,00851,Paris,10947378,01-Paris,2,356,50,3932,96331,100184,-3.8,De 80 à 100 000 entrées,,OUI,A,RDJP,FIXE,NON,C,191,72,48,51.8,11.2,30.4,6.5,150,93.9,93.4,48.860238,2.37214
1,5861,MK2 BASTILLE COTE BEAUMARCHAIS,ILE-DE-FRANCE,3 BD R LENOIR 4/6 BD BEAUMARCHAI,75111,Paris 11e Arrondissement,145124,75,00851,Paris,10947378,01-Paris,4,469,53,7582,224000,216266,3.6,De 200 à 300 000 entrées,MK2,OUI,A,,FIXE,NON,C,121,96,57,57.0,22.9,9.9,10.1,108,83.4,77.2,48.854674,2.369381
1,6212,MK2 NATION,ILE-DE-FRANCE,133 BOULEVARD DIDEROT,75112,Paris 12e Arrondissement,141275,75,00851,Paris,10947378,01-Paris,8,554,53,13177,363320,363351,0.0,De 300 à 450 000 entrées,MK2,NON,NON,,FIXE,OUI,C,176,109,83,55.1,22.8,20.5,1.6,114,48.7,48.3,48.848213,2.39311
1,6531,UGC LYON BASTILLE,ILE-DE-FRANCE,12 RUE DE LYON,75112,Paris 12e Arrondissement,141275,75,00851,Paris,10947378,01-Paris,7,1273,53,12053,203564,225475,-9.7,De 200 à 300 000 entrées,UGC,NON,NON,,FIXE,NON,C,188,122,118,50.3,37.8,11.1,0.8,62,15.5,14.4,48.847502,2.371855
1,6611,UGC Ciné Cité BERCY,ILE-DE-FRANCE,2 COUR SAINT-EMILION,75112,Paris 12e Arrondissement,141275,75,00851,Paris,10947378,01-Paris,18,4480,53,37946,901108,946736,-4.8,De 700 000 à 1 million d'entrées,UGC,NON,NON,,FIXE,OUI,C,557,289,284,36.9,41.3,17.2,4.6,265,35.8,28.1,48.833595,2.38604
1,7231,CHAPLIN SAINT LAMBERT,ILE-DE-FRANCE,6 RUE PECLET,75115,Paris 15e Arrondissement,231186,75,00851,Paris,10947378,01-Paris,3,363,50,5354,72375,79584,-9.1,De 50 à 80 000 entrées,,OUI,A,RDJPPR,FIXE,NON,C,398,227,5,60.3,15.7,14.5,9.6,323,79.9,79.8,48.843204,2.298558
1,7394,GAUMONT CONVENTION,ILE-DE-FRANCE,27 RUE ALAIN CHARTIER,75115,Paris 15e Arrondissement,231186,75,00851,Paris,10947378,01-Paris,9,1263,53,18478,437856,438051,0.0,De 300 à 450 000 entrées,CINEMAS PATHE,NON,NON,,FIXE,OUI,C,278,217,185,60.5,17.1,16.1,6.3,194,67.7,60.4,48.837759,2.296259
1,7491,GAUMONT AQUABOULEVARD,ILE-DE-FRANCE,8/16 RUE DU COLONEL PIERRE AVIA,75115,Paris 15e Arrondissement,231186,75,00851,Paris,10947378,01-Paris,14,2450,53,27294,362416,426794,-15.1,De 300 à 450 000 entrées,CINEMAS PATHE,NON,NON,,FIXE,OUI,C,417,288,235,29.5,48.8,16.4,5.4,144,17.5,11.1,48.830408,2.276322
1,7711,PATHE MONTPARNOS,ILE-DE-FRANCE,16 18 RUE D ODESSA,75114,Paris 14e Arrondissement,134926,75,00851,Paris,10947378,01-Paris,4,390,53,8950,112929,113457,-0.5,De 100 à 150 000 entrées,CINEMAS PATHE,NON,NON,,FIXE,NON,C,133,119,95,85.6,5.5,2.4,6.5,94,78.7,79.2,48.841914,2.324596
1,8132,PATHE ALESIA,ILE-DE-FRANCE,73 AVENUE DU GENERAL LECLERC,75114,Paris 14e Arrondissement,134926,75,00851,Paris,10947378,01-Paris,8,1384,53,16145,407089,414029,-1.7,De 300 à 450 000 entrées,CINEMAS PATHE,NON,NON,,FIXE,OUI,C,272,189,128,39.4,39.0,18.9,2.7,143,34.3,28.8,48.828166,2.327463
1,8161, CHAPLIN DENFERT,ILE-DE-FRANCE,24 PLACE DENFERT ROCHEREAU,75114,Paris 14e Arrondissement,134926,75,00851,Paris,10947378,01-Paris,1,133,50,1859,30555,31742,-3.7,De 30 à 40 000 entrées,,OUI,A,JP,FIXE,NON,C,265,118,4,61.8,12.4,14.8,11.0,233,85.2,87.9,48.833879,2.330976
1,8291,L ARLEQUIN PANORAMA,ILE-DE-FRANCE,76 RUE DE RENNES,75106,Paris 6e Arrondissement,40452,75,00851,Paris,10947378,01-Paris,3,591,50,5351,122566,136923,-10.5,De 100 à 150 000 entrées,,OUI,A,RDPR,FIXE,NON,C,317,120,62,49.1,13.8,19.8,17.4,203,96.0,88.6,48.851278,2.330648
1,8331,UGC DANTON,ILE-DE-FRANCE,99 BD ST GERMAIN,75106,Paris 6e Arrondissement,40452,75,00851,Paris,10947378,01-Paris,4,612,53,8067,178693,172415,3.6,De 150 à 200 000 entrées,UGC,NON,NON,,FIXE,NON,C,117,106,56,53.7,21.2,22.2,2.9,77,63.1,61.9,48.852138,2.338995
1,8341,NOUVEL ODEON,ILE-DE-FRANCE,6 RUE DE L ECOLE DE MEDECINE,75106,Paris 6e Arrondissement,40452,75,00851,Paris,10947378,01-Paris,1,119,53,1513,36567,34788,5.1,De 30 à 40 000 entrées,,OUI,A,RDJPPR,FIXE,NON,C,202,54,0,48.0,18.5,13.0,20.5,182,96.3,93.4,48.850764,2.341747
1,8353,UGC ODEON,ILE-DE-FRANCE,124 BD ST GERMAIN,75106,Paris 6e Arrondissement,40452,75,00851,Paris,10947378,01-Paris,5,641,53,10352,211150,203845,3.6,De 200 à 300 000 entrées,UGC,NON,NON,,FIXE,NON,C,178,127,87,55.9,20.6,16.8,6.7,120,62.4,62.4,48.852353,2.339834
1,8361,ESPACE SAINT MICHEL,ILE-DE-FRANCE,7 PLACE ST MICHEL,75105,Paris 5e Arrondissement,58050,75,00851,Paris,10947378,01-Paris,2,210,49,3920,49974,41832,19.5,De 40 à 50 000 entrées,,OUI,A,RD,FIXE,NON,C,162,84,81,58.0,1.5,26.3,14.2,123,88.0,84.1,48.853093,2.344228
1,8374,ECOLES CINEMA CLUB,ILE-DE-FRANCE,23 RUE DES ECOLES,75105,Paris 5e Arrondissement,58050,75,00851,Paris,10947378,01-Paris,2,200,53,3449,68621,63464,8.1,De 50 à 80 000 entrées,,OUI,A,PR,FIXE,NON,C,371,4,4,23.2,54.0,11.2,11.6,307,89.2,90.5,48.848384,2.348973
1,8391,LE CINEMA DU PANTHEON,ILE-DE-FRANCE,13 RUE VICTOR COUSIN,75105,Paris 5e Arrondissement,58050,75,00851,Paris,10947378,01-Paris,1,200,53,1535,21278,19285,10.3,De 20 à 30 000 entrées,,OUI,A,,FIXE,NON,C,63,19,5,87.2,7.4,5.0,0.4,58,99.7,98.3,48.847502,2.342301
1,8422,LE CHAMPO,ILE-DE-FRANCE,51 RUE DES ECOLES,75105,Paris 5e Arrondissement,58050,75,00851,Paris,10947378,01-Paris,2,240,53,3926,98994,105089,-5.8,De 80 à 100 000 entrées,,OUI,A,PR,FIXE,NON,C,247,11,4,44.5,14.5,25.2,15.8,218,92.0,94.6,48.849983,2.343211
1,8425,QUARTIER LATIN I - FILMOTHEQUE,ILE-DE-FRANCE,9 RUE CHAMPOLLION,75105,Paris 5e Arrondissement,58050,75,00851,Paris,10947378,01-Paris,2,164,53,3677,120173,120465,-0.2,De 100 à 150 000 entrées,,OUI,A,PR,FIXE,NON,C,615,7,3,26.3,37.3,7.8,28.5,543,91.7,93.9,48.849504,2.342788
1,8451,STUDIO DES URSULINES,ILE-DE-FRANCE,10 RUE DES URSULINES,75105,Paris 5e Arrondissement,58050,75,00851,Paris,10947378,01-Paris,1,121,50,1115,35217,32462,8.5,De 30 à 40 000 entrées,,OUI,A,JPPR,FIXE,NON,C,182,24,8,51.1,16.1,24.2,8.7,143,90.6,85.6,48.842733,2.342044
1,8513,REFLET MEDICIS 2,ILE-DE-FRANCE,7 RUE CHAMPOLLION,75105,Paris 5e Arrondissement,58050,75,00851,Paris,10947378,01-Paris,3,339,50,3555,69940,94748,-26.2,De 50 à 80 000 entrées,,OUI,A,RDPR,FIXE,NON,C,262,53,29,40.1,14.1,25.7,20.0,197,95.3,95.0,48.849591,2.342836
1,8514,EPEE DE BOIS,ILE-DE-FRANCE,100 RUE MOUFFETARD,75105,Paris 5e Arrondissement,58050,75,00851,Paris,10947378,01-Paris,2,140,53,3220,41215,42312,-2.6,De 40 à 50 000 entrées,,OUI,A,JPPR,FIXE,NON,C,369,111,4,55.6,12.0,15.7,16.7,279,89.5,87.0,48.841535,2.34958
1,8531,LE GRAND ACTION,ILE-DE-FRANCE,5 RUE DES ECOLES,75105,Paris 5e Arrondissement,58050,75,00851,Paris,10947378,01-Paris,3,363,53,4828,82737,81187,1.9,De 80 à 100 000 entrées,,OUI,A,RDPR,FIXE,NON,C,322,45,35,26.6,43.9,15.3,14.2,221,90.7,85.9,48.847537,2.352122
1,8621,Pathé Les Fauvettes,ILE-DE-FRANCE,58 AVENUE DES GOBELINS,75113,Paris 13e Arrondissement,179013,75,00851,Paris,10947378,01-Paris,5,645,53,9087,134938,136705,-1.3,De 100 à 150 000 entrées,CINEMAS PATHE,NON,NON,,FIXE,NON,C,417,108,59,40.0,39.7,13.4,6.9,252,48.3,39.8,48.833574,2.353775
1,8632,UGC  GOBELINS,ILE-DE-FRANCE,66 BIS AV DES GOBELINS,75113,Paris 13e Arrondissement,179013,75,00851,Paris,10947378,01-Paris,11,1169,53,22992,433352,417249,3.9,De 300 à 450 000 entrées,UGC,NON,NON,,FIXE,OUI,C,372,209,193,52.5,24.0,19.1,4.4,258,62.7,58.7,48.832888,2.354241
1,8661,ESCURIAL,ILE-DE-FRANCE,11 BD PORT ROYAL,75113,Paris 13e Arrondissement,179013,75,00851,Paris,10947378,01-Paris,2,329,50,3384,75169,87036,-13.6,De 50 à 80 000 entrées,,OUI,A,RDJP,FIXE,NON,C,169,81,46,64.5,16.7,8.6,10.2,142,98.7,97.1,48.836817,2.349632
1,9008,LE JEU DE PAUME,ILE-DE-FRANCE,1 PLACE DE LA CONCORDE,75101,Paris 1er Arrondissement,16149,75,00851,Paris,10947378,01-Paris,1,89,7,82,874,,#VALEUR !,Moins de 2000 entrées,,NON,NON,,FIXE,NON,C,23,12,1,42.8,5.2,46.5,5.5,13,34.6,28.5,48.865987,2.3232
1,9350,ELYSEES BIARRITZ,ILE-DE-FRANCE,22 RUE QUENTIN BAUCHART,75108,Paris 8e Arrondissement,36218,75,00851,Paris,10947378,01-Paris,1,245,1,1,240,608,-60.5,Moins de 2000 entrées,,NON,NON,,FIXE,NON,C,1,1,0,100.0,0.0,0.0,0.0,0,0.0,0.0,48.870569,2.301955
1,9352,CINEMA KATARA,ILE-DE-FRANCE,24 avenue Hoche,75108,Paris 8e Arrondissement,36218,75,00851,Paris,10947378,01-Paris,1,99,14,17,367,455,-19.3,Moins de 2000 entrées,,NON,NON,,FIXE,NON,C,17,0,0,26.4,67.0,6.5,0.0,6,35.3,40.1,48.876222,2.300419
1,9400,PATHE PALACE,ILE-DE-FRANCE,2 BOULEVARD DES CAPUCINES,75109,Paris 9e Arrondissement,60784,75,00851,Paris,10947378,01-Paris,7,882,26,6111,97747,,#VALEUR !,De 80 à 100 000 entrées,CINEMAS PATHE,NON,NON,,FIXE,NON,C,98,68,49,35.8,35.7,27.7,0.8,31,24.6,20.7,48.871082,2.333801
1,9452,LE LOUXOR,ILE-DE-FRANCE,170 BOULEVARD DE MAGENTA,75110,Paris 10e Arrondissement,83873,75,00851,Paris,10947378,01-Paris,3,556,53,6017,225494,229838,-1.9,De 200 à 300 000 entrées,,OUI,A,RDJPPR,FIXE,NON,C,351,100,47,52.3,20.0,19.7,8.0,300,96.8,94.5,48.883487,2.349853
1,9600,MK2 BIBLIOTHEQUE,ILE-DE-FRANCE,128 A 162 AVENUE DE FRANCE,75113,Paris 13e Arrondissement,179013,75,00851,Paris,10947378,01-Paris,16,2952,53,31352,822136,892985,-7.9,De 700 000 à 1 million d'entrées,MK2,NON,NON,,FIXE,OUI,C,463,309,286,31.7,43.2,17.5,7.6,244,39.9,34.5,48.833718,2.373922
1,9616,MK2 A&E,ILE-DE-FRANCE,15/43 QUAI FRANCOIS MAURIAC,75113,Paris 13e Arrondissement,179013,75,00851,Paris,10947378,01-Paris,4,520,53,8130,134817,121856,10.6,De 100 à 150 000 entrées,MK2,NON,NON,,FIXE,NON,C,228,156,39,45.2,19.4,14.1,21.3,163,76.0,76.2,48.832993,2.378615
1,9700,PATHE BEAUGRENELLE,ILE-DE-FRANCE,7 RUE LINOIS,75115,Paris 15e Arrondissement,231186,75,00851,Paris,10947378,01-Paris,10,1581,53,19484,658520,680855,-3.3,De 450 à 700 000 entrées,CINEMAS PATHE,NON,NON,,FIXE,OUI,C,301,205,144,36.2,42.8,18.9,2.1,134,26.6,23.2,48.848895,2.282585
1,9802,CLUB DE L ETOILE,ILE-DE-FRANCE,14 RUE TROYON,75117,Paris 17e Arrondissement,167765,75,00851,Paris,10947378,01-Paris,1,161,42,183,7975,5061,57.6,De 5 à 10 000 entrées,,NON,NON,,FIXE,NON,C,124,19,6,44.2,22.5,17.3,16.1,56,38.1,49.2,48.876113,2.295345
1,9803,LES 7 BATIGNOLLES CINEMOVIDA,ILE-DE-FRANCE,ALLEE COLETTE HEILBRONNER,75117,Paris 17e Arrondissement,167765,75,00851,Paris,10947378,01-Paris,7,1151,53,12802,220720,203332,8.6,De 200 à 300 000 entrées,,NON,NON,,FIXE,NON,C,234,157,126,48.2,32.3,16.0,3.5,135,46.0,35.9,48.893315,2.311503
1,9900,MK2 QUAI DE LOIRE,ILE-DE-FRANCE,5/19 QUAI DE LA LOIRE,75119,Paris 19e Arrondissement,184156,75,00851,Paris,10947378,01-Paris,6,1092,53,10780,409329,387322,5.7,De 300 à 450 000 entrées,MK2,NON,NON,,FIXE,NON,C,227,151,87,37.7,41.0,18.0,3.2,144,51.1,51.7,48.885067,2.374123
1,9906,UGC Ciné Cité PARIS 19,ILE-DE-FRANCE,166 BOULEVARD MAC DONALD,75119,Paris 19e Arrondissement,184156,75,00851,Paris,10947378,01-Paris,14,2790,53,24107,322529,331626,-2.7,De 300 à 450 000 entrées,UGC,NON,NON,,FIXE,OUI,C,465,265,252,38.4,41.4,15.6,4.5,230,36.1,30.2,48.898991,2.376757
