régionCNC,N° auto,nom,région administrative,adresse,code INSEE,commune,population de la commune,DEP,N°UU,unité urbaine,population unité urbaine,situation géographique,écrans,fauteuils,semaines d'activité,séances,entrées 2024,entrées 2023,évolution entrées,tranche d'entrées,propriétaire,AE,catégorie Art et Essai,label Art et Essai,genre,multiplexe,zone de la commune,nombre de films programmés,nombre de films inédits,nombre de films en semaine 1,PdM en entrées des films français,PdM en entrées des films américains,PdM en entrées des films européens,PdM en entrées des autres films,films Art et Essai,part des séances de films Art et Essai,PdM en entrées des films Art et Essai,latitude,longitude
6,278802,LE PARIS,BOURGOGNE / FRANCHE-COMTE,9 BIS GRANDE RUE,25411,Morteau,7187,25,25301,Morteau,10469,06-autres communes et unités urbaines,1,120,47,836,20705,16515,25.4,De 20 à 30 000 entrées,,NON,NON,,FIXE,NON,C,89,70,1,52.0,34.1,11.8,2.1,22,14.1,21.6,47.056013,6.605836
6,278805,L ATALANTE,BOURGOGNE / FRANCHE-COMTE,PLACE DE L HOTEL DE VILLE,25411,Morteau,7187,25,25301,Morteau,10469,06-autres communes et unités urbaines,1,340,47,346,11489,10297,11.6,De 10 à 20 000 entrées,,OUI,E,JP,FIXE,NON,C,110,79,2,62.8,17.0,17.1,3.1,90,88.0,74.5,47.05651,6.604743
6,279184,REX,AUVERGNE / RHONE-ALPES,LE BOURG,74191,Morzine,2764,74,74113,Morzine,4615,06-autres communes et unités urbaines,1,288,37,399,13645,13219,3.2,De 10 à 20 000 entrées,,NON,NON,,FIXE,NON,C,108,85,48,48.2,35.1,15.2,1.5,36,16.9,10.3,46.179604,6.706652
6,279192,LES PORTES DU SOLEIL,AUVERGNE / RHONE-ALPES,PLACE CENTRALE,74191,Morzine,2764,74,74113,Morzine,4615,06-autres communes et unités urbaines,1,261,29,360,19709,19508,1.0,De 10 à 20 000 entrées,,NON,NON,,FIXE,NON,C,84,67,46,41.8,45.4,11.6,1.2,18,10.3,3.3,46.190882,6.776907
7,279662,PLEIN AIR LE CHATEAU,PROVENCE-ALPES-COTE D'AZUR,13 PLACE SUZANNE VILLENEUVE,06084,Mouans-Sartoux,10397,06,06701,Nice,966577,04-Unités urbaines de 100 000 hbts ou plus,1,200,8,8,1439,1435,0.3,Moins de 2000 entrées,,NON,NON,,FIXE,NON,B,8,8,1,30.7,69.3,0.0,0.0,0,0.0,0.0,43.620396,6.969027
7,279663,CINE LA STRADA,PROVENCE-ALPES-COTE D'AZUR,AVENUE DE CANNES,06084,Mouans-Sartoux,10397,06,06701,Nice,966577,04-Unités urbaines de 100 000 hbts ou plus,5,847,53,7249,175797,198742,-11.5,De 150 à 200 000 entrées,,NON,NON,,FIXE,NON,B,284,225,110,45.6,40.0,13.3,1.1,160,24.5,14.4,43.617882,6.97286
6,280653,CGR MOULINS,AUVERGNE / RHONE-ALPES,RUE MARCELLIN DESBOUTINS,03190,Moulins,19997,03,03401,Moulins,39082,05-Unités urbaines de 20 000 à 100 000 hbts,9,1118,53,15242,185780,178577,4.0,De 150 à 200 000 entrées,CGR,OUI,D,JP,FIXE,OUI,C,399,259,158,51.8,32.9,13.4,1.8,216,23.6,15.5,46.56427,3.339458
4,280894,CINE M,NOUVELLE AQUITAINE,8 BOULEVARD DE LA REPUBLIQUE,64410,Mourenx,6075,64,64302,Mourenx,14053,06-autres communes et unités urbaines,2,238,53,3114,19811,20161,-1.7,De 10 à 20 000 entrées,,OUI,E,RDJPPR,FIXE,NON,C,365,288,82,48.9,27.4,18.3,5.4,233,55.2,39.9,43.369451,-0.629102
6,281723,REX,AUVERGNE / RHONE-ALPES,AVENUE DES BELLEVILLE,73181,Moûtiers,3932,73,73109,Moûtiers,4946,06-autres communes et unités urbaines,2,263,50,1163,14590,14851,-1.8,De 10 à 20 000 entrées,,OUI,E,JP,FIXE,NON,C,220,169,11,53.4,29.1,11.8,5.8,105,30.2,27.2,45.483587,6.527476
3,282092,Salle des Fêtes,GRAND EST,Salle des Fêtes,08311,Mouzon,2266,08,00000,Zone rurale,14183345,06-autres communes et unités urbaines,1,,53,767,38864,34476,12.7,De 30 à 40 000 entrées,,OUI,E,JPPR,ITINERANT,NON,I,143,82,2,65.9,17.6,12.7,3.7,95,52.8,51.8,49.582217,5.079352
4,282411,ENTRACTE,NOUVELLE AQUITAINE,PLACE FREDERIC BASTIAT,40201,Mugron,1432,40,00000,Zone rurale,14183345,06-autres communes et unités urbaines,1,192,52,822,15432,12804,20.5,De 10 à 20 000 entrées,,OUI,E,JPPR,FIXE,NON,R,324,251,4,63.8,16.0,15.8,4.4,215,57.9,49.6,43.750527,-0.749807
8,282583,STUDIO BEL AIR,GRAND EST,31 RUE FENELON,68224,Mulhouse,109285,68,68701,Mulhouse,249916,04-Unités urbaines de 100 000 hbts ou plus,1,126,53,1688,34251,33938,0.9,De 30 à 40 000 entrées,,OUI,A,RDJPPR,FIXE,NON,C,240,118,58,50.6,16.6,17.4,15.4,191,93.9,86.1,47.733763,7.30706
8,282631,Kinepolis,GRAND EST,175 AVENUE ROBERT SCHUMAN,68224,Mulhouse,109285,68,68701,Mulhouse,249916,04-Unités urbaines de 100 000 hbts ou plus,14,4533,53,22293,345665,394625,-12.4,De 300 à 450 000 entrées,Kinepolis,NON,NON,,FIXE,OUI,C,400,240,233,26.9,53.0,17.1,3.0,80,12.5,4.3,47.760377,7.351564
8,282651,LE PALACE,GRAND EST,BOULEVARD DE COLMAR,68224,Mulhouse,109285,68,68701,Mulhouse,249916,04-Unités urbaines de 100 000 hbts ou plus,8,854,53,14713,98328,97601,0.7,De 80 à 100 000 entrées,UGC,NON,NON,,FIXE,OUI,C,354,192,178,50.4,26.7,19.0,3.9,242,52.8,52.5,47.755602,7.334726
3,282731,SIMONE SIGNORET,PAYS DE LA LOIRE,AVENUE BONEN,72213,Mulsanne,5295,72,72207,Mulsanne,5295,06-autres communes et unités urbaines,1,252,50,464,13720,11831,16.0,De 10 à 20 000 entrées,,OUI,E,JP,FIXE,NON,I,155,116,1,71.0,12.9,10.6,5.6,66,40.6,36.5,47.913307,0.246735
8,282842,L'ESPACE CULTUREL SAINT GREGOIRE (EX- LE SAINT GREGOIRE),GRAND EST,1 PLACE DES TUILERIES,68226,Munster,4794,68,68301,Munster,12059,06-autres communes et unités urbaines,1,247,53,657,24107,21399,12.7,De 20 à 30 000 entrées,,OUI,E,JP,FIXE,NON,C,199,141,1,52.4,23.5,18.4,5.7,104,43.5,42.7,48.03997,7.14025
8,282860,ESPACE RIED BRUN,GRAND EST,"2, RUE POINCARE",68227,Muntzenheim,1312,68,00000,Zone rurale,14183345,06-autres communes et unités urbaines,1,252,31,46,3028,2688,12.6,De 2 à 5 000 entrées,,NON,NON,,FIXE,NON,R,45,29,0,33.5,49.7,15.4,1.4,13,28.3,26.5,48.101851,7.468382
6,282922,L ARVERNE,AUVERGNE / RHONE-ALPES,18 AVENUE HECTOR PESCHAUD,15138,Murat,1913,15,00000,Zone rurale,14183345,06-autres communes et unités urbaines,1,100,49,534,8603,8248,4.3,De 5 à 10 000 entrées,,OUI,E,JP,FIXE,NON,I,202,157,0,61.5,17.8,16.9,3.8,125,54.4,46.2,45.110108,2.86664
4,282999,BERTRAND TAVERNIER,OCCITANIE,RUE DE LA PARRO,12164,Mur-de-Barrez,710,12,00000,Zone rurale,14183345,06-autres communes et unités urbaines,1,94,53,200,3874,3322,16.6,De 2 à 5 000 entrées,,OUI,E,,FIXE,NON,R,159,131,0,59.9,22.0,11.7,6.4,86,49.7,36.8,44.844783,2.659612
2,283043,FREDERIC DARD CLUB A,ILE-DE-FRANCE,77 RUE PAUL DOUMER,78440,Les Mureaux,33705,78,00851,Paris,10947378,03-Grande couronne,2,360,53,2323,32772,35272,-7.1,De 30 à 40 000 entrées,,OUI,C,JP,FIXE,NON,B,265,210,19,44.5,31.5,17.0,7.1,147,42.3,41.2,48.993874,1.910246
6,283051,LE THEATRE,AUVERGNE / RHONE-ALPES,PLACE DU THEATRE,38269,La Mure,5109,38,38207,La Mure,6603,06-autres communes et unités urbaines,2,508,42,1633,34870,31812,9.6,De 30 à 40 000 entrées,,OUI,E,JP,FIXE,NON,C,230,165,6,64.1,20.3,10.6,5.1,147,46.7,39.3,44.901927,5.786028
4,283105,VEO - GRAND - MERMOZ,OCCITANIE,AVENUE JACQUES DOUZANS,31395,Muret,25336,31,00758,Toulouse,1062736,04-Unités urbaines de 100 000 hbts ou plus,8,1041,53,13012,426984,420938,1.4,De 300 à 450 000 entrées,,OUI,C,JPPR,FIXE,OUI,B,481,267,193,42.7,41.5,14.4,1.5,271,27.7,14.4,43.465865,1.326927
4,283412,SALLE NOTRE DAME,NOUVELLE AQUITAINE,MAIRIE,24299,Mussidan,2836,24,24202,Mussidan,7330,06-autres communes et unités urbaines,1,141,53,646,12813,13075,-2.0,De 10 à 20 000 entrées,,OUI,E,JP,FIXE,NON,C,195,157,0,60.6,23.8,13.4,2.2,110,42.9,32.7,45.034377,0.364624
8,283523,CINEMA LE ROHAN,GRAND EST,"39, RUE DU CHATEAU",67313,Mutzig,6136,67,67401,Molsheim,27503,05-Unités urbaines de 20 000 à 100 000 hbts,1,226,53,336,6123,5879,4.2,De 5 à 10 000 entrées,,OUI,D,,FIXE,NON,C,182,140,2,46.2,27.7,22.6,3.5,112,53.6,54.6,48.536154,7.453136
3,283551,SALLE JEANNE D ARC,BRETAGNE,RUE RENE BAZIN,56143,Muzillac,5181,56,56201,Muzillac,5181,06-autres communes et unités urbaines,1,186,53,486,13084,11774,11.1,De 10 à 20 000 entrées,,OUI,E,,FIXE,NON,I,223,180,1,62.3,22.6,10.2,4.9,114,36.9,28.5,47.555803,-2.484734
9,284111,UGC SAINT JEAN,GRAND EST,54 RUE ST JEAN,54395,Nancy,105885,54,54701,Nancy,290016,04-Unités urbaines de 100 000 hbts ou plus,8,1021,53,10782,168786,165833,1.8,De 150 à 200 000 entrées,UGC,NON,NON,,FIXE,OUI,C,283,122,114,36.5,41.6,20.0,1.9,131,26.2,22.0,48.689694,6.178976
9,284113,Caméo SAINT SEBASTIEN,GRAND EST,6 RUE LEOPOLD LALLEMENT,54395,Nancy,105885,54,54701,Nancy,290016,04-Unités urbaines de 100 000 hbts ou plus,4,1062,52,6505,111300,113210,-1.7,De 100 à 150 000 entrées,,OUI,A,RDJPPR,FIXE,NON,C,299,202,131,56.2,20.0,16.5,7.3,254,80.7,83.2,48.689045,6.178729
9,284121,Caméo COMMANDERIE,GRAND EST,"16, RUE DE LA COMMANDERIE",54395,Nancy,105885,54,54701,Nancy,290016,04-Unités urbaines de 100 000 hbts ou plus,4,450,52,6568,118392,116769,1.4,De 100 à 150 000 entrées,,OUI,A,RDJPPR,FIXE,NON,C,364,210,127,62.3,6.1,21.6,10.0,331,98.3,97.5,48.687007,6.172177
9,284155,FORUM,GRAND EST,"201, AVENUE RAYMOND PINCHARD",54395,Nancy,105885,54,54701,Nancy,290016,04-Unités urbaines de 100 000 hbts ou plus,1,163,3,3,87,108,-19.4,Moins de 2000 entrées,,NON,NON,,FIXE,NON,C,3,0,0,100.0,0.0,0.0,0.0,3,100.0,100.0,48.704545,6.157804
9,284207,Kinepolis NANCY,GRAND EST,3/5 RUE VICTOR,54395,Nancy,105885,54,54701,Nancy,290016,04-Unités urbaines de 100 000 hbts ou plus,10,2644,53,15747,452016,516795,-12.5,De 450 à 700 000 entrées,Kinepolis,NON,NON,,FIXE,OUI,C,311,188,176,32.4,48.4,16.5,2.7,46,9.9,4.9,48.691512,6.195241
2,284362,LA BERGERIE,ILE-DE-FRANCE,COUR EMILE ZOLA,77327,Nangis,8990,77,77207,Nangis,8990,03-Grande couronne,1,132,49,680,9348,10013,-6.6,De 5 à 10 000 entrées,,OUI,E,JP,FIXE,NON,I,157,123,1,49.6,23.6,20.1,6.8,67,39.8,39.5,48.555127,3.0133
2,284490,LES LUMIERES,ILE-DE-FRANCE,49 RUE MAURICE THOREZ,92050,Nanterre,96402,92,00851,Paris,10947378,02-Petite Couronne,4,660,53,6917,88484,96646,-8.4,De 80 à 100 000 entrées,,OUI,C,RDJPPR,FIXE,NON,B,335,207,160,53.4,23.4,19.9,3.3,271,67.5,61.4,48.892601,2.195729
2,284502,CAP CINEMA NANTERRE,ILE-DE-FRANCE,200 ALLEE DE CORSE,92050,Nanterre,96402,92,00851,Paris,10947378,02-Petite Couronne,10,1491,53,19455,190347,175770,8.3,De 150 à 200 000 entrées,CGR,NON,NON,,FIXE,OUI,B,294,191,180,22.7,56.5,14.1,6.7,47,9.3,5.1,48.900167,2.21295
3,284613,PATHE NANTES,PAYS DE LA LOIRE,12 PLACE DU COMMERCE,44109,Nantes,325857,44,44701,Nantes,683510,04-Unités urbaines de 100 000 hbts ou plus,12,1875,53,21504,494803,488528,1.3,De 450 à 700 000 entrées,CINEMAS PATHE,NON,NON,,FIXE,OUI,C,413,225,204,43.2,37.4,17.0,2.4,196,41.6,28.7,47.213357,-1.558244
3,284631,KATORZA,PAYS DE LA LOIRE,3 RUE CORNEILLE,44109,Nantes,325857,44,44701,Nantes,683510,04-Unités urbaines de 100 000 hbts ou plus,6,877,53,9181,279819,275056,1.7,De 200 à 300 000 entrées,CINEVILLE,OUI,A,RDJPPR,FIXE,NON,C,376,215,187,56.1,15.6,19.8,8.5,312,93.4,89.3,47.213603,-1.562528
3,284662,CONCORDE,PAYS DE LA LOIRE,79 BD DE L EGALITE,44109,Nantes,325857,44,44701,Nantes,683510,04-Unités urbaines de 100 000 hbts ou plus,4,287,50,5985,119654,108365,10.4,De 100 à 150 000 entrées,,OUI,A,RDJP,FIXE,NON,C,411,287,82,65.4,13.8,13.3,7.5,343,78.4,70.4,47.21118,-1.586751
3,284694,BONNE GARDE,PAYS DE LA LOIRE,20 RUE DU FRERE LOUIS,44109,Nantes,325857,44,44701,Nantes,683510,04-Unités urbaines de 100 000 hbts ou plus,1,341,48,678,25691,23921,7.4,De 20 à 30 000 entrées,,OUI,A,RDJPPR,FIXE,NON,C,360,220,0,61.3,19.3,12.1,7.3,274,79.4,75.9,47.195308,-1.538372
3,284747,LE CINEMATOGRAPHE,PAYS DE LA LOIRE,12 BIS RUE DES CARMELITES,44109,Nantes,325857,44,44701,Nantes,683510,04-Unités urbaines de 100 000 hbts ou plus,1,162,52,1311,49616,46405,6.9,De 40 à 50 000 entrées,,OUI,A,RDJPPR,FIXE,NON,C,380,35,13,32.2,34.5,17.3,16.0,334,91.2,92.4,47.216901,-1.551545
6,285872,CLUB,AUVERGNE / RHONE-ALPES,4 RUE DU DOCTEUR LEVRAT,01269,Nantua,3587,01,01124,Nantua,4232,06-autres communes et unités urbaines,1,298,50,1129,20360,20448,-0.4,De 20 à 30 000 entrées,,OUI,E,JPPR,FIXE,NON,C,269,188,6,56.1,30.7,10.5,2.7,146,43.0,36.1,46.153678,5.603874
7,285966,MEGA CGR,OCCITANIE,ROUTE DE PERPIGNAN,11262,Narbonne,57320,11,11501,Narbonne,57320,05-Unités urbaines de 20 000 à 100 000 hbts,9,1258,53,15174,310497,305124,1.8,De 300 à 450 000 entrées,CGR,NON,NON,,FIXE,OUI,I,241,169,157,42.0,41.6,15.1,1.3,34,7.1,3.9,43.163076,2.984491
7,285975,LE CINEMA SCENE NATIONALE DE NARBONNE,OCCITANIE,2 AVENUE MAITRE HUBERT MOULY,11262,Narbonne,57320,11,11501,Narbonne,57320,05-Unités urbaines de 20 000 à 100 000 hbts,1,276,49,874,40562,35493,14.3,De 40 à 50 000 entrées,,OUI,D,JPPR,FIXE,NON,I,223,132,53,66.0,10.6,13.2,10.1,212,98.4,97.7,43.180232,3.014167
4,286432,LE CINEMA,NOUVELLE AQUITAINE,28 PLACE DU MARCADIEU,64417,Nay,3464,64,64701,Pau,207171,04-Unités urbaines de 100 000 hbts ou plus,2,260,2,82,3608,,#VALEUR !,De 2 à 5 000 entrées,,NON,NON,,FIXE,NON,B,15,14,2,38.2,56.7,5.1,0.0,8,42.7,37.2,43.179549,-0.264253
2,286831,MELIES,ILE-DE-FRANCE,9 RUE BEZOUT,77333,Nemours,13109,77,77401,Nemours,21148,03-Grande couronne,3,507,52,2330,28775,27230,5.7,De 20 à 30 000 entrées,,NON,NON,,FIXE,NON,C,122,82,41,31.4,54.2,11.9,2.5,52,8.3,13.9,48.265654,2.695374
4,286912,LE MARGOT,NOUVELLE AQUITAINE,PLACE DU GENERAL DE GAULLE,47195,Nérac,7365,47,47301,Nérac,12276,06-autres communes et unités urbaines,1,236,17,167,8836,12346,-28.4,De 5 à 10 000 entrées,,OUI,E,JP,FIXE,NON,C,82,67,0,68.2,16.5,14.9,0.5,55,59.5,45.1,44.13533,0.339366
3,287391,LE VIKING,NORMANDIE,68 RUE DE LA REPUBLIQUE,27428,Le Neubourg,4478,27,27115,Le Neubourg,5055,06-autres communes et unités urbaines,2,502,50,2480,59792,53619,11.5,De 50 à 80 000 entrées,,NON,NON,,FIXE,NON,C,172,136,56,55.7,31.7,11.7,1.0,70,19.8,13.4,49.148993,0.902155
9,287452,NEOPOLIS,GRAND EST,1 BIS  RUE DE LA COMEDIE,88321,Neufchâteau,6925,88,88204,Neufchâteau,6925,06-autres communes et unités urbaines,3,385,53,4240,74736,73505,1.7,De 50 à 80 000 entrées,,OUI,E,JP,FIXE,NON,I,244,174,97,54.0,31.6,13.3,1.1,111,20.3,12.4,48.353974,5.695801
5,287462,CINEMA 2001,HAUTS DE FRANCE,23 AV DE LA CONCORDE,62604,Neufchâtel-Hardelot,3818,62,62206,Neufchâtel-Hardelot,7463,06-autres communes et unités urbaines,1,198,37,756,13287,14143,-6.1,De 10 à 20 000 entrées,,NON,NON,,FIXE,NON,C,71,64,10,67.5,24.6,6.4,1.5,22,22.8,17.1,50.632496,1.578876
3,287472,NORMANDY,NORMANDIE,18 RUE POISSONNIERE,76462,Neufchâtel-en-Bray,4855,76,76202,Neufchâtel-en-Bray,5284,06-autres communes et unités urbaines,1,227,53,569,22899,23268,-1.6,De 20 à 30 000 entrées,,OUI,E,,FIXE,NON,C,151,124,0,58.9,27.9,12.2,0.9,67,32.2,19.8,49.730796,1.442643
2,288024,LA FAUVETTE,ILE-DE-FRANCE,21 AV DANIEL PERDRIGE,93049,Neuilly-Plaisance,21059,93,00851,Paris,10947378,02-Petite Couronne,1,146,50,1274,22912,22089,3.7,De 20 à 30 000 entrées,,OUI,C,JP,FIXE,NON,B,245,176,0,53.3,17.7,16.7,12.3,165,64.1,57.5,48.87311,2.510505
2,288151,LE VILLAGE I,ILE-DE-FRANCE,4 RUE DE CHEZY,92051,Neuilly-sur-Seine,60411,92,00851,Paris,10947378,02-Petite Couronne,2,500,53,2545,64449,65578,-1.7,De 50 à 80 000 entrées,,NON,NON,,FIXE,NON,B,149,93,27,63.4,13.8,22.0,0.8,83,40.0,39.2,48.885364,2.268222
3,288291,CIRCUIT 2,CENTRE-VAL DE LOIRE,CINEMOBILE,45142,Fay-aux-Loges,3860,45,45203,Fay-aux-Loges,6777,06-autres communes et unités urbaines,1,,47,980,31188,31891,-2.2,De 30 à 40 000 entrées,,OUI,E,JPPR,ITINERANT,NON,C,108,55,2,60.2,25.2,10.4,4.2,59,38.5,39.4,47.940501,2.182716
4,288571,LE PARADISIO,NOUVELLE AQUITAINE,PLACE DE LA MAIRIE,19148,Neuvic,1916,19,00000,Zone rurale,14183345,06-autres communes et unités urbaines,1,144,49,279,6327,5945,6.4,De 5 à 10 000 entrées,,OUI,E,,FIXE,NON,R,190,151,0,60.1,23.6,13.9,2.4,94,38.2,26.3,45.38274,2.272379
4,288922,LE MAJESTIC,NOUVELLE AQUITAINE,PLACE ARISTIDE BRIAND,86177,Neuville-de-Poitou,5459,86,86201,Neuville-de-Poitou,5459,06-autres communes et unités urbaines,1,134,45,253,9548,9170,4.1,De 5 à 10 000 entrées,,OUI,E,,FIXE,NON,I,112,91,0,72.4,21.1,5.8,0.7,67,64.2,62.0,46.68787,0.246293
6,289344,REX,AUVERGNE / RHONE-ALPES,4 AV DU 11 NOVEMBRE,69143,Neuville-sur-Saône,7700,69,00760,Lyon,1714833,04-Unités urbaines de 100 000 hbts ou plus,2,269,51,1654,47683,44815,6.4,De 40 à 50 000 entrées,,OUI,C,,FIXE,NON,B,159,108,29,60.7,29.2,9.5,0.5,78,28.4,28.9,45.87473,4.841744
6,289783,CINE MAZARIN,BOURGOGNE / FRANCHE-COMTE,RUE DE CHARLEVILLE,58194,Nevers,33285,58,58501,Nevers,59817,05-Unités urbaines de 20 000 à 100 000 hbts,10,1816,53,13798,264143,257798,2.5,De 200 à 300 000 entrées,CINEWEST,OUI,D,JP,FIXE,OUI,C,432,286,191,47.2,37.1,13.7,1.9,212,26.3,15.0,46.989632,3.150328
7,290022,RIALTO,PROVENCE-ALPES-COTE D'AZUR,4 RUE DE RIVOLI,06088,Nice,346376,06,06701,Nice,966577,04-Unités urbaines de 100 000 hbts ou plus,5,703,53,8088,108140,102896,5.1,De 100 à 150 000 entrées,,OUI,A,,FIXE,NON,C,252,153,139,55.0,16.5,21.9,6.5,228,95.5,96.5,43.696032,7.258586
7,290032,VARIETES,PROVENCE-ALPES-COTE D'AZUR,5/7 BD VICTOR HUGO,06088,Nice,346376,06,06701,Nice,966577,04-Unités urbaines de 100 000 hbts ou plus,7,1108,53,12275,164739,147025,12.0,De 150 à 200 000 entrées,,NON,NON,,FIXE,NON,C,263,143,133,47.2,31.8,18.7,2.3,102,17.3,15.9,43.699902,7.26609
7,290044,PATHE MASSENA,PROVENCE-ALPES-COTE D'AZUR,31 AVENUE JEAN MEDECIN,06088,Nice,346376,06,06701,Nice,966577,04-Unités urbaines de 100 000 hbts ou plus,7,1358,53,11224,170760,188729,-9.5,De 150 à 200 000 entrées,CINEMAS PATHE,NON,NON,,FIXE,NON,C,317,193,175,61.4,15.5,18.0,5.0,225,84.5,79.6,43.702059,7.266941
7,290063,ESPACE MAGNAN,PROVENCE-ALPES-COTE D'AZUR,31 RUE LOUIS DE COPPET,06088,Nice,346376,06,06701,Nice,966577,04-Unités urbaines de 100 000 hbts ou plus,1,149,17,125,11062,10413,6.2,De 10 à 20 000 entrées,,NON,NON,,FIXE,NON,C,43,6,0,28.7,10.0,57.3,4.0,29,64.2,59.3,43.692782,7.245773
7,290093,CINEMA JEAN PAUL BELMONDO,PROVENCE-ALPES-COTE D'AZUR,16 PLACE GARIBALDI,06088,Nice,346376,06,06701,Nice,966577,04-Unités urbaines de 100 000 hbts ou plus,3,154,48,4088,56282,56914,-1.1,De 50 à 80 000 entrées,,OUI,A,RDJPPR,FIXE,NON,C,488,335,115,70.3,7.9,12.1,9.7,368,82.8,73.2,43.700772,7.280789
7,290191,PATHE LINGOSTIERE,PROVENCE-ALPES-COTE D'AZUR,604 ROUTE DE GRENOBLE,06088,Nice,346376,06,06701,Nice,966577,04-Unités urbaines de 100 000 hbts ou plus,13,2584,53,21847,521431,571515,-8.8,De 450 à 700 000 entrées,CINEMAS PATHE,NON,NON,,FIXE,OUI,C,442,248,192,33.6,47.2,16.9,2.3,140,13.8,7.7,43.671643,7.203332
7,290388,PATHE GARE DU SUD,PROVENCE-ALPES-COTE D'AZUR,PLACE DE LA GARE DU SUD,06088,Nice,346376,06,06701,Nice,966577,04-Unités urbaines de 100 000 hbts ou plus,9,1537,53,15726,433521,473008,-8.3,De 300 à 450 000 entrées,CINEMAS PATHE,NON,NON,,FIXE,OUI,C,266,159,128,37.1,44.2,16.6,2.1,77,8.8,8.1,43.709724,7.261413
7,290975,LE SEMAPHORE,OCCITANIE,25 RUE PORTE DE FRANCE,30189,Nîmes,149761,30,30601,Nîmes,185561,04-Unités urbaines de 100 000 hbts ou plus,6,571,53,11168,195557,196893,-0.7,De 150 à 200 000 entrées,,OUI,B,RDJPPR,FIXE,NON,C,543,261,219,63.8,12.4,16.7,7.1,483,93.0,90.5,43.833909,4.357425
7,291014,FORUM Kinepolis,OCCITANIE,130 RUE MICHEL DEBRE,30189,Nîmes,149761,30,30601,Nîmes,185561,04-Unités urbaines de 100 000 hbts ou plus,12,2928,53,19351,483205,505577,-4.4,De 450 à 700 000 entrées,Kinepolis,NON,NON,,FIXE,OUI,C,363,218,209,34.7,47.6,15.9,1.8,68,11.0,4.3,43.814338,4.367462
7,291027,CGR NIMES,OCCITANIE,ZAC DE LA GARE CENTRALE,30189,Nîmes,149761,30,30601,Nîmes,185561,04-Unités urbaines de 100 000 hbts ou plus,10,1604,53,18358,248233,252565,-1.7,De 200 à 300 000 entrées,CGR,NON,NON,,FIXE,OUI,C,276,191,183,34.8,47.6,15.5,2.1,50,8.6,4.4,43.856426,4.403645
4,291114,LE MOULIN DU ROC,NOUVELLE AQUITAINE,9 BOULEVARD MAIN,79191,Niort,60845,79,79501,Niort,75558,05-Unités urbaines de 20 000 à 100 000 hbts,3,1024,49,3036,63165,48449,30.4,De 50 à 80 000 entrées,,OUI,D,RDJPPR,FIXE,NON,C,223,112,81,71.1,6.2,14.6,8.2,206,98.7,97.4,46.326112,-0.468239
4,291144,MEGA CGR,NOUVELLE AQUITAINE,PLACE DE LA BRECHE,79191,Niort,60845,79,79501,Niort,75558,05-Unités urbaines de 20 000 à 100 000 hbts,12,2021,53,23378,390323,383268,1.8,De 300 à 450 000 entrées,CGR,NON,NON,,FIXE,OUI,C,375,246,235,44.2,39.7,14.2,1.9,111,15.2,7.0,46.337524,-0.481854
4,291731,NOGARO CINE,OCCITANIE,RUE DE LA POSTE,32296,Nogaro,2238,32,00000,Zone rurale,14183345,06-autres communes et unités urbaines,1,296,3,3,262,8191,-96.8,Moins de 2000 entrées,,OUI,E,JP,FIXE,NON,R,3,1,0,30.5,25.6,43.9,0.0,1,33.3,30.5,43.758956,-0.034329
3,291822,REX,CENTRE-VAL DE LOIRE,26 PLACE DU 11 AOUT,28280,Nogent-le-Rotrou,9866,28,28208,Nogent-le-Rotrou,9866,06-autres communes et unités urbaines,3,481,53,3719,80609,68306,18.0,De 80 à 100 000 entrées,,OUI,E,RDJPPR,FIXE,NON,C,292,204,66,53.3,33.0,12.4,1.3,181,26.6,15.0,48.322377,0.818153
2,291891,ROYAL PALACE,ILE-DE-FRANCE,165 GRANDE RUE CHARLES DE GAULLE,94052,Nogent-sur-Marne,33820,94,00851,Paris,10947378,02-Petite Couronne,6,815,53,9105,188057,188762,-0.4,De 150 à 200 000 entrées,,OUI,C,JPPR,FIXE,NON,B,353,204,153,50.0,32.8,15.6,1.6,217,40.1,31.3,48.838331,2.489437
3,291964,LUMIERE SALLE MICHEL PICCOLI,GRAND EST,AVENUE PASTEUR,10268,Nogent-sur-Seine,6062,10,10202,Nogent-sur-Seine,6062,06-autres communes et unités urbaines,2,226,53,1640,25540,25939,-1.5,De 20 à 30 000 entrées,,OUI,E,JP,FIXE,NON,I,287,242,49,45.3,35.1,17.3,2.3,158,31.2,20.7,48.489946,3.505014
6,292201,LE FOYER,AUVERGNE / RHONE-ALPES,PLACE DE L'EGLISE,42159,Noirétable,1681,42,00000,Zone rurale,14183345,06-autres communes et unités urbaines,1,181,52,305,13012,8930,45.7,De 10 à 20 000 entrées,,NON,NON,,FIXE,NON,R,136,103,0,70.5,18.9,8.7,2.0,54,30.5,23.1,45.8173155,3.7672235
4,292231,MIMOSA,PAYS DE LA LOIRE,73 AV JOSEPH PINEAU,85163,Noirmoutier-en-l'Île,4588,85,85135,Noirmoutier-en-l'Île,4588,06-autres communes et unités urbaines,2,500,52,1372,55019,51423,7.0,De 50 à 80 000 entrées,,OUI,E,,FIXE,NON,I,185,163,50,68.9,19.5,10.7,0.9,96,34.9,25.7,47.004998,-2.240623
